age,in_incidence_rates,in_prevalence_rates,in_remission_rates,in_mortality_rates,out_incidence_rates,out_prevalence_rates,out_remission_rates,out_case_fatality_rates,out_duration_years,out_mortality_rates,out_rr_mortality_number,out_age_of_onset_years,disease,sex,in_case_fatality_rates,qimd
44,0.0001227255,,0.0355352017,0.0001028581,0.0001288158,0.000132375,0.0353895778,0.6421365068,1.5834692832,8.63594e-05,177.632713476,44.5,lung cancer,men,0.3295105882,1 most deprived
45,0.0001562688,,0.034418979,0.0001237041,0.0001621524,0.0001760964,0.0343108089,0.6095681352,1.6608826921,0.0001088747,159.0248122937,45.5,lung cancer,men,0.336698595,1 most deprived
46,0.0001941267,,0.0333865021,0.0001480034,0.0001995797,0.0002299743,0.0333065562,0.5784296136,1.7327707838,0.0001346985,142.437721803,46.5,lung cancer,men,0.3434825119,1 most deprived
47,0.000236525,,0.0324360962,0.0001762592,0.0002414948,0.0002946221,0.032376619,0.5512149269,1.7942614836,0.0001642039,127.6080409362,47.5,lung cancer,men,0.3498621503,1 most deprived
48,0.0002837872,,0.0315640844,0.0002090203,0.0002883137,0.0003706164,0.0315193484,0.5288071084,1.8427133723,0.0001979162,114.19221033,48.5,lung cancer,men,0.3558461414,1 most deprived
49,0.000338487,,0.0307667898,0.0002478846,0.000342742,0.0004590958,0.0307318224,0.512274326,1.8781313936,0.0002372883,102.4391993694,49.5,lung cancer,men,0.3614431165,1 most deprived
50,0.0004054488,,0.0300405354,0.0002954982,0.0004096901,0.0005629769,0.0300120981,0.5017371046,1.9040878067,0.0002848535,92.3898923188,50.5,lung cancer,men,0.3666617068,1 most deprived
51,0.0004895944,,0.0293816444,0.000354553,0.0004940626,0.0006873693,0.0293577327,0.4954393799,1.9262080001,0.0003433636,83.6790887292,51.5,lung cancer,men,0.3715105435,1 most deprived
52,0.000595846,,0.0287864398,0.000427741,0.000600717,0.0008393544,0.0287657383,0.4911604076,1.9497726233,0.0004156657,75.9214091222,52.5,lung cancer,men,0.375998258,1 most deprived
53,0.0007289088,,0.0282512446,0.0005176691,0.0007342578,0.0010277641,0.0282334123,0.4869006436,1.978558998,0.0005045945,68.8334177899,53.5,lung cancer,men,0.3801334813,1 most deprived
54,0.0008885013,,0.027772382,0.000624992,0.0008941691,0.0012613694,0.02775727,0.4806029414,2.0136729669,0.0006112455,62.1477615196,54.5,lung cancer,men,0.3839248449,1 most deprived
55,0.0010693558,,0.027346175,0.0007484121,0.0010749717,0.001545746,0.0273338645,0.4715417335,2.0528953567,0.0007347061,55.8177443913,55.5,lung cancer,men,0.38738098,1 most deprived
56,0.0012659875,,0.0269684037,0.0008865468,0.0012711685,0.001882061,0.0269588286,0.4607471013,2.0922969663,0.0008736301,49.9928496411,56.5,lung cancer,men,0.3905195524,1 most deprived
57,0.0014729117,,0.0266326766,0.0010380135,0.0014773903,0.0022675199,0.0266254757,0.4496145763,2.1282931527,0.0010264637,44.8013794204,57.5,lung cancer,men,0.3933943664,1 most deprived
58,0.0016848786,,0.0263320589,0.0012014785,0.0016885344,0.0026957456,0.0263268379,0.4393503829,2.1585822205,0.0011916274,40.2896163247,58.5,lung cancer,men,0.3960682612,1 most deprived
59,0.0019020384,,0.0260596163,0.0013767298,0.0019049081,0.0031591118,0.0260559139,0.4308760703,2.1826630101,0.001368626,36.4132100519,59.5,lung cancer,men,0.3986040756,1 most deprived
60,0.0021299419,,0.025808414,0.0015646773,0.0021321371,0.0036529238,0.0258058482,0.4244733609,2.2018457152,0.0015582046,33.0707199125,60.5,lung cancer,men,0.4010646486,1 most deprived
61,0.0023743743,,0.0255715175,0.0017662795,0.0023759903,0.0041773607,0.0255698087,0.419747101,2.2184648584,0.0017613448,30.1315081418,61.5,lung cancer,men,0.4035128193,1 most deprived
62,0.0026411213,,0.0253419922,0.0019824951,0.002642186,0.0047372692,0.0253409727,0.4160299152,2.234991702,0.0019791579,27.4765200262,62.5,lung cancer,men,0.4060114266,1 most deprived
63,0.0029356932,,0.0251129036,0.0022142136,0.0029361432,0.005341847,0.0251125195,0.4125732611,2.2534863051,0.0022127785,25.0180787263,63.5,lung cancer,men,0.4086233095,1 most deprived
64,0.0032572778,,0.024877317,0.0024607347,0.0032569326,0.0060020435,0.0248775812,0.4085780689,2.2750626726,0.0024618491,22.7140831515,64.5,lung cancer,men,0.411411307,1 most deprived
65,0.0035987401,,0.024628298,0.0027197686,0.0035973348,0.0067258604,0.0246292711,0.4035402351,2.2995488995,0.0027243632,20.5534256258,65.5,lung cancer,men,0.414438258,1 most deprived
66,0.00395267,,0.0243593859,0.0029889561,0.0039499298,0.0075161477,0.0243611133,0.3974473189,2.3257921727,0.0029980458,18.5483928342,66.5,lung cancer,men,0.4177711631,1 most deprived
67,0.0043116576,,0.0240660165,0.0032659381,0.0043073624,0.008370848,0.0240684819,0.3905561657,2.3522179846,0.0032804673,16.7154612006,67.5,lung cancer,men,0.4214936688,1 most deprived
68,0.0046684125,,0.0237440994,0.0035483868,0.0046624321,0.0092833185,0.0237472707,0.3832392923,2.3772186125,0.0035691289,15.0660070942,68.5,lung cancer,men,0.4256935831,1 most deprived
69,0.005018391,,0.0233895444,0.0038346918,0.0050106823,0.0102435636,0.0233933457,0.3759198314,2.3994584918,0.003862187,13.604135742,69.5,lung cancer,men,0.4304587141,1 most deprived
70,0.0053597969,,0.0229982613,0.0041239607,0.0053503968,0.0112403256,0.0230025345,0.3689598661,2.418083058,0.0041585418,12.3255091258,70.5,lung cancer,men,0.4358768697,1 most deprived
71,0.0056909529,,0.0225661597,0.004415332,0.0056799499,0.012262126,0.022570858,0.3625868069,2.4327230026,0.0044571636,11.21830813,71.5,lung cancer,men,0.442035858,1 most deprived
72,0.0060101823,,0.0220891493,0.0047079443,0.0059976907,0.0132972494,0.0220941158,0.35694214,2.443404639,0.0047570939,10.2675450774,72.5,lung cancer,men,0.4490234871,1 most deprived
73,0.0063156775,,0.0215631399,0.0050007749,0.0063018236,0.0143337146,0.0215682513,0.352099548,2.4505100656,0.0050572203,9.4532059324,73.5,lung cancer,men,0.4569275649,1 most deprived
74,0.0066026338,,0.0209840412,0.0052890912,0.0065875176,0.0153595804,0.0209892744,0.3478589066,2.4545749989,0.005352788,8.7373184016,74.5,lung cancer,men,0.4658358996,1 most deprived
75,0.0068632489,,0.020347763,0.0055644509,0.0068470229,0.0163636364,0.0203529363,0.3438164557,2.4558131023,0.0056353156,8.0832816318,75.5,lung cancer,men,0.475836299,1 most deprived
76,0.0070895899,,0.0196535721,0.0058182503,0.0070724062,0.0173357962,0.0196587242,0.3396152974,2.453798924,0.0058960497,7.4647485918,76.5,lung cancer,men,0.4869543009,1 most deprived
77,0.0072737242,,0.0189141639,0.0060418855,0.0072557963,0.018267031,0.0189191834,0.3349395425,2.4474080799,0.0061261374,6.86368035,77.5,lung cancer,men,0.498966361,1 most deprived
78,0.0074085612,,0.0181455913,0.0062274491,0.0073901507,0.0191493055,0.0181503324,0.3295381971,2.4347089734,0.006317383,6.2747066137,78.5,lung cancer,men,0.5115866649,1 most deprived
79,0.0075063764,,0.0173639067,0.0063830422,0.0074877295,0.0199770454,0.0173683573,0.3239524708,2.4134445503,0.0064777419,5.7255857485,79.5,lung cancer,men,0.5245293979,1 most deprived
80,0.0075988115,,0.016585163,0.0065327749,0.0075800393,0.0207499655,0.0165892775,0.3193311973,2.3823842776,0.0066315218,5.246723037,80.5,lung cancer,men,0.5375087454,1 most deprived
81,0.0077183504,,0.0158254127,0.0067014533,0.0076994068,0.0214743262,0.0158292189,0.3166133128,2.3420292289,0.0068039301,4.8538937953,81.5,lung cancer,men,0.550238893,1 most deprived
82,0.0078974769,,0.0151007085,0.0069138835,0.0078781107,0.0221626874,0.0151042441,0.3165575345,2.2943968253,0.0070203347,4.5535649939,82.5,lung cancer,men,0.562434026,1 most deprived
83,0.0081660875,,0.014427103,0.0071927991,0.0081459423,0.022833551,0.0144303032,0.3196810249,2.2430223241,0.0073040036,4.3378771864,83.5,lung cancer,men,0.5738083299,1 most deprived
84,0.0084945725,,0.013820649,0.0075132639,0.0084733784,0.023505883,0.0138236374,0.3243884269,2.1922227276,0.0076297668,4.1470040071,84.5,lung cancer,men,0.5840759901,1 most deprived
85,0.0087938158,,0.013297399,0.0078026719,0.0087717336,0.024188631,0.0133001586,0.3273888674,2.1448773077,0.0079239654,3.9120649815,85.5,lung cancer,men,0.592951192,1 most deprived
86,0.008972114,,0.0128729537,0.0079863446,0.0089496823,0.0248752808,0.0128755108,0.3258694258,2.1018351364,0.0081108473,3.5906153614,86.5,lung cancer,men,0.6001560724,1 most deprived
87,0.0089377639,,0.0125525161,0.0079896036,0.0089160399,0.0255440148,0.0125550101,0.3174960942,2.0644127528,0.008114301,3.1723361421,87.5,lung cancer,men,0.6055956499,1 most deprived
88,0.0086051744,,0.0123308919,0.0077427712,0.0085855069,0.0261588266,0.0123333247,0.3004662505,2.0373050965,0.0078629394,2.7036737484,88.5,lung cancer,men,0.6093578246,1 most deprived
89,0.0080293395,,0.0122024346,0.0072911909,0.0080127442,0.0266813965,0.0122047725,0.2773610824,2.0259816357,0.0074022373,2.3172810437,89.5,lung cancer,men,0.6115384482,1 most deprived
20,2.72739e-05,,0.069357459,0,2.72729e-05,0.0002150772,0.0693634379,0.1196740997,7.6672966851,2.5714e-05,472.4263707712,20.5,lung cancer,women,0.121069775,1 most deprived
21,2.31031e-05,,0.0687998167,0,2.31023e-05,0.00020035,0.068805066,0.1226795889,8.1745948864,2.45491e-05,451.3864238166,21.5,lung cancer,women,0.1239788414,1 most deprived
22,1.79341e-05,,0.0681468392,0,1.79337e-05,0.0001835149,0.0681515109,0.1262058962,8.8133753374,2.31245e-05,436.6381040432,22.5,lung cancer,women,0.1273868275,1 most deprived
23,1.17008e-05,,0.0674047703,8.66e-08,1.17007e-05,0.0001742815,0.067405997,0.0004970924,8.9914746066,8.66e-08,2.6136675919,23.5,lung cancer,women,0.1312627943,1 most deprived
24,4.5098e-06,,0.0665798535,3.291e-07,4.5167e-06,0.0001703259,0.0665866898,0.0019344127,8.5941287691,3.294e-07,6.8841095518,24.5,lung cancer,women,0.1355758028,1 most deprived
25,0,,0.0656783323,6.512e-07,1.04019e-05,0.000165899,0.0656925075,0.0039332878,8.1762104245,6.525e-07,12.1405938414,25.5,lung cancer,women,0.1402949142,1 most deprived
26,0,,0.0647064506,1.0374e-06,6.0475e-06,0.0001623169,0.0647254458,0.0064075126,7.7391866715,1.0398e-06,17.7483351209,26.5,lung cancer,women,0.1453891893,1 most deprived
27,0,,0.0636704517,1.4724e-06,6.0259e-06,0.0001566262,0.0636957019,0.0094327492,7.283957435,1.4771e-06,23.4905914687,27.5,lung cancer,women,0.1508276892,1 most deprived
28,0,,0.0625765794,1.943e-06,6.0013e-06,0.00015101,0.0626078439,0.0129228654,6.8108131809,1.951e-06,28.7510172602,28.5,lung cancer,women,0.1565794748,1 most deprived
29,0,,0.0614310772,2.4907e-06,5.9732e-06,0.000145393,0.061469783,0.0172240192,6.3201634263,2.5036e-06,34.0636774995,29.5,lung cancer,women,0.1626136074,1 most deprived
30,0,,0.0602401888,3.2115e-06,5.9368e-06,0.0001396404,0.0602869748,0.0231545666,5.8150599197,3.2324e-06,40.7040565826,30.5,lung cancer,women,0.1688991477,1 most deprived
31,0,,0.0590101578,4.2037e-06,5.8888e-06,0.0001335224,0.0590652776,0.0317517129,5.3021723934,4.2381e-06,49.9303013319,31.5,lung cancer,women,0.1754051569,1 most deprived
32,0,,0.0577472278,5.5657e-06,5.8278e-06,0.0001267185,0.0578133142,0.0443916816,4.7916246895,5.6226e-06,63.2732739575,32.5,lung cancer,women,0.182100696,1 most deprived
33,0,,0.0564576423,7.3923e-06,5.755e-06,0.0001188243,0.0565344267,0.0630277273,4.2972074671,7.4839e-06,82.8850698203,33.5,lung cancer,women,0.1889548259,1 most deprived
34,0,,0.055147645,9.6965e-06,5.6077e-06,0.0001095153,0.0550708717,0.0874528326,3.8308258544,9.5671e-06,107.5009532142,34.5,lung cancer,women,0.1959366077,1 most deprived
35,0,,0.0538234796,1.24098e-05,5.668e-06,9.83396e-05,0.0538979544,0.1281249905,3.4182684093,1.25761e-05,147.9143877384,35.5,lung cancer,women,0.2030151025,1 most deprived
36,0,,0.0524913895,1.54601e-05,5.8476e-06,8.5092e-05,0.0525256951,0.1834861406,3.0972933201,1.55621e-05,198.4875478156,36.5,lung cancer,women,0.2101593711,1 most deprived
37,0,,0.0511576185,1.87753e-05,2.70051e-05,8.00697e-05,0.0511354921,0.2330767113,2.8729135058,1.86856e-05,233.9738450773,37.5,lung cancer,women,0.2173384747,1 most deprived
38,0,,0.0498284101,2.22966e-05,3.90395e-05,8.83425e-05,0.04979539,0.249567851,2.6867060604,2.21252e-05,228.9803340315,38.5,lung cancer,women,0.2245214743,1 most deprived
39,0,,0.0485100079,2.62746e-05,4.06784e-05,9.93553e-05,0.0484730583,0.2613940751,2.4765983576,2.6037e-05,216.4786772839,39.5,lung cancer,women,0.2316774308,1 most deprived
40,0,,0.0472086556,3.12688e-05,4.90789e-05,0.0001105573,0.0471617662,0.2784798205,2.2273577401,3.08858e-05,206.6952123312,40.5,lung cancer,women,0.2387754053,1 most deprived
41,1.33865e-05,,0.0459305967,3.78523e-05,1.34186e-05,0.0001030778,0.0457725639,0.354383382,1.9905232265,3.62054e-05,235.1911561237,41.5,lung cancer,women,0.2457844588,1 most deprived
42,3.80207e-05,,0.0446820749,4.65979e-05,3.88125e-05,8.63623e-05,0.0443075441,0.4720714738,1.8690243552,4.06547e-05,281.2457969079,42.5,lung cancer,women,0.2526736523,1 most deprived
43,6.71561e-05,,0.0434693338,5.8084e-05,6.99831e-05,9.21957e-05,0.0430472589,0.5197811069,1.8795128899,4.83492e-05,280.5093111995,43.5,lung cancer,women,0.2594120468,1 most deprived
44,0.0001010804,,0.042298617,7.30093e-05,0.0001054458,0.0001197584,0.0419496317,0.5137856351,1.9536470072,6.2428e-05,253.0780926113,44.5,lung cancer,women,0.2659687034,1 most deprived
45,0.0001400814,,0.041176168,9.2193e-05,0.0001448129,0.000166233,0.0409174407,0.4875709694,2.0402448997,8.22406e-05,220.3026769031,45.5,lung cancer,women,0.272312683,1 most deprived
46,0.0001844467,,0.0401073443,0.0001164594,0.0001889822,0.0002298192,0.039919606,0.4606110987,2.1140834623,0.0001072438,191.3757845985,46.5,lung cancer,women,0.2784177244,1 most deprived
47,0.000234464,,0.0390939579,0.000146633,0.0002387202,0.0003097353,0.0389541869,0.4399069502,2.1683726449,0.0001378067,168.0591579987,47.5,lung cancer,women,0.2842762773,1 most deprived
48,0.0002904167,,0.0381369349,0.0001835086,0.0002945062,0.0004053598,0.0380275454,0.4265391208,2.2062538616,0.0001746192,149.5520718403,48.5,lung cancer,women,0.289885469,1 most deprived
49,0.0003524884,,0.0372372011,0.0002271984,0.0003565355,0.0005160134,0.0371477929,0.4186029968,2.2343756704,0.0002178962,134.544644296,49.5,lung cancer,women,0.2952424269,1 most deprived
50,0.0004207631,,0.0363956825,0.0002771322,0.0004248337,0.0006412533,0.036320501,0.4135460187,2.2584268366,0.0002672614,121.875005293,50.5,lung cancer,women,0.3003442784,1 most deprived
51,0.0004953204,,0.035613305,0.0003327102,0.0004994262,0.0007810963,0.035549394,0.4096920524,2.2818398289,0.0003222714,110.8836919409,51.5,lung cancer,women,0.3051881508,1 most deprived
52,0.00057624,,0.0348909945,0.0003933327,0.0005803481,0.000936043,0.0348364803,0.4059684116,2.3061921946,0.0003824602,101.2064809486,52.5,lung cancer,women,0.3097711716,1 most deprived
53,0.0006636718,,0.0342296769,0.000458452,0.0006677123,0.0011070917,0.0341835728,0.401723351,2.3314454813,0.0004473989,92.5858128404,53.5,lung cancer,women,0.3140904682,1 most deprived
54,0.0007593887,,0.0336302781,0.0005287239,0.0007633197,0.0012960556,0.0335915567,0.3972203356,2.3568582786,0.0005176933,84.7843691638,54.5,lung cancer,women,0.3181431678,1 most deprived
55,0.0008667857,,0.033093724,0.0006060073,0.000870613,0.0015061027,0.0330611485,0.393022444,2.3824708049,0.0005950743,77.6284157602,55.5,lung cancer,women,0.321926398,1 most deprived
56,0.0009893287,,0.0326196568,0.0006922137,0.000993073,0.0017419111,0.0325921433,0.3891870644,2.4093715651,0.0006814081,70.8972577944,56.5,lung cancer,women,0.3254459317,1 most deprived
57,0.0011304833,,0.0322025833,0.0007892543,0.0011341471,0.0020095184,0.0321793828,0.3855362813,2.4391468263,0.0007786381,64.3960560242,57.5,lung cancer,women,0.3287421249,1 most deprived
58,0.0012935354,,0.0318357266,0.000898958,0.0012970883,0.0023161507,0.031816407,0.381784574,2.4735783892,0.0008886687,58.0439190073,58.5,lung cancer,women,0.3318639791,1 most deprived
59,0.0014776359,,0.0315123099,0.0010212604,0.0014809437,0.0026688947,0.0314967372,0.3772096797,2.513843575,0.0010116768,51.9588240653,59.5,lung cancer,women,0.3348604958,1 most deprived
60,0.0016778001,,0.031225556,0.0011542034,0.0016806266,0.0030723834,0.0312138792,0.3712153608,2.5594827574,0.0011459752,46.2863771723,60.5,lung cancer,women,0.3377806766,1 most deprived
61,0.001888864,,0.0309686883,0.0012957465,0.0018909487,0.003527858,0.0309609766,0.3638780299,2.6085812966,0.0012896026,41.1855492405,61.5,lung cancer,women,0.3406735231,1 most deprived
62,0.0021056631,,0.0307349296,0.0014438495,0.0021067872,0.0040334692,0.0307311662,0.3555886127,2.6585783603,0.0014404688,36.7692302717,62.5,lung cancer,women,0.3435880368,1 most deprived
63,0.0023231314,,0.0305175031,0.0015965123,0.0023231553,0.0045845725,0.0305174294,0.3468219958,2.7067118952,0.0015964385,33.0515567959,63.5,lung cancer,women,0.3465732193,1 most deprived
64,0.0025384611,,0.0303096319,0.0017526654,0.0025373402,0.005174609,0.0303128552,0.338141596,2.7504778748,0.0017562438,29.8810196225,64.5,lung cancer,women,0.3496780722,1 most deprived
65,0.0027511027,,0.030104539,0.0019121696,0.0027488692,0.0057965024,0.0301105848,0.3300364953,2.7881314195,0.0019195585,27.1063139975,65.5,lung cancer,women,0.352951597,1 most deprived
66,0.0029606048,,0.0298941745,0.0020749261,0.0029573266,0.0064432969,0.0299025992,0.3227728656,2.8187812708,0.002086176,24.6023949565,66.5,lung cancer,women,0.3564611208,1 most deprived
67,0.0031665159,,0.0296653962,0.0022408362,0.003162274,0.007108118,0.0296757448,0.3164806959,2.8422714723,0.0022559513,22.2713523006,67.5,lung cancer,women,0.3603472731,1 most deprived
68,0.0033683327,,0.0294037891,0.0024097546,0.0033632022,0.0077841458,0.0294157009,0.3112067142,2.8591442184,0.0024287329,20.0642131902,68.5,lung cancer,women,0.3647690088,1 most deprived
69,0.0035643535,,0.0290949378,0.0025804672,0.0035583969,0.0084645343,0.0291081292,0.3068367797,2.8703876198,0.0026033412,18.0216547898,69.5,lung cancer,women,0.369885283,1 most deprived
70,0.0037516782,,0.0287244273,0.0027506908,0.0037449389,0.0091422956,0.0287386547,0.3031616648,2.8769590701,0.0027775256,16.1801803665,70.5,lung cancer,women,0.3758550505,1 most deprived
71,0.0039273549,,0.0282778424,0.002918096,0.0039198785,0.0098102901,0.0282928351,0.3000167162,2.879534136,0.0029489649,14.5588141632,71.5,lung cancer,women,0.3828372665,1 most deprived
72,0.0040884315,,0.0277407678,0.0030803531,0.0040802817,0.0104612963,0.0277563478,0.2972729403,2.878417586,0.0031153133,13.1633171293,72.5,lung cancer,women,0.3909908858,1 most deprived
73,0.0042320565,,0.0270987885,0.0032351835,0.004223275,0.0110880726,0.0271145855,0.2948298394,2.8734330536,0.0032742423,11.9788426635,73.5,lung cancer,women,0.4004748635,1 most deprived
74,0.0043576903,,0.0263374893,0.0033814818,0.0043483512,0.0116839765,0.026353334,0.2926886758,2.8640900669,0.0034245762,10.9501163935,74.5,lung cancer,women,0.4114481546,1 most deprived
75,0.0044671056,,0.025442455,0.0035193152,0.0044572791,0.0122440707,0.0254579035,0.2909048746,2.8499844148,0.0035663153,10.027747026,75.5,lung cancer,women,0.424069714,1 most deprived
76,0.0045621752,,0.0244070316,0.0036488024,0.0045519421,0.0127655893,0.0244218707,0.2894801232,2.8309945082,0.0036994884,9.1741514549,76.5,lung cancer,women,0.4384036946,1 most deprived
77,0.0046447724,,0.0232556102,0.0037700616,0.0046342126,0.0132476346,0.0232694038,0.2883811094,2.8074231908,0.0038241325,8.3620045326,77.5,lung cancer,women,0.4541350409,1 most deprived
78,0.004716824,,0.0220203428,0.003883249,0.0047060037,0.0136908025,0.022033182,0.2875566033,2.7801968535,0.003940327,7.5835377079,78.5,lung cancer,women,0.4708538951,1 most deprived
79,0.0047814989,,0.0207333816,0.0039893881,0.0047704948,0.0140971588,0.0207449998,0.2870052292,2.7507666362,0.0040491169,6.872326963,79.5,lung cancer,women,0.4881503995,1 most deprived
80,0.0048432077,,0.0194268789,0.0040903697,0.0048320848,0.0144704531,0.0194372418,0.2867572033,2.7207899524,0.0041524214,6.2570785917,80.5,lung cancer,women,0.5056146965,1 most deprived
81,0.0049064149,,0.0181329867,0.0041881222,0.0048951475,0.0148161716,0.0181420329,0.2868129702,2.6917883543,0.0042521959,5.7523833398,81.5,lung cancer,women,0.5228369283,1 most deprived
82,0.0049755853,,0.0168838573,0.0042845742,0.0049641961,0.0151414722,0.0168919156,0.2871499583,2.6646121321,0.0043504756,5.3643981301,82.5,lung cancer,women,0.5394072373,1 most deprived
83,0.0050541454,,0.0157116428,0.0043809352,0.0050425771,0.0154549744,0.015718538,0.2876736046,2.6390637809,0.0044485408,5.0781099178,83.5,lung cancer,women,0.5549157658,1 most deprived
84,0.0051216519,,0.0146484954,0.0044618808,0.0051099984,0.0157632314,0.0146545304,0.2872695194,2.6139954342,0.0045308124,4.8048886509,84.5,lung cancer,women,0.568952656,1 most deprived
85,0.0051337909,,0.0137265673,0.0044955527,0.0051223103,0.0160640354,0.0137318656,0.2840197398,2.5870955062,0.004564877,4.4540359594,85.5,lung cancer,women,0.5811080503,1 most deprived
86,0.0050452109,,0.012977133,0.0044493735,0.0050343527,0.0163430385,0.0129818518,0.2762928812,2.5554400934,0.0045174925,3.974326454,86.5,lung cancer,women,0.5909833669,1 most deprived
87,0.0048105603,,0.0124112832,0.004290766,0.0048009684,0.0165740127,0.0124154621,0.2626959184,2.5188219026,0.0043553629,3.3676080429,87.5,lung cancer,women,0.5984393685,1 most deprived
88,0.0043884526,,0.0120199245,0.0039900714,0.0043807581,0.0167197409,0.0120237573,0.2420776929,2.4844108708,0.0040481373,2.7231853095,88.5,lung cancer,women,0.6035961625,1 most deprived
89,0.0038287016,,0.0117930861,0.0035847574,0.0038231278,0.0167435349,0.0117966248,0.2170491468,2.4643249993,0.0036341161,2.2269912817,89.5,lung cancer,women,0.6065851323,1 most deprived
20,0.0003839586,0.000541748,0,9.795e-07,6.27209e-05,0.000541748,0,0.0018080687,39.6633144038,9.795e-07,5.0403267789,20.5,chd,men,,2
21,0.0004328912,0.0006281787,0,1.817e-06,7.34441e-05,0.0006281787,0,0.0028924505,38.7733917377,1.817e-06,7.0610672105,21.5,chd,men,,2
22,0.0004839235,0.0007280738,0,3.2468e-06,8.58599e-05,0.0007280738,0,0.0044591907,37.9327100201,3.2468e-06,9.9761888136,22.5,chd,men,,2
23,0.0005342442,0.000843407,0,5.3927e-06,0.0001009739,0.000843407,0,0.0063936127,37.1548639529,5.3927e-06,13.5697744915,23.5,chd,men,,2
24,0.000581506,0.0009764092,0,8.108e-06,0.0001181558,0.0009764092,0,0.0083031937,36.4436135666,8.108e-06,17.0945559728,24.5,chd,men,,2
25,0.0006267553,0.0011295943,0,1.09743e-05,0.0001378669,0.0011295943,0,0.009714353,35.787176123,1.09743e-05,19.6110649082,25.5,chd,men,,2
26,0.0006710385,0.0013057938,0,1.35619e-05,0.0001592332,0.0013057938,0,0.0103849044,35.1618293518,1.35619e-05,20.5757134704,26.5,chd,men,,2
27,0.0007154018,0.0015081892,0,1.54408e-05,0.0001827916,0.0015081892,0,0.0102370054,34.5394411114,1.54408e-05,19.7690989257,27.5,chd,men,,2
28,0.0007608918,0.001740339,0,1.62115e-05,0.0002076717,0.001740339,0,0.0093143435,33.8926031774,1.62115e-05,17.3318842821,28.5,chd,men,,2
29,0.0008085548,0.0020062083,0,1.61701e-05,0.0002352247,0.0020062083,0,0.0080594355,33.2033963794,1.61701e-05,14.3017675502,29.5,chd,men,,2
30,0.0008594371,0.0023102038,0,1.63085e-05,0.0002659734,0.0023102038,0,0.0070588859,32.4718898202,1.63085e-05,11.8221810387,30.5,chd,men,,2
31,0.0009145853,0.0026573664,0,1.76489e-05,0.0003024416,0.0026573664,0,0.006641106,31.7130911856,1.76489e-05,10.3581985519,31.5,chd,men,,2
32,0.0009750456,0.0030535802,0,2.12135e-05,0.0003455178,0.0030535802,0,0.0069466485,30.9486008246,2.12135e-05,9.9257716801,32.5,chd,men,,2
33,0.0010418644,0.0035055465,0,2.79918e-05,0.0003976787,0.0035055465,0,0.0079844181,30.2009665665,2.79918e-05,10.3044590421,33.5,chd,men,,2
34,0.0011160881,0.0040208877,0,3.82232e-05,0.0004591542,0.0040208877,0,0.0095053337,29.4877107378,3.82232e-05,11.0146109551,34.5,chd,men,,2
35,0.0011956906,0.0046082758,0,5.13969e-05,0.0005311889,0.0046082758,0,0.0111520393,28.8164257726,5.13969e-05,11.6128318625,35.5,chd,men,,2
36,0.0012780603,0.0052773334,0,6.69694e-05,0.0006128941,0.0052773334,0,0.0126885575,28.1858022972,6.69694e-05,11.9204597483,36.5,chd,men,,2
37,0.0013633658,0.0060384268,0,8.43974e-05,0.0007050856,0.0060384268,0,0.0139749643,27.5893648513,8.43974e-05,11.9149668545,37.5,chd,men,,2
38,0.0014517755,0.0069029696,0,0.0001031667,0.0008074116,0.0069029696,0,0.0149432667,27.0181096942,0.0001031667,11.645070588,38.5,chd,men,,2
39,0.0015434579,0.0078835183,0,0.0001234376,0.0009215789,0.0078835183,0,0.0156554939,26.4633655172,0.0001234376,11.2158330262,39.5,chd,men,,2
40,0.0016385814,0.0089938264,0,0.0001460447,0.001048612,0.0089938264,0,0.0162359848,25.9193173464,0.0001460447,10.7340547584,40.5,chd,men,,2
41,0.0017373145,0.0102485337,0,0.0001718519,0.0011903435,0.0102485337,0,0.0167659509,25.3830831019,0.0001718519,10.2509640316,41.5,chd,men,,2
42,0.0018398257,0.0116624528,0,0.0002017232,0.0013464296,0.0116624528,0,0.0172941748,24.8535792836,0.0002017232,9.7855551592,42.5,chd,men,,2
43,0.0019462834,0.0132508032,0,0.0002365041,0.0015192344,0.0132508032,0,0.0178455016,24.3307176779,0.0002365041,9.3409246694,43.5,chd,men,,2
44,0.002056856,0.0150290527,0,0.0002766182,0.0017077039,0.0150290527,0,0.0184026304,23.8145317926,0.0002766182,8.9077759258,44.5,chd,men,,2
45,0.0021717122,0.0170126114,0,0.0003220668,0.0019128316,0.0170126114,0,0.0189279935,23.3044109057,0.0003220668,8.4733551164,45.5,chd,men,,2
46,0.0022870711,0.0192165017,0,0.0003728331,0.0021324869,0.0192165017,0,0.0193985348,22.7990690133,0.0003728331,8.0345897339,46.5,chd,men,,2
47,0.0023993801,0.0216550447,0,0.0004289001,0.0023671124,0.0216550447,0,0.019802749,22.2968848476,0.0004289001,7.5940310014,47.5,chd,men,,2
48,0.0025091495,0.0243412987,0,0.0004902613,0.002613491,0.0243412987,0,0.0201378124,21.796151744,0.0004902613,7.1562922615,48.5,chd,men,,2
49,0.0026168897,0.0272864819,0,0.0005571465,0.0028712756,0.0272864819,0,0.0204150626,21.2953494923,0.0005571465,6.7267860131,49.5,chd,men,,2
50,0.0027231112,0.0304993624,0,0.0006300223,0.003136592,0.0304993624,0,0.0206535537,20.793388534,0.0006300223,6.3110522643,50.5,chd,men,,2
