age,in_incidence_rates,in_prevalence_rates,in_remission_rates,in_mortality_rates,out_incidence_rates,out_prevalence_rates,out_remission_rates,out_case_fatality_rates,out_duration_years,out_mortality_rates,out_rr_mortality_number,out_age_of_onset_years,disease,sex,in_case_fatality_rates,qimd
25,0.0002525764,0.0005447379,0,1.6446e-06,6.01963e-05,0.0005447379,0,0.003019011,47.8019210667,1.6446e-06,15.3922538789,25.5,chd,women,,3
26,0.0002718075,0.0006297745,0,2.0039e-06,7.06723e-05,0.0006297745,0,0.0031818699,46.9587083837,2.0039e-06,15.9906866398,26.5,chd,women,,3
27,0.0002911641,0.0007274756,0,2.1858e-06,7.94312e-05,0.0007274756,0,0.0030045354,46.1126196033,2.1858e-06,14.712958991,27.5,chd,women,,3
28,0.0003111968,0.0008395687,0,2.1057e-06,9.20711e-05,0.0008395687,0,0.0025080395,45.2488306097,2.1057e-06,11.7702333011,28.5,chd,women,,3
29,0.0003324566,0.0009679812,0,1.8642e-06,0.0001030449,0.0009679812,0,0.0019258601,44.3590633819,1.8642e-06,8.5861174851,29.5,chd,women,,3
30,0.0003554941,0.001114858,0,1.7468e-06,0.000118799,0.001114858,0,0.0015668289,43.447469324,1.7468e-06,6.5583828049,30.5,chd,women,,3
31,0.0003808602,0.0012826559,0,2.047e-06,0.0001338935,0.0012826559,0,0.0015959094,42.5282215699,2.047e-06,6.0414552963,31.5,chd,women,,3
32,0.0004091055,0.0014742469,0,3.0584e-06,0.000154914,0.0014742469,0,0.0020745274,41.6194178967,3.0584e-06,6.8108160549,32.5,chd,women,,3
33,0.0004407808,0.0016929072,0,5.0616e-06,0.0001765324,0.0016929072,0,0.002989817,40.7390014308,5.0616e-06,8.4385896672,33.5,chd,women,,3
34,0.0004764369,0.0019423715,0,8.0401e-06,0.0002049756,0.0019423715,0,0.0041391477,39.8994661657,8.0401e-06,10.1799665572,34.5,chd,women,,3
35,0.0005161852,0.0022268983,0,1.168e-05,0.0002345982,0.0022268983,0,0.0052447243,39.1030959261,1.168e-05,11.4145152337,35.5,chd,women,,3
36,0.0005596727,0.0025512273,0,1.56548e-05,0.0002709699,0.0025512273,0,0.0061358511,38.3433631774,1.56548e-05,11.9654222385,36.5,chd,women,,3
37,0.000606754,0.002920485,0,1.96378e-05,0.0003084547,0.002920485,0,0.0067237513,37.6091452848,1.96378e-05,11.8790296171,37.5,chd,women,,3
38,0.0006572838,0.0033403387,0,2.33127e-05,0.0003526331,0.0033403387,0,0.0069787334,36.8876479669,2.33127e-05,11.288250598,38.5,chd,women,,3
39,0.0007111167,0.0038170522,0,2.66051e-05,0.0003984958,0.0038170522,0,0.0069696528,36.1674022565,2.66051e-05,10.4093666197,39.5,chd,women,,3
40,0.0007681072,0.0043575233,0,2.96818e-05,0.0004518045,0.0043575233,0,0.0068112267,35.4408132202,2.96818e-05,9.4491887757,40.5,chd,women,,3
41,0.0008281099,0.0049691456,0,3.27203e-05,0.0005078783,0.0049691456,0,0.0065843124,34.7041533365,3.27203e-05,8.517177991,41.5,chd,women,,3
42,0.0008909794,0.0056594753,0,3.58978e-05,0.0005714611,0.0056594753,0,0.0063426187,33.956271898,3.58978e-05,7.6640803328,42.5,chd,women,,3
43,0.0009565703,0.0064363598,0,3.93942e-05,0.0006384986,0.0064363598,0,0.0061202537,33.1976342336,3.93942e-05,6.9097268176,43.5,chd,women,,3
44,0.0010247372,0.0073078775,0,4.34395e-05,0.0007132838,0.0073078775,0,0.0059438964,32.4297319691,4.34395e-05,6.2685999413,44.5,chd,women,,3
45,0.0010953347,0.0082822062,0,4.83142e-05,0.000792056,0.0082822062,0,0.0058332083,31.6547296724,4.83142e-05,5.743796848,45.5,chd,women,,3
46,0.0011664336,0.0093674796,0,5.43013e-05,0.0008784187,0.0093674796,0,0.0057965036,30.8750972254,5.43013e-05,5.3253063434,46.5,chd,women,,3
47,0.0012364584,0.0105716511,0,6.16834e-05,0.0009689109,0.0105716511,0,0.0058345145,30.0932696816,6.16834e-05,4.9975524653,47.5,chd,women,,3
48,0.0013057939,0.0119022317,0,7.07318e-05,0.0010660555,0.0119022317,0,0.0059424429,29.3114412756,7.07318e-05,4.741831156,48.5,chd,women,,3
49,0.0013748252,0.0133660162,0,8.14472e-05,0.0011662695,0.0133660162,0,0.0060933019,28.5312220523,8.14472e-05,4.5240278605,49.5,chd,women,,3
50,0.0014439372,0.0149687836,0,9.35603e-05,0.0012703076,0.0149687836,0,0.0062500535,27.7532962504,9.35603e-05,4.31159993,50.5,chd,women,,3
51,0.0015135149,0.0167149548,0,0.0001067901,0.0013744983,0.0167149548,0,0.0063885854,26.9775874344,0.0001067901,4.0873695373,51.5,chd,women,,3
52,0.0015839433,0.0186071874,0,0.0001208556,0.0014781259,0.0186071874,0,0.0064947921,26.2036831738,0.0001208556,3.8444840861,52.5,chd,women,,3
53,0.0016556072,0.0206460238,0,0.0001354959,0.0015778398,0.0206460238,0,0.0065624979,25.431128466,0.0001354959,3.5856812652,53.5,chd,women,,3
54,0.0017288918,0.0228295228,0,0.0001509122,0.001672025,0.0228295228,0,0.0066100934,24.6597260048,0.0001509122,3.3328581073,54.5,chd,women,,3
55,0.0018041819,0.0251528931,0,0.0001677682,0.0017586055,0.0251528931,0,0.0066696416,23.8897948416,0.0001677682,3.1075895134,55.5,chd,women,,3
56,0.0018818626,0.0276097169,0,0.0001867476,0.0018383302,0.0276097169,0,0.0067635497,23.1220389693,0.0001867476,2.9204783964,56.5,chd,women,,3
57,0.0019623188,0.0301998776,0,0.0002085343,0.0019263949,0.0301998776,0,0.0069048499,22.3571609077,0.0002085343,2.7750440113,57.5,chd,women,,3
58,0.0020407415,0.0329267118,0,0.0002338058,0.0020158144,0.0329267118,0,0.0071005046,21.5956008439,0.0002338058,2.6696139679,58.5,chd,women,,3
59,0.002112801,0.0357949271,0,0.0002631009,0.0021189828,0.0357949271,0,0.0073499315,20.8375951391,0.0002631009,2.5935521608,59.5,chd,women,,3
60,0.0021796008,0.0388108891,0,0.0002968194,0.0022275311,0.0388108891,0,0.0076475287,20.0833417205,0.0002968194,2.5358157882,60.5,chd,women,,3
61,0.0022422446,0.0419825662,0,0.000335355,0.0023552733,0.0419825662,0,0.0079876307,19.3330817371,0.000335355,2.4874576329,61.5,chd,women,,3
62,0.0023018358,0.0453172842,0,0.0003791014,0.0024873189,0.0453172842,0,0.0083651439,18.5871774893,0.0003791014,2.4410430656,62.5,chd,women,,3
63,0.0023594782,0.0488226719,0,0.0004285009,0.0026415155,0.0488226719,0,0.0087763043,17.8461711601,0.0004285009,2.3913530503,63.5,chd,women,,3
64,0.0024162753,0.052507853,0,0.000485114,0.002804556,0.052507853,0,0.0092384812,17.1108496152,0.000485114,2.3406000918,64.5,chd,women,,3
65,0.0024733307,0.0563836559,0,0.0005516195,0.0029989768,0.0563836559,0,0.0097828775,16.3823560743,0.0005516195,2.2929358777,65.5,chd,women,,3
66,0.002531748,0.0604617555,0,0.0006307446,0.0032086316,0.0604617555,0,0.010431629,15.6621288906,0.0006307446,2.2499734063,66.5,chd,women,,3
67,0.0025926307,0.0647439213,0,0.0007252167,0.0034353154,0.0647439213,0,0.0112007493,14.9517281257,0.0007252167,2.2118486745,67.5,chd,women,,3
68,0.0026570826,0.0692236078,0,0.0008377004,0.0036652673,0.0692236078,0,0.0121007326,14.2526987132,0.0008377004,2.1779819003,68.5,chd,women,,3
69,0.0027228338,0.0738913493,0,0.0009694166,0.0039117543,0.0738913493,0,0.0131187628,13.5662951116,0.0009694166,2.1464624633,69.5,chd,women,,3
70,0.0027870523,0.0787346515,0,0.0011201431,0.0041560601,0.0787346515,0,0.0142259927,12.8931579706,0.0011201431,2.1151056494,70.5,chd,women,,3
71,0.0028499979,0.0837375033,0,0.0012895947,0.0044103423,0.0837375033,0,0.0153995215,12.233253102,0.0012895947,2.083292443,71.5,chd,women,,3
72,0.0029119305,0.0888751664,0,0.0014774863,0.0046423731,0.0888751664,0,0.0166232682,11.585942083,0.0014774863,2.051503294,72.5,chd,women,,3
73,0.0029731099,0.0941140337,0,0.0016840311,0.0048665095,0.0941140337,0,0.0178924054,10.9501336244,0.0016840311,2.0203195876,73.5,chd,women,,3
74,0.0030337961,0.0994150271,0,0.0019209051,0.0050675575,0.0994150271,0,0.0193208784,10.3252642773,0.0019209051,1.9932783342,74.5,chd,women,,3
75,0.0030942487,0.1047338383,0,0.002211247,0.0052850845,0.1047338383,0,0.0211116998,9.7125757088,0.002211247,1.9751866798,75.5,chd,women,,3
76,0.0031547277,0.1100216239,0,0.0025786937,0.0055152454,0.1100216239,0,0.023436613,9.1152678942,0.0025786937,1.9661938569,76.5,chd,women,,3
77,0.003215493,0.1152347213,0,0.0030468825,0.0058223654,0.1152347213,0,0.0264390261,8.5381225587,0.0030468825,1.96304078,77.5,chd,women,,3
78,0.0032768044,0.120337012,0,0.0036377102,0.0062049507,0.120337012,0,0.0302274937,7.9870781718,0.0036377102,1.9617189051,78.5,chd,women,,3
79,0.0033389217,0.125292296,0,0.0043330523,0.0066695681,0.125292296,0,0.0345814606,7.4669189198,0.0043330523,1.956205541,79.5,chd,women,,3
80,0.0034006357,0.1300642955,0,0.0050747626,0.0071335962,0.1300642955,0,0.0390151287,6.9781640763,0.0050747626,1.9407357339,80.5,chd,women,,3
81,0.0034607561,0.1346175077,0,0.0058029549,0.007564535,0.1346175077,0,0.0431048091,6.5161261539,0.0058029549,1.9170677274,81.5,chd,women,,3
82,0.0035195713,0.1389357994,0,0.006457743,0.0079203892,0.1389357994,0,0.0464780754,6.0709434992,0.006457743,1.890284819,82.5,chd,women,,3
83,0.0035773695,0.1430306521,0,0.0069859556,0.0081925452,0.1430306521,0,0.0488406821,5.6283961296,0.0069859556,1.8619830412,83.5,chd,women,,3
84,0.0036344391,0.1469201676,0,0.0074888682,0.0084507773,0.1469201676,0,0.0509710146,5.177055108,0.0074888682,1.8322306271,84.5,chd,women,,3
85,0.0036910685,0.1506270584,0,0.0082222027,0.0089925188,0.1506270584,0,0.0545853807,4.7172576374,0.0082222027,1.8078318252,85.5,chd,women,,3
86,0.0037475459,0.1541781472,0,0.009448396,0.0100453527,0.1541781472,0,0.0612814346,4.2630996434,0.009448396,1.7859086329,86.5,chd,women,,3
87,0.0038041597,0.157600163,0,0.0114298852,0.0119032429,0.157600163,0,0.0725239012,3.8428223887,0.0114298852,1.7518837084,87.5,chd,women,,3
88,0.0038611982,0.1609163588,0,0.014405966,0.0147564167,0.1609163588,0,0.08952449,3.501459824,0.014405966,1.697153784,88.5,chd,women,,3
89,0.0039189499,0.1641517863,0,0.0180836878,0.0183559805,0.1641517863,0,0.1101655688,3.286715307,0.0180836878,1.6473533326,89.5,chd,women,,3
20,0.0001100095,0.0005985514,0,4.3404e-06,5.47392e-05,0.0005985514,0,0.0072512152,48.7519934694,4.3404e-06,21.1397233757,20.5,stroke,men,,3
21,0.0001270306,0.0006685188,0,4.5718e-06,6.14716e-05,0.0006685188,0,0.0068383855,48.1109087122,4.5718e-06,19.0682728362,21.5,stroke,men,,3
22,0.0001450004,0.0007464627,0,4.5754e-06,6.7467e-05,0.0007464627,0,0.0061291514,47.4390292652,4.5754e-06,16.5148678057,22.5,stroke,men,,3
23,0.0001627033,0.0008332489,0,4.3035e-06,7.50173e-05,0.0008332489,0,0.0051645233,46.7238380661,4.3035e-06,13.5095881882,23.5,stroke,men,,3
24,0.0001791326,0.0009298295,0,3.8384e-06,8.19746e-05,0.0009298295,0,0.0041279082,45.9586946705,3.8384e-06,10.5494274394,24.5,stroke,men,,3
25,0.0001947598,0.0010372511,0,3.3921e-06,9.093e-05,0.0010372511,0,0.0032701953,45.1473231878,3.3921e-06,8.2199199859,25.5,stroke,men,,3
26,0.0002100563,0.0011566899,0,3.1824e-06,9.99194e-05,0.0011566899,0,0.0027512685,44.3026468707,3.1824e-06,6.7994567069,26.5,stroke,men,,3
27,0.0002254937,0.0012894749,0,3.4271e-06,0.0001115974,0.0012894749,0,0.0026577054,43.4424563055,3.4271e-06,6.3573308138,27.5,stroke,men,,3
28,0.0002415434,0.0014370856,0,4.3351e-06,0.000123972,0.0014370856,0,0.0030165283,42.5860725389,4.3351e-06,6.8266774737,28.5,stroke,men,,3
29,0.0002586768,0.0016011684,0,5.9133e-06,0.0001395209,0.0016011684,0,0.0036930291,41.7495262701,5.9133e-06,7.8326415479,29.5,stroke,men,,3
30,0.0002773655,0.001783556,0,7.9666e-06,0.000155878,0.001783556,0,0.0044665631,40.9406815825,7.9666e-06,8.8870301343,30.5,stroke,men,,3
31,0.0002980809,0.0019862985,0,1.02911e-05,0.0001753565,0.0019862985,0,0.0051808446,40.1593995689,1.02911e-05,9.6723711336,31.5,stroke,men,,3
32,0.0003212945,0.0022116962,0,1.26828e-05,0.0001956439,0.0022116962,0,0.0057341857,39.4005007208,1.26828e-05,10.0092954722,32.5,stroke,men,,3
33,0.0003474777,0.0024623218,0,1.49459e-05,0.0002190787,0.0024623218,0,0.0060695708,38.6560629363,1.49459e-05,9.8437657046,33.5,stroke,men,,3
34,0.0003771021,0.0027410539,0,1.70698e-05,0.0002436147,0.0027410539,0,0.0062271963,37.9182716723,1.70698e-05,9.332859132,34.5,stroke,men,,3
35,0.0004108093,0.0030511138,0,1.92295e-05,0.0002719992,0.0030511138,0,0.0063021638,37.1822208578,1.92295e-05,8.695407785,35.5,stroke,men,,3
36,0.0004487719,0.0033959985,0,2.16077e-05,0.0003022601,0.0033959985,0,0.0063624096,36.4462168768,2.16077e-05,8.0677051809,36.5,stroke,men,,3
37,0.0004907571,0.0037793799,0,2.43874e-05,0.0003369145,0.0037793799,0,0.0064524577,35.710620987,2.43874e-05,7.5226994027,37.5,stroke,men,,3
38,0.0005365324,0.0042052401,0,2.77475e-05,0.0003742963,0.0042052401,0,0.0065979965,34.9769261561,2.77475e-05,7.0895460062,38.5,stroke,men,,3
39,0.0005858652,0.0046779034,0,3.17746e-05,0.0004168267,0.0046779034,0,0.0067921584,34.2467803078,3.17746e-05,6.750761701,39.5,stroke,men,,3
40,0.0006385228,0.0052020523,0,3.64634e-05,0.0004627346,0.0052020523,0,0.0070090769,33.5210999614,3.64634e-05,6.4762670019,40.5,stroke,men,,3
41,0.0006942727,0.0057826799,0,4.18045e-05,0.0005141656,0.0057826799,0,0.0072288805,32.7998899588,4.18045e-05,6.2486779222,41.5,stroke,men,,3
42,0.0007528823,0.0064249822,0,4.77884e-05,0.0005692318,0.0064249822,0,0.0074374993,32.0824844103,4.77884e-05,6.0593786185,42.5,stroke,men,,3
43,0.0008141189,0.007134423,0,5.43996e-05,0.0006300747,0.007134423,0,0.0076245263,31.3677597763,5.43996e-05,5.8994206737,43.5,stroke,men,,3
44,0.00087775,0.0079167254,0,6.14834e-05,0.0006947297,0.0079167254,0,0.0077658273,30.6541438575,6.14834e-05,5.7333854326,44.5,stroke,men,,3
45,0.0009435429,0.0087778393,0,6.87456e-05,0.0007648906,0.0087778393,0,0.0078312775,29.9395121151,6.87456e-05,5.5230010019,45.5,stroke,men,,3
46,0.0010099164,0.0097238197,0,7.58861e-05,0.0008383093,0.0097238197,0,0.0078037023,29.2214179232,7.58861e-05,5.2445274965,46.5,stroke,men,,3
47,0.001075692,0.0107605615,0,8.26047e-05,0.0009160554,0.0107605615,0,0.0076761865,28.4975319138,8.26047e-05,4.8877685882,47.5,stroke,men,,3
48,0.0011412412,0.0118938203,0,8.86213e-05,0.0009960939,0.0118938203,0,0.0074506343,27.7659612708,8.86213e-05,4.4615606497,48.5,stroke,men,,3
49,0.0012069356,0.0131291297,0,9.4118e-05,0.0010797213,0.0131291297,0,0.0071682735,27.0257634934,9.4118e-05,4.0163123611,49.5,stroke,men,,3
50,0.0012731467,0.0144716652,0,9.97394e-05,0.0011657224,0.0144716652,0,0.0068917049,26.2775071901,9.97394e-05,3.6027431065,50.5,stroke,men,,3
51,0.001340246,0.015926318,0,0.0001061497,0.0012559502,0.015926318,0,0.0066647335,25.5230997377,0.0001061497,3.2469361409,51.5,stroke,men,,3
52,0.0014086051,0.0174983837,0,0.0001140135,0.0013507798,0.0174983837,0,0.0065153598,24.7651486753,0.0001140135,2.957540141,52.5,stroke,men,,3
53,0.0014785956,0.0191930444,0,0.0001239784,0.0014508371,0.0191930444,0,0.0064592553,24.0064591122,0.0001239784,2.7320891302,53.5,stroke,men,,3
54,0.0015505889,0.02101508,0,0.0001363033,0.0015557437,0.02101508,0,0.0064856831,23.2495438526,0.0001363033,2.5565340574,54.5,stroke,men,,3
55,0.0016249566,0.0229687599,0,0.0001508586,0.0016649843,0.0229687599,0,0.0065676934,22.496186189,0.0001508586,2.4156910701,55.5,stroke,men,,3
56,0.0017020702,0.0250578878,0,0.0001674977,0.0017781276,0.0250578878,0,0.0066841281,21.7473669463,0.0001674977,2.299656833,56.5,stroke,men,,3
57,0.0017823014,0.0272865071,0,0.0001860741,0.0018959193,0.0272865071,0,0.0068189638,21.0034179378,0.0001860741,2.2021099884,57.5,stroke,men,,3
58,0.0018608867,0.0296585094,0,0.0002064392,0.0020172983,0.0296585094,0,0.0069602237,20.264161749,0.0002064392,2.1185988714,58.5,stroke,men,,3
59,0.0019335108,0.032177335,0,0.0002283957,0.0021422465,0.032177335,0,0.0070977069,19.5291133707,0.0002283957,2.044420761,59.5,stroke,men,,3
60,0.0020012168,0.0348459164,0,0.0002516974,0.002269693,0.0348459164,0,0.0072228265,18.7976790162,0.0002516974,1.9758456321,60.5,stroke,men,,3
61,0.002065048,0.0376666652,0,0.0002760964,0.0023994319,0.0376666652,0,0.0073296616,18.0692800534,0.0002760964,1.9103616061,61.5,stroke,men,,3
62,0.0021260474,0.0406417227,0,0.0003013444,0.002531103,0.0406417227,0,0.0074143236,17.3434496175,0.0003013444,1.8463042498,62.5,stroke,men,,3
63,0.0021852584,0.0437728369,0,0.0003273219,0.0026642133,0.0437728369,0,0.0074774074,16.6199241856,0.0003273219,1.7830486168,63.5,stroke,men,,3
64,0.0022437241,0.0470612163,0,0.0003568652,0.0028014051,0.0470612163,0,0.0075826634,15.899147883,0.0003568652,1.7266522862,64.5,stroke,men,,3
65,0.0023024878,0.050507505,0,0.0003957665,0.0029479255,0.050507505,0,0.007835445,15.1829430635,0.0003957665,1.6848673242,65.5,stroke,men,,3
66,0.0023625926,0.0541116871,0,0.0004499465,0.0031095676,0.0541116871,0,0.0083147631,14.4744196192,0.0004499465,1.6602182984,66.5,stroke,men,,3
67,0.0024250817,0.057872285,0,0.0005253262,0.0032898646,0.057872285,0,0.0090768979,13.777443401,0.0005253262,1.651648283,67.5,stroke,men,,3
68,0.0024909983,0.0617864539,0,0.0006275524,0.0034947822,0.0617864539,0,0.0101562694,13.0961943088,0.0006275524,1.6559757083,68.5,stroke,men,,3
69,0.0025581908,0.0658503582,0,0.0007559733,0.0037218307,0.0658503582,0,0.0114795288,12.4341043094,0.0007559733,1.6648625646,69.5,stroke,men,,3
70,0.0026239725,0.0700591588,0,0.0009036389,0.0039644347,0.0700591588,0,0.0128974517,11.7926171732,0.0009036389,1.6690977897,70.5,stroke,men,,3
71,0.0026885837,0.0744070701,0,0.0010633249,0.0042132695,0.0744070701,0,0.0142897323,11.1710639654,0.0010633249,1.6647499263,71.5,stroke,men,,3
72,0.0027522648,0.0788883295,0,0.0012278074,0.0044636589,0.0788883295,0,0.0155628263,10.5671242886,0.0012278074,1.6513117325,72.5,stroke,men,,3
73,0.0028152561,0.0834972302,0,0.0013906531,0.0047068402,0.0834972302,0,0.0166539344,9.9772879688,0.0013906531,1.6298594026,73.5,stroke,men,,3
74,0.002877798,0.0882275173,0,0.0015636231,0.0049559118,0.0882275173,0,0.0177213727,9.3986150531,0.0015636231,1.606924069,74.5,stroke,men,,3
75,0.0029401309,0.0930724135,0,0.0017766722,0.0052384724,0.0930724135,0,0.0190877426,8.8309155482,0.0017766722,1.5911597272,75.5,stroke,men,,3
76,0.003002495,0.0980247022,0,0.0020605461,0.0055870471,0.0980247022,0,0.0210190605,8.2770264199,0.0020605461,1.5858669614,76.5,stroke,men,,3
77,0.0030651309,0.1030775854,0,0.0024459909,0.0060318578,0.1030775854,0,0.0237276351,7.7421136772,0.0024459909,1.5903599671,77.5,stroke,men,,3
78,0.0031282788,0.1082249181,0,0.0029619163,0.0066042448,0.1082249181,0,0.0273656468,7.2329796437,0.0029619163,1.6017859158,78.5,stroke,men,,3
79,0.0031921792,0.1134605784,0,0.0035950013,0.0072885197,0.1134605784,0,0.031681816,6.7553583798,0.0035950013,1.6128015964,79.5,stroke,men,,3
80,0.0032557237,0.1187784928,0,0.0042896943,0.0080313118,0.1187784928,0,0.0361110856,6.3105121001,0.0042896943,1.6155491966,80.5,stroke,men,,3
81,0.0033178184,0.1241728218,0,0.0049886076,0.0087724861,0.1241728218,0,0.040169979,5.8943410802,0.0049886076,1.6087154733,81.5,stroke,men,,3
82,0.003378725,0.129643135,0,0.0056343534,0.0094685593,0.129643135,0,0.0434551407,5.4975792315,0.0056343534,1.5945135341,82.5,stroke,men,,3
83,0.0034387055,0.1351969879,0,0.0061759644,0.0100710042,0.1351969879,0,0.0456755009,5.1066042816,0.0061759644,1.5744351186,83.5,stroke,men,,3
84,0.0034980217,0.1408443456,0,0.0067101425,0.010678201,0.1408443456,0,0.0476361882,4.7101566233,0.0067101425,1.5527942995,84.5,stroke,men,,3
85,0.0035569353,0.1465971762,0,0.007481259,0.0115368317,0.1465971762,0,0.0510259698,4.3078039137,0.007481259,1.5383860168,85.5,stroke,men,,3
86,0.0036157082,0.1524694436,0,0.0087401053,0.012899998,0.1524694436,0,0.0573152971,3.9118772232,0.0087401053,1.531901622,86.5,stroke,men,,3
87,0.0036746022,0.1584756662,0,0.0107374731,0.0150177571,0.1584756662,0,0.0677433669,3.5477667759,0.0107374731,1.525101636,87.5,stroke,men,,3
88,0.0037338792,0.164629657,0,0.0137016237,0.0181175158,0.164629657,0,0.0832103782,3.2555551145,0.0137016237,1.5103961611,88.5,stroke,men,,3
89,0.0037938008,0.1709465369,0,0.0173426227,0.0219119491,0.1709465369,0,0.1014267627,3.0753787291,0.0173426227,1.4963315169,89.5,stroke,men,,3
20,7.2798e-05,0.0003961457,0,1.7557e-06,2.81713e-05,0.0003961457,0,0.0044317977,48.7391772149,1.7557e-06,25.8979216352,20.5,stroke,women,,3
21,8.308e-05,0.0004424653,0,2.1228e-06,4.32522e-05,0.0004424653,0,0.0047975305,47.9710938549,2.1228e-06,26.120262536,21.5,stroke,women,,3
22,9.3906e-05,0.0004940686,0,2.603e-06,3.67441e-05,0.0004940686,0,0.0052683316,47.2197940885,2.603e-06,27.1627607184,22.5,stroke,women,,3
23,0.0001045945,0.0005515298,0,3.198e-06,5.32324e-05,0.0005515298,0,0.0057981472,46.4884030956,3.198e-06,29.0256524911,23.5,stroke,women,,3
24,0.000114582,0.0006154805,0,3.8641e-06,4.76079e-05,0.0006154805,0,0.0062778877,45.7763109331,3.8641e-06,31.0590801466,24.5,stroke,women,,3
25,0.0001241364,0.0006866155,0,4.5119e-06,6.53566e-05,0.0006866155,0,0.0065709449,45.0774320758,4.5119e-06,32.3250619315,25.5,stroke,women,,3
26,0.0001335256,0.0007657154,0,5.0504e-06,6.06146e-05,0.0007657154,0,0.0065953379,44.3811144059,5.0504e-06,32.0724976009,26.5,stroke,women,,3
27,0.0001430177,0.000853663,0,5.3881e-06,7.93994e-05,0.000853663,0,0.0063114198,43.6745520308,5.3881e-06,29.8058651816,27.5,stroke,women,,3
28,0.0001528805,0.000951441,0,5.4415e-06,7.55645e-05,0.000951441,0,0.0057190624,42.9447084067,5.4415e-06,25.5592766134,28.5,stroke,women,,3
29,0.000163382,0.0010601438,0,5.3044e-06,9.54323e-05,0.0010601438,0,0.0050033123,42.183136956,5.3044e-06,20.7084486053,29.5,stroke,women,,3
30,0.0001747901,0.00118099,0,5.2476e-06,9.33123e-05,0.00118099,0,0.0044432409,41.3915646314,5.2476e-06,16.7625598079,30.5,stroke,women,,3
31,0.0001873727,0.0013153437,0,5.5496e-06,0.0001155198,0.0013153437,0,0.004218966,40.5811551909,5.5496e-06,14.3276536622,31.5,stroke,women,,3
32,0.0002013977,0.0014647362,0,6.4889e-06,0.0001167969,0.0014647362,0,0.0044299887,39.7681415218,6.4889e-06,13.4085367453,32.5,stroke,women,,3
33,0.0002171332,0.0016308812,0,8.3315e-06,0.000142921,0.0016308812,0,0.0051083912,38.9704440788,8.3315e-06,13.7095492427,33.5,stroke,women,,3
34,0.000234847,0.0018156979,0,1.10477e-05,0.0001490815,0.0018156979,0,0.0060843029,38.2023182523,1.10477e-05,14.494009257,34.5,stroke,women,,3
35,0.0002554671,0.0020213353,0,1.43129e-05,0.0001795988,0.0020213353,0,0.0070805833,37.4687989505,1.43129e-05,15.0600036906,35.5,stroke,women,,3
36,0.0002795774,0.0022501292,0,1.77897e-05,0.0001903355,0.0022501292,0,0.0079056914,36.7659389235,1.77897e-05,15.1283160044,36.5,stroke,women,,3
37,0.0003069292,0.0025045358,0,2.11406e-05,0.0002241754,0.0025045358,0,0.008440444,36.0843054194,2.11406e-05,14.6566383194,37.5,stroke,women,,3
38,0.0003372741,0.0027872224,0,2.40419e-05,0.000238641,0.0027872224,0,0.0086252742,35.411673237,2.40419e-05,13.7156287322,38.5,stroke,women,,3
39,0.0003703636,0.0031010899,0,2.64876e-05,0.0002753006,0.0031010899,0,0.0085408828,34.736727796,2.64876e-05,12.5306028356,39.5,stroke,women,,3
40,0.0004059492,0.0034492851,0,2.87893e-05,0.0002942066,0.0034492851,0,0.0083459931,34.0528136236,2.87893e-05,11.3530353632,40.5,stroke,women,,3
41,0.0004437823,0.0038351704,0,3.12725e-05,0.0003351047,0.0038351704,0,0.0081536674,33.358238225,3.12725e-05,10.3088791937,41.5,stroke,women,,3
42,0.0004836146,0.0042622541,0,3.42625e-05,0.0003602661,0.0042622541,0,0.0080381566,32.6545481403,3.42625e-05,9.4455528435,42.5,stroke,women,,3
43,0.0005251974,0.0047342358,0,3.80745e-05,0.0004069757,0.0047342358,0,0.0080419343,31.9451638707,3.80745e-05,8.7653047692,43.5,stroke,women,,3
44,0.0005682824,0.0052550031,0,4.2785e-05,0.0004399363,0.0052550031,0,0.0081413223,31.2336530011,4.2785e-05,8.2163724023,44.5,stroke,women,,3
45,0.000612621,0.0058286123,0,4.82319e-05,0.0004930853,0.0058286123,0,0.0082745669,30.5220691918,4.82319e-05,7.7292066613,45.5,stroke,women,,3
46,0.00065748,0.0064592107,0,5.42429e-05,0.0005336714,0.0064592107,0,0.0083973032,29.8107244088,5.42429e-05,7.2660030206,46.5,stroke,women,,3
47,0.0007024481,0.007150862,0,6.06456e-05,0.0005921803,0.007150862,0,0.0084804088,29.0988094879,6.06456e-05,6.810402775,47.5,stroke,women,,3
48,0.0007477598,0.0079075634,0,6.72761e-05,0.0006391255,0.0079075634,0,0.0085073469,28.3848853719,6.72761e-05,6.356897203,48.5,stroke,women,,3
49,0.0007936494,0.008733192,0,7.41652e-05,0.0007017609,0.008733192,0,0.008491873,27.6675922002,7.41652e-05,5.9112283701,49.5,stroke,women,,3
50,0.0008403513,0.0096314169,0,8.15389e-05,0.0007542704,0.0096314169,0,0.008465473,26.9463609823,8.15389e-05,5.4854431676,50.5,stroke,women,,3
51,0.0008880998,0.0106057504,0,8.96313e-05,0.0008207363,0.0106057504,0,0.0084507448,26.2215137903,8.96313e-05,5.0839356903,51.5,stroke,women,,3
52,0.0009371293,0.011660012,0,9.86767e-05,0.0008799388,0.011660012,0,0.0084623859,25.4939994264,9.86767e-05,4.706219016,52.5,stroke,women,,3
53,0.0009876742,0.0127979856,0,0.0001088947,0.0009515666,0.0127979856,0,0.0085082978,24.7651722315,0.0001088947,4.3523433605,53.5,stroke,women,,3
