 age,eq5d_r,sex,productivity_cost
27,0.15,women,16120.17892
27,0.2,women,17581.73204
27,0.25,women,19084.74495
27,0.3,women,20619.46339
27,0.35,women,22175.67253
27,0.4,women,23742.96818
27,0.45,women,25311.02429
27,0.5,women,26869.84261
27,0.55,women,28409.97266
27,0.6,women,29922.69332
27,0.65,women,31400.15072
27,0.7,women,32835.45085
27,0.75,women,34222.70823
27,0.8,women,35557.05453
27,0.85,women,36834.61285
27,0.9,women,38052.44424
27,0.95,women,39208.47348
27,1,women,40301.40076
28,0,women,12601.33181
28,0.05,women,13920.68945
28,0.1,women,15302.01848
28,0.15,women,16737.50991
28,0.2,women,18218.28122
28,0.25,women,19734.60761
28,0.3,women,21276.18758
28,0.35,women,22832.42706
28,0.4,women,24392.72552
28,0.45,women,25946.74791
28,0.5,women,27484.66867
28,0.55,women,28997.3769
28,0.6,women,30476.63584
28,0.65,women,31915.19376
28,0.7,women,33306.84678
28,0.75,women,34646.45733
28,0.8,women,35929.93406
28,0.85,women,37154.18033
28,0.9,women,38317.01877
28,0.95,women,39417.09954
28,1,women,40453.79895
29,0,women,13300.72793
29,0.05,women,14668.04597
29,0.1,women,16094.31432
29,0.15,women,17570.79217
29,0.2,women,19087.74492
29,0.25,women,20634.71387
29,0.3,women,22200.81354
29,0.35,women,23775.03872
29,0.4,women,25346.56301
29,0.45,women,26905.01235
29,0.5,women,28440.70044
29,0.55,women,29944.81671
29,0.6,women,31409.562
29,0.65,women,32828.23148
29,0.7,women,34195.24786
29,0.75,women,35506.15049
29,0.8,women,36757.54823
29,0.85,women,37947.04403
29,0.9,women,39073.13989
29,0.95,women,40135.12974
29,1,women,41132.98702
30,0,women,14538.87472
30,0.05,women,16006.65534
30,0.1,women,17532.23357
30,0.15,women,19105.61771
30,0.2,women,20715.88588
30,0.25,women,22351.50277
30,0.3,women,24000.65689
30,0.35,women,25651.59736
30,0.4,women,27292.95059
30,0.45,women,28913.9999
30,0.5,women,30504.91565
30,0.55,women,32056.92815
30,0.6,women,33562.44108
30,0.65,women,35015.08727
30,0.7,women,36409.73246
30,0.75,women,37742.43503
30,0.8,women,39010.37115
30,0.85,women,40211.73472
30,0.9,women,41345.62145
30,0.95,women,42411.90494
30,1,women,43411.11151
31,0,women,15157.75235
31,0.05,women,16661.2505
31,0.1,women,18218.5846
31,0.15,women,19818.98452
31,0.2,women,21450.87176
31,0.25,women,23102.20675
31,0.3,women,24760.84697
31,0.35,women,26414.89379
31,0.4,women,28053.00789
31,0.45,women,29664.67747
31,0.5,women,31240.42832
31,0.55,women,32771.97076
31,0.6,women,34252.28348
31,0.65,women,35675.63879
31,0.7,women,37037.57716
31,0.75,women,38334.84053
31,0.8,women,39565.27502
31,0.85,women,40727.71308
31,0.9,women,41821.8443
31,0.95,women,42848.08272
31,1,women,43807.43668
32,0,women,15945.21539
32,0.05,women,17500.2903
32,0.1,women,19105.81783
32,0.15,women,20750.19186
32,0.2,women,22421.11954
32,0.25,women,24105.99886
32,0.3,women,25792.29688
32,0.35,women,27467.90548
32,0.4,women,29121.45451
32,0.45,women,30742.56775
32,0.5,women,32322.05269
32,0.55,women,33852.02176
32,0.6,women,35325.9475
32,0.65,women,36738.65876
32,0.7,women,38086.28762
32,0.75,women,39366.17826
32,0.8,women,40576.76907
32,0.85,women,41717.4586
32,0.9,women,42788.46445
32,0.95,women,43790.6828
32,1,women,44725.5538
33,0,women,16433.85398
33,0.05,women,18011.24574
33,0.1,women,19634.89414
33,0.15,women,21292.63497
33,0.2,women,22971.75456
33,0.25,women,24659.38638
33,0.3,women,26342.89818
33,0.35,women,28010.24601
33,0.4,women,29650.27605
33,0.45,women,31252.9612
33,0.5,women,32809.56607
33,0.55,women,34312.74027
33,0.6,women,35756.5451
33,0.65,women,37136.42274
33,0.7,women,38449.11921
33,0.75,women,39692.57322
33,0.8,women,40865.78281
33,0.85,women,41968.66021
33,0.9,women,43001.88387
33,0.95,women,43966.75454
33,1,women,44865.06039
34,0,women,17086.22585
34,0.05,women,18702.28985
34,0.1,women,20361.151
34,0.15,women,22050.02089
34,0.2,women,23755.69026
34,0.25,women,25464.94515
34,0.3,women,27164.96332
34,0.35,women,28843.66743
34,0.4,women,30490.01662
34,0.45,women,32094.2255
34,0.5,women,33647.90622
34,0.55,women,35144.13614
34,0.6,women,36577.4584
34,0.65,women,37943.82638
34,0.7,women,39240.50481
34,0.75,women,40465.9403
34,0.8,women,41619.6138
34,0.85,women,42701.88516
34,0.9,women,43713.83861
34,0.95,women,44657.13536
34,1,women,45533.87785
35,0,women,17823.91211
35,0.05,women,19487.55714
35,0.1,women,21191.03746
35,0.15,women,22920.91985
35,0.2,women,24663.47198
35,0.25,women,26405.09715
35,0.3,women,28132.73968
35,0.35,women,29834.23709
35,0.4,women,31498.60209
35,0.45,women,33116.22498
35,0.5,women,34678.99446
35,0.55,women,36180.34156
35,0.6,women,37615.21628
35,0.65,women,38980.00951
35,0.7,women,40272.43408
35,0.75,women,41491.37889
35,0.8,women,42636.74832
35,0.85,women,43709.29749
35,0.9,women,44710.47161
35,0.95,women,45642.25529
35,1,women,46507.03576
36,0,women,18325.31903
36,0.05,women,20016.06625
36,0.1,women,21743.56209
36,0.15,women,23493.93978
36,0.2,women,25253.14962
36,0.25,women,27007.40457
36,0.3,women,28743.58779
36,0.35,women,30449.59875
36,0.4,women,32114.62224
36,0.45,women,33729.31274
36,0.5,women,35285.89418
36,0.55,women,36778.18206
36,0.6,women,38201.53894
36,0.65,women,39552.77736
36,0.7,women,40830.02507
36,0.75,women,42032.56646
36,0.8,women,43160.67291
36,0.85,women,44215.43208
36,0.9,women,45198.58405
36,0.95,women,46112.36978
36,1,women,46959.39509
37,0,women,18741.74656
37,0.05,women,20454.17394
37,0.1,women,22200.63337
37,0.15,women,23966.91125
37,0.2,women,25738.71355
37,0.25,women,27502.11922
37,0.3,women,29243.98774
37,0.35,women,30952.29847
37,0.4,women,32616.40718
37,0.45,women,34227.21387
37,0.5,women,35777.24408
37,0.55,women,37260.65199
37,0.6,women,38673.15805
37,0.65,women,40011.93619
37,0.7,women,41275.46597
37,0.75,women,42463.36404
37,0.8,women,43576.20741
37,0.85,women,44615.35841
37,0.9,women,45582.79872
37,0.95,women,46480.97758
37,1,women,47312.67696
38,0,women,19069.67158
38,0.05,women,20798.67358
38,0.1,women,22559.44741
38,0.15,women,24337.51065
38,0.2,women,26118.38601
38,0.25,women,27888.0601
38,0.3,women,29633.39014
38,0.35,women,31342.43677
38,0.4,women,33004.70949
38,0.45,women,34611.32059
38,0.5,women,36155.05085
38,0.55,women,37630.33709
38,0.6,women,39033.1953
38,0.65,women,40361.09528
38,0.7,women,41612.80246
38,0.75,women,42788.20172
38,0.8,women,43888.11523
38,0.85,women,44914.1243
38,0.9,women,45868.40211
38,0.95,women,46753.56198
38,1,women,47572.52375
39,0,women,19563.94157
39,0.05,women,21327.91219
39,0.1,women,23122.31924
39,0.15,women,24932.28547
39,0.2,women,26743.00571
39,0.25,women,28540.21562
39,0.3,women,30310.60274
39,0.35,women,32042.13837
39,0.4,women,33724.31745
39,0.45,women,35348.30342
39,0.5,women,36906.98264
39,0.55,women,38394.93966
39,0.6,women,39808.36815
39,0.65,women,41144.93412
39,0.7,women,42403.60794
39,0.75,women,43584.47986
39,0.8,women,44688.57158
39,0.85,women,45717.65337
39,0.9,women,46674.07369
39,0.95,women,47560.60569
39,1,women,48380.3128
40,0,women,19512.96531
40,0.05,women,21266.51301
40,0.1,women,23049.02805
40,0.15,women,24845.64521
40,0.2,women,26641.61529
40,0.25,women,28422.77204
40,0.3,women,30175.93867
40,0.35,women,31889.25294
40,0.4,women,33552.3988
40,0.45,women,35156.74235
40,0.5,women,36695.37755
40,0.55,women,38163.09348
40,0.6,women,39556.27858
40,0.65,women,40872.77862
40,0.7,women,42111.72505
40,0.75,women,43273.34836
40,0.8,women,44358.78879
40,0.85,women,45369.91371
40,0.9,women,46309.14828
40,0.95,women,47179.3236
40,1,women,47983.54434
41,0,women,19561.5025
41,0.05,women,21317.65713
41,0.1,women,23102.22143
41,0.15,women,24900.25322
41,0.2,women,26696.94821
41,0.25,women,28478.10916
41,0.3,women,30230.55306
41,0.35,women,31942.435
41,0.4,women,33603.47729
41,0.45,women,35205.10186
41,0.5,women,36740.4718
41,0.55,women,38204.45432
41,0.6,women,39593.52078
41,0.65,women,40905.60108
41,0.7,women,42139.90881
41,0.75,women,43296.75235
41,0.8,women,44377.34374
41,0.85,women,45383.61507
41,0.9,women,46318.04859
41,0.95,women,47183.52477
41,1,women,47983.19015
42,0,women,19772.8771
42,0.05,women,21550.41837
42,0.1,women,23356.81424
42,0.15,women,25176.90443
42,0.2,women,26995.66652
42,0.25,women,28798.69357
42,0.3,women,30572.60836
42,0.35,women,32305.39315
42,0.4,women,33986.62282
42,0.45,women,35607.59945
42,0.5,women,37161.39453
42,0.55,women,38642.81097
42,0.6,women,40048.28121
42,0.65,women,41375.71878
42,0.7,women,42624.34035
42,0.75,women,43794.47332
42,0.8,women,44887.36152
42,0.85,women,45904.97837
42,0.9,women,46849.8543
42,0.95,women,47724.92238
42,1,women,48533.38414
43,0,women,19887.31641
43,0.05,women,21681.80266
43,0.1,women,23506.23633
43,0.15,women,25345.29601
43,0.2,women,27183.77377
43,0.25,women,29007.06073
43,0.3,women,30801.57009
43,0.35,women,32555.07533
43,0.4,women,34256.95119
43,0.45,women,35898.31474
43,0.5,women,37472.07246
43,0.55,women,38972.88554
43,0.6,women,40397.06957
43,0.65,women,41742.44634
43,0.7,women,43008.16482
43,0.75,women,44194.507
43,0.8,women,45302.69111
43,0.85,women,46334.68213
43,0.9,women,47293.01632
43,0.95,women,48180.64417
43,1,women,49000.79366
44,0,women,20167.96132
44,0.05,women,21998.80951
44,0.1,women,23861.77865
44,0.15,women,25741.2431
44,0.2,women,27621.64209
44,0.25,women,29487.97936
44,0.3,women,31326.26184
44,0.35,women,33123.85376
44,0.4,women,34869.73249
44,0.45,women,36554.64253
44,0.5,women,38171.15272
44,0.55,women,39713.62874
44,0.6,women,41178.13698
44,0.65,women,42562.29766
44,0.7,women,43865.10499
44,0.75,women,45086.73017
44,0.8,women,46228.32064
44,0.85,women,47291.80572
44,0.9,women,48279.71605
44,0.95,women,49195.02126
44,1,women,50040.98835
45,0,women,20081.56633
45,0.05,women,21919.79599
45,0.1,women,23792.57985
45,0.15,women,25684.26432
45,0.2,women,27579.18506
45,0.25,women,29462.17319
45,0.3,women,31319.00479
45,0.35,women,33136.76873
45,0.4,women,34904.13784
45,0.45,women,36611.53814
45,0.5,women,38251.22034
45,0.55,women,39817.24448
45,0.6,women,41305.39341
45,0.65,women,42713.03271
45,0.7,women,44038.93505
45,0.75,women,45283.085
45,0.8,women,46446.47809
45,0.85,women,47530.92487
45,0.9,women,48538.86762
45,0.95,women,49473.21471
45,1,women,50337.19539
46,0,women,19892.84833
46,0.05,women,21733.00911
46,0.1,women,23610.78864
46,0.15,women,25510.58862
46,0.2,women,27416.69968
46,0.25,women,29313.81228
46,0.3,women,31187.47704
46,0.35,women,33024.48807
46,0.4,women,34813.17253
46,0.45,women,36543.57936
46,0.5,women,38207.56954
46,0.55,women,39798.81757
46,0.6,women,41312.73886
46,0.65,women,42746.36033
46,0.7,women,44098.15199
46,0.75,women,45367.83579
46,0.8,women,46556.18625
46,0.85,women,47664.83364
46,0.9,women,48696.07848
46,0.95,women,49652.72252
46,1,women,50537.91943
47,0,women,19867.29587
47,0.05,women,21728.28935
47,0.1,women,23631.10517
47,0.15,women,25560.08824
47,0.2,women,27499.34587
47,0.25,women,29433.26741
47,0.3,women,31347.00075
47,0.35,women,33226.85732
47,0.4,women,35060.62672
47,0.45,women,36837.79137
47,0.5,women,38549.64149
47,0.55,women,40189.29841
47,0.6,women,41751.65973
47,0.65,women,43233.28306
47,0.7,women,44632.22623
47,0.75,women,45947.86055
47,0.8,women,47180.67211
47,0.85,women,48332.06299
47,0.9,women,49404.16154
47,0.95,women,50399.64783
47,1,women,51321.59811
48,0,women,19738.3075
48,0.05,women,21614.11055
48,0.1,women,23536.57583
48,0.15,women,25490.10422
48,0.2,women,27458.70825
48,0.25,women,29426.5365
48,0.3,women,31378.36422
48,0.35,women,33300.02036
48,0.4,women,35178.72921
48,0.45,women,37003.35472
48,0.5,women,38764.54494
48,0.55,women,40454.78235
48,0.6,women,42068.35204
48,0.65,women,43601.24367
48,0.7,women,45051.00442
48,0.75,women,46416.56016
48,0.8,women,47698.02009
48,0.85,women,48896.47765
48,0.9,women,50013.81764
48,0.95,women,51052.53654
48,1,women,52015.58064
49,0,women,19237.49857
49,0.05,women,21095.48551
49,0.1,women,23004.81997
49,0.15,women,24950.30258
49,0.2,women,26916.1816
49,0.25,women,28886.66928
49,0.3,women,30846.43633
49,0.35,women,32781.0533
49,0.4,women,34677.35513
49,0.45,women,36523.71392
49,0.5,women,38310.21453
49,0.55,women,40028.73592
49,0.6,women,41672.94784
49,0.65,women,43238.23726
49,0.7,women,44721.58093
49,0.75,women,46121.38073
49,0.8,women,47437.27765
49,0.85,women,48669.95749
49,0.9,women,49820.95908
49,0.95,women,50892.49293
49,1,women,51887.27555
50,0,women,17499.08312
50,0.05,women,19219.29777
50,0.1,women,20992.38193
50,0.15,women,22804.57691
50,0.2,women,24641.4412
50,0.25,women,26488.32132
50,0.3,women,28330.81436
50,0.35,women,30155.19233
50,0.4,women,31948.7642
50,0.45,women,33700.15915
50,0.5,women,35399.52257
50,0.55,women,37038.62477
50,0.6,women,38610.88896
50,0.65,women,40111.3496
50,0.7,women,41536.55559
50,0.75,women,42884.43335
50,0.8,women,44154.12442
50,0.85,women,45345.81045
50,0.9,women,46460.53648
50,0.95,women,47500.0405
50,1,women,48466.59531
51,0,women,17350.38485
51,0.05,women,19088.61945
51,0.1,women,20886.20789
51,0.15,women,22729.65935
51,0.2,women,24604.60717
51,0.25,women,26496.2717
51,0.3,women,28389.9278
51,0.35,women,30271.34665
51,0.4,women,32127.18532
51,0.45,women,33945.30476
51,0.5,women,35715.00433
51,0.55,women,37427.16935
51,0.6,women,39074.33533
51,0.65,women,40650.6779
51,0.7,women,42151.94147
51,0.75,women,43575.32093
51,0.8,women,44919.31144
51,0.85,women,46183.53956
51,0.9,women,47368.58758
51,0.95,women,48475.82018
51,1,women,49507.22037
52,0,women,16862.25235
52,0.05,women,18585.70859
52,0.1,women,20374.38436
52,0.15,women,22215.41896
52,0.2,women,24094.89106
52,0.25,women,25998.25801
52,0.3,women,27910.81359
52,0.35,women,29818.13429
52,0.4,women,31706.48641
52,0.45,women,33563.17217
52,0.5,women,35376.79975
52,0.55,women,37137.47013
52,0.6,women,38836.88082
52,0.65,women,40468.35285
52,0.7,women,42026.79159
52,0.75,women,43508.59479
52,0.8,women,44911.52194
52,0.85,women,46234.53869
52,0.9,women,47477.64856
52,0.95,women,48641.72197
52,1,women,49728.33071
53,0,women,16528.90224
53,0.05,women,18253.77558
53,0.1,women,20050.72906
53,0.15,women,21907.52527
53,0.2,women,23810.67046
53,0.25,women,25745.82691
53,0.3,women,27698.2581
53,0.35,women,29653.27711
53,0.4,women,31596.67039
53,0.45,women,33515.07247
53,0.5,women,35396.27353
53,0.55,women,37229.44888
53,0.6,women,39005.30662
53,0.65,women,40716.15658
53,0.7,women,42355.90849
53,0.75,women,43920.01106
53,0.8,women,45405.34512
53,0.85,women,46810.08464
53,0.9,women,48133.53818
53,0.95,women,49375.98178
53,1,women,50538.49243
54,0,women,15864.34241
54,0.05,women,17555.53742
54,0.1,women,19324.4357
54,0.15,women,21159.78428
54,0.2,women,23048.91092
54,0.25,women,24978.09403
54,0.3,women,26932.97794
54,0.35,women,28899.00672
54,0.4,women,30861.84907
54,0.45,women,32807.78902
54,0.5,women,34724.06188
54,0.55,women,36599.12114
54,0.6,women,38422.82882
54,0.65,women,40186.56836
54,0.7,women,41883.28508
54,0.75,women,43507.46292
54,0.8,women,45055.04945
54,0.85,women,46523.34162
54,0.9,women,47910.84503
54,0.95,women,49217.11809
54,1,women,50442.61093
55,0,women,15361.12718
55,0.05,women,17034.41005
55,0.1,women,18791.80831
55,0.15,women,20623.05305
55,0.2,women,22516.29592
55,0.25,women,24458.43326
55,0.3,women,26435.48726
55,0.35,women,28433.02035
55,0.4,women,30436.55663
55,0.45,women,32431.98487
55,0.5,women,34405.92054
55,0.55,women,36346.00959
55,0.6,women,38241.16253
55,0.65,women,40081.71425
55,0.7,women,41859.5105
55,0.75,women,43567.92732
55,0.8,women,45201.83262
55,0.85,women,46757.50163
55,0.9,women,48232.49826
55,0.95,women,49625.53402
55,1,women,50936.31505
56,0,women,15024.48852
56,0.05,women,16696.83199
56,0.1,women,18460.67332
56,0.15,women,20306.74134
56,0.2,women,22224.02818
56,0.25,women,24200.06421
56,0.3,women,26221.26036
56,0.35,women,28273.29756
56,0.4,women,30341.53919
56,0.45,women,32411.44146
56,0.5,women,34468.93813
56,0.55,women,36500.77946
56,0.6,women,38494.81061
56,0.65,women,40440.1806
56,0.7,women,42327.47917
56,0.75,women,44148.80388
56,0.8,women,45897.76433
56,0.85,women,47569.43326
56,0.9,women,49160.25552
56,0.95,women,50667.92663
56,1,women,52091.25183
57,0,women,14374.67933
57,0.05,women,16009.24248
57,0.1,women,17740.60922
57,0.15,women,19560.80763
57,0.2,women,21460.03666
57,0.25,women,23426.88106
57,0.3,women,25448.60005
57,0.35,women,27511.47384
57,0.4,women,29601.1875
57,0.45,women,31703.22924
57,0.5,women,33803.27972
57,0.55,women,35887.57118
57,0.6,women,37943.1989
57,0.65,women,39958.37272
57,0.7,women,41922.6017
57,0.75,women,43826.8107
57,0.8,women,45663.39221
57,0.85,women,47426.20032
57,0.9,women,49110.49639
57,0.95,women,50712.85671
57,1,women,52231.05313
58,0,women,13908.78358
58,0.05,women,15523.77238
58,0.1,women,17241.71473
58,0.15,women,19055.92027
58,0.2,women,20957.7895
58,0.25,women,22936.96885
58,0.3,women,24981.58342
58,0.35,women,27078.53634
58,0.4,women,29213.85812
58,0.45,women,31373.08575
58,0.5,women,33541.64962
58,0.55,women,35705.24653
58,0.6,women,37850.17952
58,0.65,women,39963.64915
58,0.7,women,42033.98571
58,0.75,women,44050.81698
58,0.8,women,46005.1712
58,0.85,women,47889.51912
58,0.9,women,49697.76192
58,0.95,women,51425.17419
58,1,women,53068.3118
59,0,women,13392.33423
59,0.05,women,14979.13746
59,0.1,women,16674.21976
59,0.15,women,18472.26634
59,0.2,women,20366.01834
59,0.25,women,22346.36676
59,0.3,women,24402.52456
59,0.35,women,26522.27044
59,0.4,women,28692.25232
59,0.45,women,30898.33391
59,0.5,women,33125.96491
59,0.55,women,35360.55395
59,0.6,women,37587.82459
59,0.65,women,39794.13665
59,0.7,women,41966.75953
59,0.75,women,44094.0883
59,0.8,women,46165.79838
59,0.85,women,48172.93897
59,0.9,women,50107.96909
59,0.95,women,51964.74305
59,1,women,53738.45379
60,0,women,11887.03173
60,0.05,women,13323.04503
60,0.1,women,14863.36646
60,0.15,women,16504.39326
60,0.2,women,18240.7329
60,0.25,women,20065.23531
60,0.3,women,21969.09461
60,0.35,women,23942.01873
60,0.4,women,25972.45973
60,0.45,women,28047.89375
60,0.5,women,30155.13528
60,0.55,women,32280.66893
60,0.6,women,34410.98052
60,0.65,women,36532.87086
60,0.7,women,38633.73754
60,0.75,women,40701.81349
60,0.8,women,42726.35507
60,0.85,women,44697.77634
60,0.9,women,46607.72997
60,0.95,women,48449.13826
60,1,women,50216.18005
61,0,women,11349.70305
61,0.05,women,12746.24829
61,0.1,women,14250.18964
61,0.15,women,15859.24383
61,0.2,women,17569.38862
61,0.25,women,19374.84475
61,0.3,women,21268.12207
61,0.35,women,23240.13143
61,0.4,women,25280.35947
61,0.45,women,27377.09912
61,0.5,women,29517.72432
61,0.55,women,31688.99485
61,0.6,women,33877.37512
61,0.65,women,36069.35047
61,0.7,women,38251.72558
61,0.75,women,40411.89187
61,0.8,women,42538.05381
61,0.85,women,44619.40749
61,0.9,women,46646.26884
61,0.95,women,48610.15164
61,1,women,50503.79874
62,0,women,10792.60433
62,0.05,women,12143.74027
62,0.1,women,13604.29992
62,0.15,women,15173.27962
62,0.2,women,16848.02408
62,0.25,women,18624.16483
62,0.3,women,20495.61537
62,0.35,women,22454.62732
62,0.4,women,24491.90805
62,0.45,women,26596.79656
62,0.5,women,28757.49007
62,0.55,women,30961.31055
62,0.6,women,33194.99763
62,0.65,women,35445.01316
62,0.7,women,37697.84234
62,0.75,women,39940.27735
62,0.8,women,42159.67161
62,0.85,women,44344.15557
62,0.9,women,46482.80808
62,0.95,women,48565.78058
62,1,women,50584.37457
63,0,women,10482.00738
63,0.05,women,11815.5303
63,0.1,women,13262.21132
63,0.15,women,14822.25277
63,0.2,women,16494.28361
63,0.25,women,18275.26031
63,0.3,women,20160.41679
63,0.35,women,22143.26966
63,0.4,women,24215.68235
63,0.45,women,26367.98795
63,0.5,women,28589.16696
63,0.55,women,30867.07258
63,0.6,women,33188.69289
63,0.65,women,35540.43739
63,0.7,women,37908.43373
63,0.75,women,40278.82075
63,0.8,women,42638.02476
63,0.85,women,44973.0079
63,0.9,women,47271.48008
63,0.95,women,49522.06891
63,1,women,51714.44488
64,0,women,9922.961141
64,0.05,women,11204.22911
64,0.1,women,12598.86698
64,0.15,women,14108.19856
64,0.2,women,15732.11233
64,0.25,women,17468.93502
64,0.3,women,19315.34481
64,0.35,women,21266.33148
64,0.4,women,23315.20919
64,0.45,women,25453.68422
64,0.5,women,27671.97732
64,0.55,women,29958.99657
64,0.6,women,32302.55382
64,0.65,women,34689.61479
64,0.7,women,37106.57134
64,0.75,women,39539.52304
64,0.8,women,41974.55535
64,0.85,women,44398.00266
64,0.9,women,46796.68589
64,0.95,women,49158.11693
64,1,women,51470.66449
65,0,women,8236.349219
65,0.05,women,9314.371097
65,0.1,women,10491.40257
65,0.15,women,11769.47831
65,0.2,women,13149.50422
65,0.25,women,14631.1301
65,0.3,women,16212.64879
65,0.35,women,17890.92906
65,0.4,women,19661.38788
65,0.45,women,21518.00594
65,0.5,women,23453.38841
65,0.55,women,25458.86987
65,0.6,women,27524.66024
65,0.65,women,29640.0258
65,0.7,women,31793.49747
65,0.75,women,33973.09702
65,0.8,women,36166.57107
65,0.85,women,38361.62289
65,0.9,women,40546.13236
65,0.95,women,42708.35616
65,1,women,44837.10157
66,0,women,7816.276675
66,0.05,women,8851.997661
66,0.1,women,9986.036924
66,0.15,women,11221.19297
66,0.2,women,12559.2658
66,0.25,women,14000.91921
66,0.3,women,15545.56233
66,0.35,women,17191.25754
66,0.4,women,18934.66066
66,0.45,women,20770.99865
66,0.5,women,22694.08808
66,0.55,women,24696.39569
66,0.6,women,26769.14006
66,0.65,women,28902.43127
66,0.7,women,31085.44305
66,0.75,women,33306.61029
66,0.8,women,35553.84354
66,0.85,women,37814.75116
66,0.9,women,40076.86019
66,0.95,women,42327.82713
66,1,women,44555.63125
67,0,women,7716.812822
67,0.05,women,8750.768361
67,0.1,women,9885.770896
67,0.15,women,11125.40521
67,0.2,women,12472.35119
67,0.25,women,13928.23565
67,0.3,women,15493.4976
67,0.35,women,17167.27362
67,0.4,women,18947.30992
67,0.45,women,20829.90664
67,0.5,women,22809.89899
67,0.55,women,24880.67816
67,0.6,women,27034.25311
67,0.65,women,29261.35207
67,0.7,women,31551.56069
67,0.75,women,33893.49162
67,0.8,women,36274.97891
67,0.85,women,38683.28916
67,0.9,women,41105.34093
67,0.95,women,43527.92375
67,1,women,45937.90853
68,0,women,7403.129527
68,0.05,women,8404.962507
68,0.1,women,9507.228976
68,0.15,women,10714.11195
68,0.2,women,12029.00904
68,0.25,women,13454.38239
68,0.3,women,14991.61654
68,0.35,women,16640.89042
68,0.4,women,18401.06944
68,0.45,women,20269.62363
68,0.5,women,22242.57694
68,0.55,women,24314.49166
68,0.6,women,26478.4904
68,0.65,women,28726.31662
68,0.7,women,31048.43246
68,0.75,women,33434.15096
68,0.8,women,35871.79806
68,0.85,women,38348.89815
68,0.9,women,40852.37596
68,0.95,women,43368.76712
68,1,women,45884.42936
69,0,women,7166.657824
69,0.05,women,8145.107963
69,0.1,women,9223.848736
69,0.15,women,10407.59864
69,0.2,women,11700.39749
69,0.25,women,13105.45668
69,0.3,women,14625.01291
69,0.35,women,16260.19086
69,0.4,women,18010.8803
69,0.45,women,19875.63367
69,0.5,women,21851.58907
69,0.55,women,23934.42352
69,0.6,women,26118.33996
69,0.65,women,28396.09011
69,0.7,women,30759.03393
69,0.75,women,33197.23444
69,0.8,women,35699.58534
69,0.85,women,38253.96693
69,0.9,women,40847.42492
69,0.95,women,43466.36535
69,1,women,46096.75871
70,0,women,7040.553087
70,0.05,women,8009.349987
70,0.1,women,9079.377955
70,0.15,women,10255.87459
70,0.2,women,11543.4897
70,0.25,women,12946.13633
70,0.3,women,14466.84169
70,0.35,women,16107.6026
70,0.4,women,17869.25089
70,0.45,women,19751.33403
70,0.5,women,21752.01625
70,0.55,women,23868.00525
70,0.6,women,26094.50848
70,0.65,women,28425.22237
70,0.7,women,30852.3563
70,0.75,women,33366.69187
70,0.8,women,35957.67636
70,0.85,women,38613.54779
70,0.9,women,41321.48765
70,0.95,women,44067.79606
70,1,women,46838.08325
71,0,women,6805.543589
71,0.05,women,7748.504342
71,0.1,women,8791.648463
71,0.15,women,9940.565177
71,0.2,women,11200.34851
71,0.25,women,12575.45335
71,0.3,women,14069.54842
71,0.35,women,15685.37043
71,0.4,women,17424.58382
71,0.45,women,19287.65112
71,0.5,women,21273.71898
71,0.55,women,23380.52461
71,0.6,women,25604.32724
71,0.65,women,27939.86831
71,0.7,women,30380.3632
71,0.75,women,32917.52617
71,0.8,women,35541.62898
71,0.85,women,38241.59193
71,0.9,women,41005.10522
71,0.95,women,43818.77672
71,1,women,46668.30174
72,0,women,6458.255938
72,0.05,women,7358.566312
72,0.1,women,8355.907916
72,0.15,women,9456.031659
72,0.2,women,10664.28314
72,0.25,women,11985.46726
72,0.3,women,13423.70778
72,0.35,women,14982.30514
72,0.4,women,16663.59663
72,0.45,women,18468.82301
72,0.5,women,20398.00632
72,0.55,women,22449.84326
72,0.6,women,24621.61879
72,0.65,women,26909.14366
72,0.7,women,29306.71943
72,0.75,women,31807.13323
72,0.8,women,34401.68392
72,0.85,women,37080.23959
72,0.9,women,39831.32579
72,0.95,women,42642.24206
72,1,women,45499.20362
73,0,women,6255.547473
73,0.05,women,7132.286604
73,0.1,women,8104.685762
73,0.15,women,9178.698943
73,0.2,women,10359.94475
73,0.25,women,11653.57716
73,0.3,women,13064.14973
73,0.35,women,14595.47594
73,0.4,women,16250.48922
73,0.45,women,18031.1064
73,0.5,women,19938.09864
73,0.55,women,21970.97424
73,0.6,women,24127.87755
73,0.65,women,26405.50799
73,0.7,women,28799.06287
73,0.75,women,31302.20693
73,0.8,women,33907.07086
73,0.85,women,36604.27999
73,0.9,women,39383.01328
73,0.95,women,42231.09177
73,1,women,45135.09444
74,0,women,6263.864797
74,0.05,women,7145.92191
74,0.1,women,8125.240181
74,0.15,women,9208.119312
74,0.2,women,10400.57458
74,0.25,women,11708.20977
74,0.3,women,13136.08209
74,0.35,women,14688.56163
74,0.4,women,16369.18824
74,0.45,women,18180.52939
74,0.5,women,20124.0428
74,0.55,women,22199.94792
74,0.6,women,24407.1104
74,0.65,women,26742.94378
74,0.7,women,29203.33207
74,0.75,women,31782.57681
74,0.8,women,34473.37133
74,0.85,women,37266.80411
74,0.9,women,40152.39254
74,0.95,women,43118.14702
74,1,women,46150.66448
75,0,women,5691.577693
75,0.05,women,6496.390285
75,0.1,women,7390.753847
75,0.15,women,8380.660901
75,0.2,women,9471.886878
75,0.25,women,10669.87686
75,0.3,women,11979.6241
