 age,eq5d_r,sex,productivity_cost
63,0.9,men,45705.70314
63,0.95,men,47881.74554
63,1,men,50001.50327
64,0,men,9576.281488
64,0.05,men,10812.78565
64,0.1,men,12158.69889
64,0.15,men,13615.29878
64,0.2,men,15182.47768
64,0.25,men,16858.6208
64,0.3,men,18640.52235
64,0.35,men,20523.34718
64,0.4,men,22500.643
64,0.45,men,24564.40588
64,0.5,men,26705.19822
64,0.55,men,28912.31561
64,0.6,men,31173.99572
64,0.65,men,33477.65966
64,0.7,men,35810.17472
64,0.75,men,38158.1261
64,0.8,men,40508.08541
64,0.85,men,42846.86446
64,0.9,men,45161.74461
64,0.95,men,47440.67405
64,1,men,49672.42787
65,0,men,6402.032589
65,0.05,men,7239.968308
65,0.1,men,8154.863206
65,0.15,men,9148.2988
65,0.2,men,10220.97926
65,0.25,men,11372.63237
65,0.3,men,12601.93116
65,0.35,men,13906.44178
65,0.4,men,15282.60187
65,0.45,men,16725.73268
65,0.5,men,18230.08629
65,0.55,men,19788.92714
65,0.6,men,21394.64551
65,0.65,men,23038.89819
65,0.7,men,24712.77037
65,0.75,men,26406.95149
65,0.8,men,28111.91712
65,0.85,men,29818.10914
65,0.9,men,31516.1067
65,0.95,men,33196.78182
65,1,men,34851.43452
66,0,men,6075.598225
66,0.05,men,6880.664991
66,0.1,men,7762.154633
66,0.15,men,8722.242432
66,0.2,men,9762.327538
66,0.25,men,10882.9259
66,0.3,men,12083.57826
66,0.35,men,13362.77849
66,0.4,men,14717.92715
66,0.45,men,16145.31416
66,0.5,men,17640.13315
66,0.55,men,19196.52848
66,0.6,men,20807.67437
66,0.65,men,22465.88337
66,0.7,men,24162.7402
66,0.75,men,25889.25531
66,0.8,men,27636.03154
66,0.85,men,29393.43687
66,0.9,men,31151.77606
66,0.95,men,32901.4545
66,1,men,34633.12845
67,0,men,5998.365873
67,0.05,men,6802.071206
67,0.1,men,7684.321511
67,0.15,men,8647.903279
67,0.2,men,9694.899621
67,0.25,men,10826.57508
67,0.3,men,12043.27089
67,0.35,men,13344.31592
67,0.4,men,14727.95827
67,0.45,men,16191.32199
67,0.5,men,17730.39243
67,0.55,men,19340.0325
67,0.6,men,21014.03066
67,0.65,men,22745.17987
67,0.7,men,24525.38493
67,0.75,men,26345.79432
67,0.8,men,28196.95132
67,0.85,men,30068.95811
67,0.9,men,31951.64635
67,0.95,men,33834.74737
67,1,men,35708.05579
68,0,men,5754.61231
68,0.05,men,6533.358701
68,0.1,men,7390.17421
68,0.15,men,8328.310386
68,0.2,men,9350.408265
68,0.25,men,10458.38172
68,0.3,men,11653.30699
68,0.35,men,12935.32317
68,0.4,men,14303.54829
68,0.45,men,15756.01578
68,0.5,men,17289.63496
68,0.55,men,18900.17897
68,0.6,men,20582.30188
68,0.65,men,22329.5857
68,0.7,men,24134.61645
68,0.75,men,25989.08691
68,0.8,men,27883.9226
68,0.85,men,29809.42594
68,0.9,men,31755.43326
68,0.95,men,33711.4784
68,1,men,35666.95694
69,0,men,5570.869761
69,0.05,men,6331.449996
69,0.1,men,7169.989312
69,0.15,men,8090.155548
69,0.2,men,9095.088976
69,0.25,men,10187.28591
69,0.3,men,11368.48503
69,0.35,men,12639.56056
69,0.4,men,14000.42683
69,0.45,men,15449.95859
69,0.5,men,16985.93121
69,0.55,men,18604.98429
69,0.6,men,20302.6116
69,0.65,men,22073.17883
69,0.7,men,23909.96978
69,0.75,men,25805.26014
69,0.8,men,27750.41663
69,0.85,men,29736.01822
69,0.9,men,31751.99512
69,0.95,men,33787.78034
69,1,men,35832.46828
70,0,men,5472.913804
70,0.05,men,6225.9998
70,0.1,men,7057.7769
70,0.15,men,7972.31651
70,0.2,men,8973.233115
70,0.25,men,10063.5685
70,0.3,men,11245.67582
70,0.35,men,12521.10729
70,0.4,men,13890.50955
70,0.45,men,15353.5308
70,0.5,men,16908.74403
70,0.55,men,18553.59001
70,0.6,men,20284.34328
70,0.65,men,22096.10381
70,0.7,men,23982.81564
70,0.75,men,25937.31292
70,0.8,men,27951.39258
70,0.85,men,30015.91155
70,0.9,men,32120.90547
70,0.95,men,34255.72486
70,1,men,36409.18394
71,0,men,4941.218731
71,0.05,men,5625.862841
71,0.1,men,6383.245877
71,0.15,men,7217.425941
71,0.2,men,8132.101594
71,0.25,men,9130.507332
71,0.3,men,10215.30687
71,0.35,men,11388.48722
71,0.4,men,12651.25685
71,0.45,men,14003.95159
71,0.5,men,15445.95187
71,0.55,men,16975.61475
71,0.6,men,18590.22423
71,0.65,men,20285.96229
71,0.7,men,22057.9029
71,0.75,men,23900.03014
71,0.8,men,25805.28073
71,0.85,men,27765.61018
71,0.9,men,29772.08085
71,0.95,men,31814.96929
71,1,men,33883.88946
72,0,men,4689.067786
72,0.05,men,5342.745251
72,0.1,men,6066.873008
72,0.15,men,6865.62655
72,0.2,men,7742.887091
72,0.25,men,8702.14327
72,0.3,men,9746.389165
72,0.35,men,10878.0211
72,0.4,men,12098.73608
72,0.45,men,13409.43497
72,0.5,men,14810.13376
72,0.55,men,16299.8862
72,0.6,men,17876.72099
72,0.65,men,19537.59651
72,0.7,men,21278.37535
72,0.75,men,23093.82057
72,0.8,men,24977.6146
72,0.85,men,26922.40113
72,0.9,men,28919.84902
72,0.95,men,30960.737
72,1,men,33035.05653
73,0,men,4541.889702
73,0.05,men,5178.45308
73,0.1,men,5884.471177
73,0.15,men,6664.266939
73,0.2,men,7521.919794
73,0.25,men,8461.171836
73,0.3,men,9485.329201
73,0.35,men,10597.1607
73,0.4,men,11798.79618
73,0.45,men,13091.62737
73,0.5,men,14476.21416
73,0.55,men,15952.19956
73,0.6,men,17518.23626
73,0.65,men,19171.92785
73,0.7,men,20909.7873
73,0.75,men,22727.21483
73,0.8,men,24618.49688
73,0.85,men,26576.8269
73,0.9,men,28594.34817
73,0.95,men,30662.21808
73,1,men,32770.69218
74,0,men,4547.928561
74,0.05,men,5188.353101
74,0.1,men,5899.394875
74,0.15,men,6685.62783
74,0.2,men,7551.419406
74,0.25,men,8500.838272
74,0.3,men,9537.556262
74,0.35,men,10664.74631
74,0.4,men,11884.97855
74,0.45,men,13200.11711
74,0.5,men,14611.22039
74,0.55,men,16118.44771
74,0.6,men,17720.97548
74,0.65,men,19416.92577
74,0.7,men,21203.31014
74,0.75,men,23075.99118
74,0.8,men,25029.66381
74,0.85,men,27057.85777
74,0.9,men,29152.96207
74,0.95,men,31306.27156
74,1,men,33508.05483
75,0,men,4132.414984
75,0.05,men,4716.75553
75,0.1,men,5366.115265
75,0.15,men,6084.845109
75,0.2,men,6877.138357
75,0.25,men,7746.948456
75,0.3,men,8697.900793
75,0.35,men,9733.199935
75,0.4,men,10855.53406
75,0.45,men,12066.97864
75,0.5,men,13368.90175
75,0.55,men,14761.87343
75,0.6,men,16245.5819
75,0.65,men,17818.7592
75,0.7,men,19479.11891
75,0.75,men,21223.30841
75,0.8,men,23046.87774
75,0.85,men,24944.26677
75,0.9,men,26908.81198
75,0.95,men,28932.77335
75,1,men,31007.38141
76,0,men,4565.541059
76,0.05,men,5213.511543
76,0.1,men,5934.14475
76,0.15,men,6732.435198
76,0.2,men,7613.232268
76,0.25,men,8581.151076
76,0.3,men,9640.476139
76,0.35,men,10795.05918
76,0.4,men,12048.21285
76,0.45,men,13402.60229
76,0.5,men,14860.13716
76,0.55,men,16421.86645
76,0.6,men,18087.87913
76,0.65,men,19857.21347
76,0.7,men,21727.77782
76,0.75,men,23696.28584
76,0.8,men,25758.20859
76,0.85,men,27907.74573
76,0.9,men,30137.8175
76,0.95,men,32440.07892
76,1,men,34804.95645
77,0,men,4470.461281
77,0.05,men,5107.023447
77,0.1,men,5815.449998
77,0.15,men,6600.791237
77,0.2,men,7467.979967
77,0.25,men,8421.745775
77,0.3,men,9466.521791
77,0.35,men,10606.34508
77,0.4,men,11844.75217
77,0.45,men,13184.67163
77,0.5,men,14628.31565
77,0.55,men,16177.07333
77,0.6,men,17831.40802
77,0.65,men,19590.76166
77,0.7,men,21453.46884
77,0.75,men,23416.68348
77,0.8,men,25476.32059
77,0.85,men,27627.01565
77,0.9,men,29862.1036
77,0.95,men,32173.6189
77,1,men,34552.31789
78,0,men,4635.064822
78,0.05,men,5297.010995
78,0.1,men,6034.123707
78,0.15,men,6851.783505
78,0.2,men,7755.271091
78,0.25,men,8749.679875
78,0.3,men,9839.820345
78,0.35,men,11030.11731
78,0.4,men,12324.50142
78,0.45,men,13726.29675
78,0.5,men,15238.10642
78,0.55,men,16861.69876
78,0.6,men,18597.89644
78,0.65,men,20446.4715
78,0.7,men,22406.04907
78,0.75,men,24474.02276
78,0.8,men,26646.48441
78,0.85,men,28918.171
78,0.9,men,31282.43094
78,0.95,men,33731.21176
78,1,men,36255.07063
79,0,men,3578.138294
79,0.05,men,4090.504071
79,0.1,men,4661.347586
79,0.15,men,5294.919806
79,0.2,men,5995.409178
79,0.25,men,6766.875076
79,0.3,men,7613.174681
79,0.35,men,8537.884033
79,0.4,men,9544.214249
79,0.45,men,10634.92413
79,0.5,men,11812.23068
79,0.55,men,13077.71923
79,0.6,men,14432.25513
79,0.65,men,15875.89899
79,0.7,men,17407.82787
79,0.75,men,19026.26433
79,0.8,men,20728.41593
79,0.85,men,22510.42702
79,0.9,men,24367.34486
79,0.95,men,26293.10189
79,1,men,28280.51528
80,0,men,4113.441058
80,0.05,men,4703.891938
80,0.1,men,5362.035247
80,0.15,men,6092.856262
80,0.2,men,6901.282738
80,0.25,men,7792.109317
80,0.3,men,8769.914149
80,0.35,men,9838.968514
80,0.4,men,11003.14046
80,0.45,men,12265.79384
80,0.5,men,13629.68423
80,0.55,men,15096.85389
80,0.6,men,16668.52749
80,0.65,men,18345.01135
80,0.7,men,20125.59834
80,0.75,men,22008.48116
80,0.8,men,23990.67659
80,0.85,men,26067.96314
80,0.9,men,28234.83446
80,0.95,men,30484.47083
80,1,men,32808.73025
81,0,men,3129.925895
81,0.05,men,3580.209339
81,0.1,men,4082.321989
81,0.15,men,4640.123456
81,0.2,men,5257.438968
81,0.25,men,5938.002427
81,0.3,men,6685.393382
81,0.35,men,7502.968491
81,0.4,men,8393.788165
81,0.45,men,9360.539381
81,0.5,men,10405.45581
81,0.55,men,11530.23666
81,0.6,men,12735.96571
81,0.65,men,14023.03246
81,0.7,men,15391.05695
81,0.75,men,16838.82049
81,0.8,men,18364.20405
81,0.85,men,19964.1364
81,0.9,men,21634.5538
81,0.95,men,23370.37296
81,1,men,25165.4789
82,0,men,4729.099933
82,0.05,men,5410.86928
82,0.1,men,6171.395062
82,0.15,men,7016.598523
82,0.2,men,7952.361224
82,0.25,men,8984.43968
82,0.3,men,10118.37064
82,0.35,men,11359.36777
82,0.4,men,12712.21071
82,0.45,men,14181.12804
82,0.5,men,15769.67554
82,0.55,men,17480.61211
82,0.6,men,19315.77536
82,0.65,men,21275.95954
82,0.7,men,23360.79853
82,0.75,men,25568.65686
82,0.8,men,27896.53168
82,0.85,men,30339.96876
82,0.9,men,32892.99524
82,0.95,men,35548.07223
82,1,men,38296.06925
83,0,men,3547.236327
83,0.05,men,4059.629026
83,0.1,men,4631.406298
83,0.15,men,5267.070457
83,0.2,men,5971.102067
83,0.25,men,6747.896313
83,0.3,men,7601.692235
83,0.35,men,8536.495336
83,0.4,men,9555.994296
83,0.45,men,10663.47278
83,0.5,men,11861.71754
83,0.55,men,13152.92431
83,0.6,men,14538.60309
83,0.65,men,16019.48477
83,0.7,men,17595.43118
83,0.75,men,19265.35052
83,0.8,men,21027.12075
83,0.85,men,22877.52292
83,0.9,men,24812.18683
83,0.95,men,26825.55113
83,1,men,28910.83975
84,0,men,2641.851967
84,0.05,men,3024.177027
84,0.1,men,3450.946393
84,0.15,men,3925.554767
84,0.2,men,4451.385913
84,0.25,men,5031.765499
84,0.3,men,5669.908537
84,0.35,men,6368.861784
84,0.4,men,7131.441613
84,0.45,men,7960.168072
84,0.5,men,8857.195991
84,0.55,men,9824.244211
84,0.6,men,10862.52415
84,0.65,men,11972.66908
84,0.7,men,13154.66563
84,0.75,men,14407.78914
84,0.8,men,15730.54451
84,0.85,men,17120.61431
84,0.9,men,18574.81574
84,0.95,men,20089.06824
84,1,men,21658.37308
85,0,men,1953.625676
85,0.05,men,2236.858557
85,0.1,men,2553.109633
85,0.15,men,2904.917772
85,0.2,men,3294.817226
85,0.25,men,3725.302885
85,0.3,men,4198.79148
85,0.35,men,4717.578986
85,0.4,men,5283.794588
85,0.45,men,5899.35172
85,0.5,men,6565.896804
85,0.55,men,7284.75645
85,0.6,men,8056.884023
85,0.65,men,8882.806567
85,0.7,men,9762.573206
85,0.75,men,10695.7062
85,0.8,men,11681.15591
85,0.85,men,12717.26097
85,0.9,men,13801.71482
85,0.95,men,14931.54008
85,1,men,16103.07158
86,0,men,1434.481866
86,0.05,men,1642.810594
86,0.1,men,1875.490361
86,0.15,men,2134.405052
86,0.2,men,2421.437469
86,0.25,men,2738.443894
86,0.3,men,3087.225621
86,0.35,men,3469.497667
86,0.4,men,3886.854887
86,0.45,men,4340.735876
86,0.5,men,4832.385099
86,0.55,men,5362.813813
86,0.6,men,5932.760408
86,0.65,men,6542.650925
86,0.7,men,7192.56054
86,0.75,men,7882.176886
86,0.8,men,8610.76615
86,0.85,men,9377.142861
86,0.9,men,10179.64434
86,0.95,men,11016.11069
86,1,men,11883.87129
87,0,men,1045.862666
87,0.05,men,1198.008505
87,0.1,men,1367.983651
87,0.15,men,1557.17526
87,0.2,men,1766.971251
87,0.25,men,1998.741787
87,0.3,men,2253.818536
87,0.35,men,2533.471826
87,0.4,men,2838.885875
87,0.45,men,3171.132365
87,0.5,men,3531.142666
87,0.55,men,3919.679121
87,0.6,men,4337.305856
87,0.65,men,4784.359637
87,0.7,men,5260.921373
87,0.75,men,5766.788892
87,0.8,men,6301.451665
87,0.85,men,6864.068171
87,0.9,men,7453.446591
87,0.95,men,8068.029526
87,1,men,8705.883381
88,0,men,757.1538949
88,0.05,men,867.4817128
88,0.1,men,990.7701149
88,0.15,men,1128.032826
88,0.2,men,1280.285167
88,0.25,men,1448.530668
88,0.3,men,1633.746054
88,0.35,men,1836.864678
88,0.4,men,2058.75854
88,0.45,men,2300.219069
88,0.5,men,2561.936904
88,0.55,men,2844.480946
88,0.6,men,3148.27703
88,0.65,men,3473.586596
88,0.7,men,3820.485771
88,0.75,men,4188.84534
88,0.8,men,4578.312081
88,0.85,men,4988.291972
88,0.9,men,5417.935784
88,0.95,men,5866.127549
88,1,men,6331.476398
89,0,men,544.2854414
89,0.05,men,623.723892
89,0.1,men,712.516486
89,0.15,men,811.3985608
89,0.2,men,921.1073136
89,0.25,men,1042.372186
89,0.3,men,1175.904064
89,0.35,men,1322.383349
89,0.4,men,1482.446991
89,0.45,men,1656.674615
89,0.5,men,1845.5739
89,0.55,men,2049.565413
89,0.6,men,2268.967146
89,0.65,men,2503.979013
89,0.7,men,2754.66763
89,0.75,men,3020.951696
89,0.8,men,3302.588332
89,0.85,men,3599.160742
89,0.9,men,3910.067564
89,0.95,men,4234.514283
89,1,men,4571.507048
90,0,men,388.5123125
90,0.05,men,445.3063254
90,0.1,men,508.803586
90,0.15,men,579.5335935
90,0.2,men,658.0276617
90,0.25,men,744.8120592
90,0.3,men,840.4002939
90,0.35,men,945.2845806
90,0.4,men,1059.926557
90,0.45,men,1184.747334
90,0.5,men,1320.117001
90,0.55,men,1466.343728
90,0.6,men,1623.662625
90,0.65,men,1792.224575
90,0.7,men,1972.085234
90,0.75,men,2163.194449
90,0.8,men,2365.386343
90,0.85,men,2578.370328
90,0.9,men,2801.723313
90,0.95,men,3034.883371
90,1,men,3277.14512
91,0,men,275.3723058
91,0.05,men,315.6908147
91,0.1,men,360.7788798
91,0.15,men,411.0150184
91,0.2,men,466.7793689
91,0.25,men,528.4488295
91,0.3,men,596.391584
91,0.35,men,670.9610415
91,0.4,men,752.4892334
91,0.45,men,841.2797306
91,0.5,men,937.600162
91,0.55,men,1041.674436
91,0.6,men,1153.674784
91,0.65,men,1273.71376
91,0.7,men,1401.836365
91,0.75,men,1538.012437
91,0.8,men,1682.129519
91,0.85,men,1833.986362
91,0.9,men,1993.287281
91,0.95,men,2159.637523
91,1,men,2332.53986
92,0,men,193.8092891
92,0.05,men,222.2303044
92,0.1,men,254.0210064
92,0.15,men,289.4500353
92,0.2,men,328.7874025
92,0.25,men,372.3010699
92,0.3,men,420.2530924
92,0.35,men,472.8953428
92,0.4,men,530.4648487
92,0.45,men,593.1787851
92,0.5,men,661.2291798
92,0.55,men,734.7774011
92,0.6,men,813.9485126
92,0.65,men,898.8255921
92,0.7,men,989.4441217
92,0.75,men,1085.78657
92,0.8,men,1187.777293
92,0.85,men,1295.27788
92,0.9,men,1408.083093
92,0.95,men,1525.91752
92,1,men,1648.433079
93,0,men,135.4468362
93,0.05,men,155.3402948
93,0.1,men,177.5976336
93,0.15,men,202.4081473
93,0.2,men,229.9622478
93,0.25,men,260.4490731
93,0.3,men,294.0537881
93,0.35,men,330.9545902
93,0.4,men,371.3194388
93,0.45,men,415.3025405
93,0.5,men,463.0406275
93,0.55,men,514.6490803
93,0.6,men,570.2179507
93,0.65,men,629.8079552
93,0.7,men,693.4465126
93,0.75,men,761.1239106
93,0.8,men,832.7896896
93,0.85,men,908.3493371
93,0.9,men,987.6613875
93,0.95,men,1070.535024
93,1,men,1156.72827
94,0,men,93.99481872
94,0.05,men,107.8215124
94,0.1,men,123.2948134
94,0.15,men,140.5471563
94,0.2,men,159.7118599
94,0.25,men,180.9214681
94,0.3,men,204.3058744
94,0.35,men,229.9902384
94,0.4,men,258.0927088
94,0.45,men,288.721973
94,0.5,men,321.9746605
94,0.55,men,357.932634
94,0.6,men,396.6602084
94,0.65,men,438.201345
94,0.7,men,482.5768733
94,0.75,men,529.7817983
94,0.8,men,579.7827563
94,0.85,men,632.5156824
94,0.9,men,687.8837582
94,0.95,men,745.7557052
94,1,men,805.964489
95,0,men,64.77096233
95,0.05,men,74.3135256
95,0.1,men,84.994991
95,0.15,men,96.90735434
95,0.2,men,110.1432959
95,0.25,men,124.7950368
95,0.3,men,140.9530446
95,0.35,men,158.7045944
95,0.4,men,178.1321944
95,0.45,men,199.3118897
95,0.5,men,222.311463
95,0.55,men,247.1885559
95,0.6,men,273.9887378
95,0.65,men,302.7435552
95,0.7,men,333.4685977
95,0.75,men,366.1616207
95,0.8,men,400.8007678
95,0.85,men,437.3429381
95,0.9,men,475.7223445
95,0.95,men,515.8493096
95,1,men,557.6093434
96,0,men,44.31988474
96,0.05,men,50.85948782
96,0.1,men,58.18128909
96,0.15,men,66.34874084
96,0.2,men,75.425815
96,0.25,men,85.47622033
96,0.3,men,96.56251579
96,0.35,men,108.7451234
96,0.4,men,122.0812471
96,0.45,men,136.6237071
96,0.5,men,152.4197022
96,0.55,men,169.5095155
96,0.6,men,187.9251831
96,0.65,men,207.689148
96,0.7,men,228.8129229
96,0.75,men,251.295791
96,0.8,men,275.1235734
96,0.85,men,300.2674943
96,0.9,men,326.6831759
96,0.95,men,354.3097954
96,1,men,383.0694344
97,0,men,30.11334943
97,0.05,men,34.56353454
97,0.1,men,39.54715645
97,0.15,men,45.10767056
97,0.2,men,51.28892023
97,0.25,men,58.13460483
97,0.3,men,65.68767648
97,0.35,men,73.98966775
97,0.4,men,83.07995456
97,0.45,men,92.99496067
97,0.5,men,103.767312
97,0.55,men,115.424952
97,0.6,men,127.9902298
97,0.65,men,141.4789779
97,0.7,men,155.8995946
97,0.75,men,171.2521512
97,0.8,men,187.5275432
97,0.85,men,204.7067077
97,0.9,men,222.7599277
97,0.95,men,241.6462463
97,1,men,261.3130118
98,0,men,20.31710914
98,0.05,men,23.32419361
98,0.1,men,26.69251
98,0.15,men,30.45160857
98,0.2,men,34.63132497
98,0.25,men,39.26142127
98,0.3,men,44.37117845
98,0.35,men,49.98894168
98,0.4,men,56.14162137
98,0.45,men,62.85415406
98,0.5,men,70.14892881
98,0.55,men,78.04518642
98,0.6,men,86.55839994
98,0.65,men,95.69964668
98,0.7,men,105.4749834
98,0.75,men,115.8848367
98,0.8,men,126.9234235
98,0.85,men,138.5782144
98,0.9,men,150.8294565
98,0.95,men,163.6497687
98,1,men,177.0038265
99,0,men,13.61154255
99,0.05,men,15.62923242
99,0.1,men,17.88982209
99,0.15,men,20.41326431
99,0.2,men,23.21971893
99,0.25,men,26.32931242
99,0.3,men,29.76186445
99,0.35,men,33.5365826
99,0.4,men,37.6717269
99,0.45,men,42.18424714
99,0.5,men,47.08939647
99,0.55,men,52.4003264
99,0.6,men,58.12766868
99,0.65,men,64.27911103
99,0.7,men,70.8589744
99,0.75,men,77.86780016
99,0.8,men,85.30195661
99,0.85,men,93.15327436
99,0.9,men,101.4087206
99,0.95,men,110.0501228
99,1,men,119.0539505
100,0,men,9.055146498
100,0.05,men,10.39947283
100,0.1,men,11.90598267
100,0.15,men,13.58805338
100,0.2,men,15.45921073
100,0.25,men,17.53296893
100,0.3,men,19.82264851
100,0.35,men,22.34117275
100,0.4,men,25.1008438
100,0.45,men,28.11310029
100,0.5,men,31.38825901
100,0.55,men,34.93524372
100,0.6,men,38.76130498
100,0.65,men,42.87173552
100,0.7,men,47.26958631
100,0.75,men,51.95538889
100,0.8,men,56.92689028
100,0.85,men,62.17880678
100,0.9,men,67.70260364
100,0.95,men,73.48630707
100,1,men,79.51435551
16,0,women,3806.362288
16,0.05,women,4276.190462
16,0.1,women,4786.530862
16,0.15,women,5338.183777
16,0.2,women,5931.553936
16,0.25,women,6566.60693
16,0.3,women,7242.832593
16,0.35,women,7959.217178
16,0.4,women,8714.225913
16,0.45,women,9505.797188
16,0.5,women,10331.34916
16,0.55,women,11187.79903
16,0.6,women,12071.59472
16,0.65,women,12978.75805
16,0.7,women,13904.93801
16,0.75,women,14845.4723
16,0.8,women,15795.45493
16,0.85,women,16749.80747
16,0.9,women,17703.35148
16,0.95,women,18650.87974
16,1,women,19587.22405
17,0,women,4064.622569
17,0.05,women,4562.57952
17,0.1,women,5102.455434
17,0.15,women,5684.833115
17,0.2,women,6309.850074
17,0.25,women,6977.156972
17,0.3,women,7685.885217
17,0.35,women,8434.62561
17,0.4,women,9221.419565
17,0.45,women,10043.76395
17,0.5,women,10898.62993
17,0.55,women,11782.49568
17,0.6,women,12691.39189
17,0.65,women,13620.95876
17,0.7,women,14566.51219
17,0.75,women,15523.11679
17,0.8,women,16485.66295
17,0.85,women,17448.94504
17,0.9,women,18407.73815
17,0.95,women,19356.87066
17,1,women,20291.29067
18,0,women,5206.988238
18,0.05,women,5839.366425
18,0.1,women,6523.510825
18,0.15,women,7259.791943
18,0.2,women,8047.983211
18,0.25,women,8887.215942
18,0.3,women,9775.9483
18,0.35,women,10711.95054
18,0.4,women,11692.30808
18,0.45,women,12713.44318
18,0.5,women,13771.15511
18,0.55,women,14860.67767
18,0.6,women,15976.75212
18,0.65,women,17113.7127
18,0.7,women,18265.58138
18,0.75,women,19426.16806
18,0.8,women,20589.17231
18,0.85,women,21748.28283
18,0.9,women,22897.27122
18,0.95,women,24030.07713
18,1,women,25140.88248
19,0,women,5601.749288
19,0.05,women,6275.332445
19,0.1,women,7002.304162
19,0.15,women,7782.634979
19,0.2,women,8615.62927
19,0.25,women,9499.887657
19,0.3,women,10433.28696
19,0.35,women,11412.97969
19,0.4,women,12435.41428
19,0.45,women,13496.37593
19,0.5,women,14591.04727
19,0.55,women,15714.08643
19,0.6,women,16859.71971
19,0.65,women,18021.8447
19,0.7,women,19194.13985
19,0.75,women,20370.17572
19,0.8,women,21543.52368
19,0.85,women,22707.85801
19,0.9,women,23857.04811
19,0.95,women,24985.23806
19,1,women,26086.91204
20,0,women,5860.714946
20,0.05,women,6557.576901
20,0.1,women,7307.673337
20,0.15,women,8110.509612
20,0.2,women,8964.876244
20,0.25,women,9868.823099
20,0.3,women,10819.6543
20,0.35,women,11813.94538
20,0.4,women,12847.58302
20,0.45,women,13915.82646
20,0.5,women,15013.38837
20,0.55,women,16134.53196
20,0.6,women,17273.18005
20,0.65,women,18423.03138
20,0.7,women,19577.6791
20,0.75,women,20730.72648
20,0.8,women,21875.89543
20,0.85,women,23007.12404
20,0.9,women,24118.65021
20,0.95,women,25205.07952
20,1,women,26261.43646
21,0,women,6313.450935
21,0.05,women,7054.842532
21,0.1,women,7850.554256
21,0.15,women,8699.54695
21,0.2,women,9600.001658
21,0.25,women,10549.30847
21,0.3,women,11544.07982
21,0.35,women,12580.18911
21,0.4,women,13652.83374
21,0.45,women,14756.62057
21,0.5,women,15885.67007
21,0.55,women,17033.73465
21,0.6,women,18194.32559
21,0.65,women,19360.84288
21,0.7,women,20526.70235
21,0.75,women,21685.45476
21,0.8,women,22830.89257
21,0.85,women,23957.14107
21,0.9,women,25058.73168
21,0.95,women,26130.65638
21,1,women,27168.40339
22,0,women,8347.297402
22,0.05,women,9314.206348
22,0.1,women,10348.71312
22,0.15,women,11448.78048
22,0.2,women,12611.3419
22,0.25,women,13832.31103
22,0.3,women,15106.62562
22,0.35,women,16428.32543
22,0.4,women,17790.66154
22,0.45,women,19186.2324
22,0.5,women,20607.1405
22,0.55,women,22045.16187
22,0.6,women,23491.92072
22,0.65,women,24939.06085
22,0.7,women,26378.40664
22,0.75,women,27802.10727
22,0.8,women,29202.75951
22,0.85,women,30573.50587
22,0.9,women,31908.10677
22,0.95,women,33200.98678
22,1,women,34447.25658
23,0,women,8920.909417
23,0.05,women,9939.064828
23,0.1,women,11024.777
23,0.15,women,12175.18222
23,0.2,women,13386.33544
23,0.25,women,14653.24784
23,0.3,women,15969.96242
23,0.35,women,17329.66509
23,0.4,women,18724.82688
23,0.45,women,20147.37023
23,0.5,women,21588.85147
23,0.55,women,23040.6501
23,0.6,women,24494.15591
23,0.65,women,25940.94535
23,0.7,women,27372.93987
23,0.75,women,28782.54071
23,0.8,women,30162.73645
23,0.85,women,31507.18165
23,0.9,women,32810.2467
23,0.95,women,34067.04046
23,1,women,35273.40863
24,0,women,9496.640171
24,0.05,women,10563.46573
24,0.1,women,11697.10347
24,0.15,women,12893.81374
24,0.2,women,14148.7438
24,0.25,women,15455.99787
24,0.3,women,16808.74714
24,0.35,women,18199.37557
24,0.4,women,19619.65439
24,0.45,women,21060.93636
24,0.5,women,22514.35973
24,0.55,women,23971.05165
24,0.6,women,25422.32112
24,0.65,women,26859.83305
24,0.7,women,28275.75698
24,0.75,women,29662.8859
24,0.8,women,31014.72323
24,0.85,women,32325.53785
24,0.9,women,33590.38898
24,0.95,women,34805.1241
24,1,women,35966.35394
25,0,women,10709.31612
25,0.05,women,11892.40676
25,0.1,women,13145.03788
25,0.15,women,14462.27281
25,0.2,women,15837.98236
25,0.25,women,17264.95676
25,0.3,women,18735.06119
25,0.35,women,20239.42718
25,0.4,women,21768.67013
25,0.45,women,23313.12118
25,0.5,women,24863.06105
25,0.55,women,26408.9441
25,0.6,women,27941.60205
25,0.65,women,29452.41914
25,0.7,women,30933.47309
25,0.75,women,32377.63885
25,0.8,women,33778.65497
25,0.85,women,35131.15441
25,0.9,women,36430.66354
25,0.95,women,37673.57398
25,1,women,38857.09287
26,0,women,11505.00757
26,0.05,women,12754.01508
26,0.1,women,14071.53491
26,0.15,women,15451.56792
26,0.2,women,16886.9199
26,0.25,women,18369.3556
26,0.3,women,19889.79564
26,0.35,women,21438.54613
26,0.4,women,23005.54804
26,0.45,women,24580.63271
26,0.5,women,26153.76982
26,0.55,women,27715.2953
26,0.6,women,29256.10946
26,0.65,women,30767.83803
26,0.7,women,32242.95232
26,0.75,women,33674.84756
26,0.8,women,35057.88134
26,0.85,women,36387.37599
26,0.9,women,37659.59019
26,0.95,women,38871.66598
26,1,women,40021.55747
27,0,women,12069.65804
27,0.05,women,13356.63484
27,0.1,women,14709.11965
