"year","sex","age","qimd","pops"
2004,2,25,3,64450
2004,2,25,4,54458
2004,2,25,5,47032
2004,2,26,1,75117
2004,2,26,2,73071
2004,2,26,3,62096
2004,2,26,4,52411
2004,2,26,5,44647
2004,2,27,1,73161
2004,2,27,2,73009
2004,2,27,3,62281
2004,2,27,4,52572
2004,2,27,5,45650
2004,2,28,1,74358
2004,2,28,2,74534
2004,2,28,3,63746
2004,2,28,4,54684
2004,2,28,5,47660
2004,2,29,1,74059
2004,2,29,2,76082
2004,2,29,3,66650
2004,2,29,4,58064
2004,2,29,5,51639
2004,2,30,1,74147
2004,2,30,2,75102
2004,2,30,3,67760
2004,2,30,4,61329
2004,2,30,5,56541
2004,2,31,1,76739
2004,2,31,2,77480
2004,2,31,3,71311
2004,2,31,4,65991
2004,2,31,5,61817
2004,2,32,1,78976
2004,2,32,2,80769
2004,2,32,3,75096
2004,2,32,4,70122
2004,2,32,5,67182
2004,2,33,1,80605
2004,2,33,2,81444
2004,2,33,3,76631
2004,2,33,4,73192
2004,2,33,5,72095
2004,2,34,1,79036
2004,2,34,2,79102
2004,2,34,3,75349
2004,2,34,4,73272
2004,2,34,5,72030
2004,2,35,1,79388
2004,2,35,2,80412
2004,2,35,3,77370
2004,2,35,4,76245
2004,2,35,5,76812
2004,2,36,1,77879
2004,2,36,2,79729
2004,2,36,3,77443
2004,2,36,4,77885
2004,2,36,5,78764
2004,2,37,1,78034
2004,2,37,2,79670
2004,2,37,3,79014
2004,2,37,4,80022
2004,2,37,5,82169
2004,2,38,1,76452
2004,2,38,2,79187
2004,2,38,3,79242
2004,2,38,4,81784
2004,2,38,5,84715
2004,2,39,1,76238
2004,2,39,2,78950
2004,2,39,3,79237
2004,2,39,4,82106
2004,2,39,5,86652
2004,2,40,1,73895
2004,2,40,2,76808
2004,2,40,3,78767
2004,2,40,4,82075
2004,2,40,5,87418
2004,2,41,1,72699
2004,2,41,2,75381
2004,2,41,3,76783
2004,2,41,4,80995
2004,2,41,5,85872
2004,2,42,1,70603
2004,2,42,2,72846
2004,2,42,3,75746
2004,2,42,4,78533
2004,2,42,5,84305
2004,2,43,1,67652
2004,2,43,2,70505
2004,2,43,3,72738
2004,2,43,4,76875
2004,2,43,5,82485
2004,2,44,1,64846
2004,2,44,2,67230
2004,2,44,3,70709
2004,2,44,4,74469
2004,2,44,5,78580
2004,2,45,1,61969
2004,2,45,2,65814
2004,2,45,3,69420
2004,2,45,4,73458
2004,2,45,5,77381
2004,2,46,1,60837
2004,2,46,2,63648
2004,2,46,3,68113
2004,2,46,4,72860
2004,2,46,5,76754
2004,2,47,1,58512
2004,2,47,2,61603
2004,2,47,3,65946
2004,2,47,4,70832
2004,2,47,5,73541
2004,2,48,1,55431
2004,2,48,2,59638
2004,2,48,3,64812
2004,2,48,4,68384
2004,2,48,5,71422
2004,2,49,1,53402
2004,2,49,2,57363
2004,2,49,3,63203
2004,2,49,4,67290
2004,2,49,5,70039
2004,2,50,1,53165
2004,2,50,2,57561
2004,2,50,3,63936
2004,2,50,4,68090
2004,2,50,5,70189
2004,2,51,1,51550
2004,2,51,2,56464
2004,2,51,3,63288
2004,2,51,4,67879
2004,2,51,5,69805
2004,2,52,1,50564
2004,2,52,2,55421
2004,2,52,3,62810
2004,2,52,4,67378
2004,2,52,5,69443
2004,2,53,1,49669
2004,2,53,2,55391
2004,2,53,3,63633
2004,2,53,4,68974
2004,2,53,5,69656
2004,2,54,1,50717
2004,2,54,2,57015
2004,2,54,3,65330
2004,2,54,4,71039
2004,2,54,5,72992
2004,2,55,1,51074
2004,2,55,2,58159
2004,2,55,3,67482
2004,2,55,4,74264
2004,2,55,5,75396
2004,2,56,1,52745
2004,2,56,2,61284
2004,2,56,3,72830
2004,2,56,4,80449
2004,2,56,5,81702
2004,2,57,1,55118
2004,2,57,2,64446
2004,2,57,3,77619
2004,2,57,4,86208
2004,2,57,5,87888
2004,2,58,1,45303
2004,2,58,2,52568
2004,2,58,3,62801
2004,2,58,4,69301
2004,2,58,5,69034
2004,2,59,1,43736
2004,2,59,2,51328
2004,2,59,3,61635
2004,2,59,4,67753
2004,2,59,5,67787
2004,2,60,1,43008
2004,2,60,2,50171
2004,2,60,3,60139
2004,2,60,4,67074
2004,2,60,5,66708
2004,2,61,1,42583
2004,2,61,2,48469
2004,2,61,3,57859
2004,2,61,4,62902
2004,2,61,5,61876
2004,2,62,1,40292
2004,2,62,2,44678
2004,2,62,3,52424
2004,2,62,4,56194
2004,2,62,5,53853
2004,2,63,1,39099
2004,2,63,2,42349
2004,2,63,3,48428
2004,2,63,4,51571
2004,2,63,5,49291
2004,2,64,1,40924
2004,2,64,2,44385
2004,2,64,3,50735
2004,2,64,4,53438
2004,2,64,5,51648
2004,2,65,1,41317
2004,2,65,2,44245
2004,2,65,3,50501
2004,2,65,4,53690
2004,2,65,5,52080
2004,2,66,1,40626
2004,2,66,2,44291
2004,2,66,3,49610
2004,2,66,4,52740
2004,2,66,5,51141
2004,2,67,1,39966
2004,2,67,2,42969
2004,2,67,3,48246
2004,2,67,4,51383
2004,2,67,5,49499
2004,2,68,1,39065
2004,2,68,2,41810
2004,2,68,3,47494
2004,2,68,4,49242
2004,2,68,5,48045
2004,2,69,1,38139
2004,2,69,2,40648
2004,2,69,3,45799
2004,2,69,4,47907
2004,2,69,5,46396
2004,2,70,1,36567
2004,2,70,2,39145
2004,2,70,3,44133
2004,2,70,4,45720
2004,2,70,5,44525
2004,2,71,1,36491
2004,2,71,2,39449
2004,2,71,3,44162
2004,2,71,4,45309
2004,2,71,5,43364
2004,2,72,1,36850
2004,2,72,2,40032
2004,2,72,3,44302
2004,2,72,4,45285
2004,2,72,5,43060
2004,2,73,1,37268
2004,2,73,2,40409
2004,2,73,3,44424
2004,2,73,4,44898
2004,2,73,5,43156
2004,2,74,1,36668
2004,2,74,2,39385
2004,2,74,3,43140
2004,2,74,4,44361
2004,2,74,5,41637
2004,2,75,1,34654
2004,2,75,2,38436
2004,2,75,3,41469
2004,2,75,4,42039
2004,2,75,5,39870
2004,2,76,1,33670
2004,2,76,2,36485
2004,2,76,3,39785
2004,2,76,4,40034
2004,2,76,5,37764
2004,2,77,1,33347
2004,2,77,2,36327
2004,2,77,3,38949
2004,2,77,4,38514
2004,2,77,5,36448
2004,2,78,1,32457
2004,2,78,2,35738
2004,2,78,3,37929
2004,2,78,4,37699
2004,2,78,5,34695
2004,2,79,1,31335
2004,2,79,2,34407
2004,2,79,3,36566
2004,2,79,4,36247
2004,2,79,5,33000
2004,2,80,1,30281
2004,2,80,2,32896
2004,2,80,3,35510
2004,2,80,4,34804
2004,2,80,5,32066
2004,2,81,1,28571
2004,2,81,2,31697
2004,2,81,3,34694
2004,2,81,4,33713
2004,2,81,5,30768
2004,2,82,1,28829
2004,2,82,2,31918
2004,2,82,3,33737
2004,2,82,4,33371
2004,2,82,5,29963
2004,2,83,1,27716
2004,2,83,2,31407
2004,2,83,3,34162
2004,2,83,4,33119
2004,2,83,5,29584
2004,2,84,1,25760
2004,2,84,2,29017
2004,2,84,3,31054
2004,2,84,4,29734
2004,2,84,5,26259
2004,2,85,1,18410
2004,2,85,2,20687
2004,2,85,3,22197
2004,2,85,4,21601
2004,2,85,5,18582
2004,2,86,1,13885
2004,2,86,2,15855
2004,2,86,3,17404
2004,2,86,4,16788
2004,2,86,5,14495
2004,2,87,1,13278
2004,2,87,2,15631
2004,2,87,3,17848
2004,2,87,4,17047
2004,2,87,5,14934
2004,2,88,1,12076
2004,2,88,2,14663
2004,2,88,3,16774
2004,2,88,4,15991
2004,2,88,5,14046
2004,2,89,1,11691
2004,2,89,2,13951
2004,2,89,3,15594
2004,2,89,4,15040
2004,2,89,5,13135
2004,2,"90+",1,44112
2004,2,"90+",2,52337
2004,2,"90+",3,59501
2004,2,"90+",4,57489
2004,2,"90+",5,50295
2005,1,0,1,81811
2005,1,0,2,65579
2005,1,0,3,57081
2005,1,0,4,52702
2005,1,0,5,53382
2005,1,1,1,78012
2005,1,1,2,63024
2005,1,1,3,55980
2005,1,1,4,53619
2005,1,1,5,55145
2005,1,2,1,74829
2005,1,2,2,59507
2005,1,2,3,53786
2005,1,2,4,52044
2005,1,2,5,55612
2005,1,3,1,71505
2005,1,3,2,57130
2005,1,3,3,52223
2005,1,3,4,51394
2005,1,3,5,55481
2005,1,4,1,69454
2005,1,4,2,56774
2005,1,4,3,52516
2005,1,4,4,52873
2005,1,4,5,57914
2005,1,5,1,70533
2005,1,5,2,57782
2005,1,5,3,54378
2005,1,5,4,55277
2005,1,5,5,59917
2005,1,6,1,71109
2005,1,6,2,59518
2005,1,6,3,56139
2005,1,6,4,57160
2005,1,6,5,62109
2005,1,7,1,71828
2005,1,7,2,60297
2005,1,7,3,57139
2005,1,7,4,58200
2005,1,7,5,63028
2005,1,8,1,73775
2005,1,8,2,62158
2005,1,8,3,59254
2005,1,8,4,59665
2005,1,8,5,64155
2005,1,9,1,72708
2005,1,9,2,62060
2005,1,9,3,58706
2005,1,9,4,59770
2005,1,9,5,65127
2005,1,10,1,71834
2005,1,10,2,61453
2005,1,10,3,59012
2005,1,10,4,60562
2005,1,10,5,65430
2005,1,11,1,72892
2005,1,11,2,62992
2005,1,11,3,61083
2005,1,11,4,62059
2005,1,11,5,67499
2005,1,12,1,73118
2005,1,12,2,63476
2005,1,12,3,61298
2005,1,12,4,62320
2005,1,12,5,67296
2005,1,13,1,73557
2005,1,13,2,65632
2005,1,13,3,62778
2005,1,13,4,64369
2005,1,13,5,68901
2005,1,14,1,74529
2005,1,14,2,67294
2005,1,14,3,64019
2005,1,14,4,64761
2005,1,14,5,70483
2005,1,15,1,71892
2005,1,15,2,65534
2005,1,15,3,63655
2005,1,15,4,64247
2005,1,15,5,69002
2005,1,16,1,70875
2005,1,16,2,64047
2005,1,16,3,62276
2005,1,16,4,63144
2005,1,16,5,68864
2005,1,17,1,72183
2005,1,17,2,64186
2005,1,17,3,62246
2005,1,17,4,63685
2005,1,17,5,69197
2005,1,18,1,71883
2005,1,18,2,62810
2005,1,18,3,60946
2005,1,18,4,61104
2005,1,18,5,64923
2005,1,19,1,78365
2005,1,19,2,67422
2005,1,19,3,63193
2005,1,19,4,60774
2005,1,19,5,58496
2005,1,20,1,80870
2005,1,20,2,75115
2005,1,20,3,68166
2005,1,20,4,59804
2005,1,20,5,51982
2005,1,21,1,79662
2005,1,21,2,74727
2005,1,21,3,67069
2005,1,21,4,58520
2005,1,21,5,49854
2005,1,22,1,78339
2005,1,22,2,74701
2005,1,22,3,64912
2005,1,22,4,58053
2005,1,22,5,50114
2005,1,23,1,77553
2005,1,23,2,74220
2005,1,23,3,64720
2005,1,23,4,57160
2005,1,23,5,50704
2005,1,24,1,79305
2005,1,24,2,78740
2005,1,24,3,68637
2005,1,24,4,59721
2005,1,24,5,51888
2005,1,25,1,82257
2005,1,25,2,79852
2005,1,25,3,69130
2005,1,25,4,59070
2005,1,25,5,51213
2005,1,26,1,77220
2005,1,26,2,77418
2005,1,26,3,66632
2005,1,26,4,56781
2005,1,26,5,48954
2005,1,27,1,73500
2005,1,27,2,74225
2005,1,27,3,63695
2005,1,27,4,53913
2005,1,27,5,46332
2005,1,28,1,73056
2005,1,28,2,74588
2005,1,28,3,64375
2005,1,28,4,54609
2005,1,28,5,47079
2005,1,29,1,75177
2005,1,29,2,77458
2005,1,29,3,66664
2005,1,29,4,56175
2005,1,29,5,47971
2005,1,30,1,75501
2005,1,30,2,76872
2005,1,30,3,67775
2005,1,30,4,59142
2005,1,30,5,52211
2005,1,31,1,75405
2005,1,31,2,77359
2005,1,31,3,69283
2005,1,31,4,61373
2005,1,31,5,55774
2005,1,32,1,77647
2005,1,32,2,79992
2005,1,32,3,72886
2005,1,32,4,65483
2005,1,32,5,60651
2005,1,33,1,78770
2005,1,33,2,81254
2005,1,33,3,75330
2005,1,33,4,69521
2005,1,33,5,65035
2005,1,34,1,79507
2005,1,34,2,82519
2005,1,34,3,77116
2005,1,34,4,72508
2005,1,34,5,68841
2005,1,35,1,78756
2005,1,35,2,79941
2005,1,35,3,76171
2005,1,35,4,72659
2005,1,35,5,70434
2005,1,36,1,78361
2005,1,36,2,80534
2005,1,36,3,77472
2005,1,36,4,74987
2005,1,36,5,74640
2005,1,37,1,77848
2005,1,37,2,80461
2005,1,37,3,78296
2005,1,37,4,76488
2005,1,37,5,76529
2005,1,38,1,77922
2005,1,38,2,81251
2005,1,38,3,80145
2005,1,38,4,79781
2005,1,38,5,80389
2005,1,39,1,75381
2005,1,39,2,79562
2005,1,39,3,80171
2005,1,39,4,80420
2005,1,39,5,82393
2005,1,40,1,74520
2005,1,40,2,78466
2005,1,40,3,79710
2005,1,40,4,81294
2005,1,40,5,83960
2005,1,41,1,72750
2005,1,41,2,77360
2005,1,41,3,78487
2005,1,41,4,80077
2005,1,41,5,83964
2005,1,42,1,70483
2005,1,42,2,74360
2005,1,42,3,77119
2005,1,42,4,79046
2005,1,42,5,83323
2005,1,43,1,68341
2005,1,43,2,72213
2005,1,43,3,74848
2005,1,43,4,78413
2005,1,43,5,82721
2005,1,44,1,65279
2005,1,44,2,69875
2005,1,44,3,73065
2005,1,44,4,76806
2005,1,44,5,80982
2005,1,45,1,63897
2005,1,45,2,67066
2005,1,45,3,70154
2005,1,45,4,73703
2005,1,45,5,77328
2005,1,46,1,61750
2005,1,46,2,65520
2005,1,46,3,68964
2005,1,46,4,72929
2005,1,46,5,76674
2005,1,47,1,60253
2005,1,47,2,63830
2005,1,47,3,68216
2005,1,47,4,72339
2005,1,47,5,75438
2005,1,48,1,57427
2005,1,48,2,60436
2005,1,48,3,65526
2005,1,48,4,69425
2005,1,48,5,72672
2005,1,49,1,54505
2005,1,49,2,58696
2005,1,49,3,63335
2005,1,49,4,66983
2005,1,49,5,70738
2005,1,50,1,53041
2005,1,50,2,56393
2005,1,50,3,61654
2005,1,50,4,65535
2005,1,50,5,68146
2005,1,51,1,52710
2005,1,51,2,56221
2005,1,51,3,62342
2005,1,51,4,65788
2005,1,51,5,68832
2005,1,52,1,52141
2005,1,52,2,55554
2005,1,52,3,61480
2005,1,52,4,66541
2005,1,52,5,67829
2005,1,53,1,51172
2005,1,53,2,54707
2005,1,53,3,60402
2005,1,53,4,65458
2005,1,53,5,67338
2005,1,54,1,49908
2005,1,54,2,54941
2005,1,54,3,61850
2005,1,54,4,66533
2005,1,54,5,67714
2005,1,55,1,50890
2005,1,55,2,55864
2005,1,55,3,63346
2005,1,55,4,68222
2005,1,55,5,69395
2005,1,56,1,51143
2005,1,56,2,56709
2005,1,56,3,65826
2005,1,56,4,72189
2005,1,56,5,72204
2005,1,57,1,53005
2005,1,57,2,59592
2005,1,57,3,70583
2005,1,57,4,77521
2005,1,57,5,78502
2005,1,58,1,54842
2005,1,58,2,63559
2005,1,58,3,75398
2005,1,58,4,83958
2005,1,58,5,85487
2005,1,59,1,44126
2005,1,59,2,50362
2005,1,59,3,60686
2005,1,59,4,66989
2005,1,59,5,67538
2005,1,60,1,42598
2005,1,60,2,49000
2005,1,60,3,59251
2005,1,60,4,65467
2005,1,60,5,65630
2005,1,61,1,41459
2005,1,61,2,48146
2005,1,61,3,58373
2005,1,61,4,64812
2005,1,61,5,64791
2005,1,62,1,40382
2005,1,62,2,46146
2005,1,62,3,55478
2005,1,62,4,60537
2005,1,62,5,59494
2005,1,63,1,37577
2005,1,63,2,41837
2005,1,63,3,49418
2005,1,63,4,53883
2005,1,63,5,51330
2005,1,64,1,36506
2005,1,64,2,39359
2005,1,64,3,45451
2005,1,64,4,48326
2005,1,64,5,46491
2005,1,65,1,38178
2005,1,65,2,40451
2005,1,65,3,47259
2005,1,65,4,50504
2005,1,65,5,48432
2005,1,66,1,37522
2005,1,66,2,40451
2005,1,66,3,46875
2005,1,66,4,50233
2005,1,66,5,48684
2005,1,67,1,37297
2005,1,67,2,39392
2005,1,67,3,46374
2005,1,67,4,49631
2005,1,67,5,47521
2005,1,68,1,35659
2005,1,68,2,38343
2005,1,68,3,44671
2005,1,68,4,47328
2005,1,68,5,45847
2005,1,69,1,34282
2005,1,69,2,36267
2005,1,69,3,42537
2005,1,69,4,45906
2005,1,69,5,44197
2005,1,70,1,32302
2005,1,70,2,35258
2005,1,70,3,40968
2005,1,70,4,43701
2005,1,70,5,42647
2005,1,71,1,30166
2005,1,71,2,33020
2005,1,71,3,38712
2005,1,71,4,41023
2005,1,71,5,40208
2005,1,72,1,29384
2005,1,72,2,31883
2005,1,72,3,37771
2005,1,72,4,39814
2005,1,72,5,39204
2005,1,73,1,28982
2005,1,73,2,31658
2005,1,73,3,37281
2005,1,73,4,39273
2005,1,73,5,38038
2005,1,74,1,28132
2005,1,74,2,30942
2005,1,74,3,35578
2005,1,74,4,38018
2005,1,74,5,36608
2005,1,75,1,26499
2005,1,75,2,29243
2005,1,75,3,33887
2005,1,75,4,35593
2005,1,75,5,34809
2005,1,76,1,24219
2005,1,76,2,27378
2005,1,76,3,31766
2005,1,76,4,33154
2005,1,76,5,32487
2005,1,77,1,22760
2005,1,77,2,25665
2005,1,77,3,29444
2005,1,77,4,30979
2005,1,77,5,29904
2005,1,78,1,21701
2005,1,78,2,24502
2005,1,78,3,27874
2005,1,78,4,29304
2005,1,78,5,28001
2005,1,79,1,20293
2005,1,79,2,22610
2005,1,79,3,25976
2005,1,79,4,26984
2005,1,79,5,26452
2005,1,80,1,18659
2005,1,80,2,21118
2005,1,80,3,23862
2005,1,80,4,24598
2005,1,80,5,23596
2005,1,81,1,16905
2005,1,81,2,19327
2005,1,81,3,21780
2005,1,81,4,22425
2005,1,81,5,21496
2005,1,82,1,15508
2005,1,82,2,17614
2005,1,82,3,19784
2005,1,82,4,20574
2005,1,82,5,19405
2005,1,83,1,14471
2005,1,83,2,16544
2005,1,83,3,18747
2005,1,83,4,19036
2005,1,83,5,17954
2005,1,84,1,12774
2005,1,84,2,15131
2005,1,84,3,17193
2005,1,84,4,17648
2005,1,84,5,16776
2005,1,85,1,11291
2005,1,85,2,13086
2005,1,85,3,15067
2005,1,85,4,15207
2005,1,85,5,14177
2005,1,86,1,7810
2005,1,86,2,8930
2005,1,86,3,10713
2005,1,86,4,10528
2005,1,86,5,9658
2005,1,87,1,5146
2005,1,87,2,6095
2005,1,87,3,7326
2005,1,87,4,7432
2005,1,87,5,6833
2005,1,88,1,4475
2005,1,88,2,5848
2005,1,88,3,6934
2005,1,88,4,6895
2005,1,88,5,6445
2005,1,89,1,3787
2005,1,89,2,4743
2005,1,89,3,5821
2005,1,89,4,5873
2005,1,89,5,5601
2005,1,"90+",1,13120
2005,1,"90+",2,15859
2005,1,"90+",3,19512
2005,1,"90+",4,20170
2005,1,"90+",5,18874
2005,2,0,1,78629
2005,2,0,2,62097
2005,2,0,3,54199
2005,2,0,4,50713
2005,2,0,5,50583
2005,2,1,1,74779
2005,2,1,2,60031
2005,2,1,3,52971
2005,2,1,4,50829
2005,2,1,5,52419
2005,2,2,1,71216
2005,2,2,2,56472
2005,2,2,3,50710
2005,2,2,4,49472
2005,2,2,5,52306
2005,2,3,1,68414
2005,2,3,2,54467
2005,2,3,3,49418
2005,2,3,4,49009
2005,2,3,5,52462
2005,2,4,1,67225
2005,2,4,2,54055
2005,2,4,3,50388
2005,2,4,4,50457
2005,2,4,5,55289
2005,2,5,1,67195
2005,2,5,2,55294
2005,2,5,3,51665
2005,2,5,4,52384
2005,2,5,5,56802
2005,2,6,1,68231
2005,2,6,2,57053
2005,2,6,3,53963
2005,2,6,4,53895
2005,2,6,5,59049
2005,2,7,1,68933
2005,2,7,2,58165
2005,2,7,3,54511
2005,2,7,4,55548
2005,2,7,5,59984
2005,2,8,1,70998
2005,2,8,2,59416
2005,2,8,3,56553
2005,2,8,4,56561
2005,2,8,5,60962
2005,2,9,1,69235
2005,2,9,2,58889
2005,2,9,3,55854
2005,2,9,4,56849
2005,2,9,5,60944
2005,2,10,1,67964
2005,2,10,2,58843
2005,2,10,3,55891
2005,2,10,4,57066
2005,2,10,5,62159
2005,2,11,1,68748
2005,2,11,2,59969
2005,2,11,3,57508
2005,2,11,4,59135
2005,2,11,5,63781
2005,2,12,1,69896
2005,2,12,2,60797
2005,2,12,3,57846
2005,2,12,4,59019
2005,2,12,5,63297
2005,2,13,1,71415
2005,2,13,2,64116
2005,2,13,3,59944
2005,2,13,4,60820
2005,2,13,5,64793
2005,2,14,1,71073
2005,2,14,2,64111
2005,2,14,3,61530
2005,2,14,4,62697
2005,2,14,5,65948
2005,2,15,1,68604
2005,2,15,2,62737
2005,2,15,3,60768
2005,2,15,4,61142
2005,2,15,5,64873
2005,2,16,1,69490
2005,2,16,2,62289
2005,2,16,3,60537
2005,2,16,4,61529
2005,2,16,5,64429
2005,2,17,1,72453
2005,2,17,2,64086
2005,2,17,3,61209
2005,2,17,4,61721
2005,2,17,5,64972
2005,2,18,1,74496
2005,2,18,2,63498
2005,2,18,3,60742
2005,2,18,4,60225
2005,2,18,5,61970
2005,2,19,1,79210
2005,2,19,2,68775
2005,2,19,3,62021
2005,2,19,4,58200
2005,2,19,5,53364
2005,2,20,1,84085
2005,2,20,2,75412
2005,2,20,3,64581
2005,2,20,4,55401
2005,2,20,5,45113
2005,2,21,1,83366
2005,2,21,2,74644
2005,2,21,3,63209
2005,2,21,4,53526
2005,2,21,5,44066
2005,2,22,1,84193
2005,2,22,2,75976
2005,2,22,3,63465
2005,2,22,4,53908
2005,2,22,5,45566
2005,2,23,1,85306
2005,2,23,2,78371
2005,2,23,3,64303
2005,2,23,4,54626
2005,2,23,5,46342
2005,2,24,1,87384
2005,2,24,2,82212
2005,2,24,3,68888
2005,2,24,4,56809
2005,2,24,5,48439
2005,2,25,1,88466
2005,2,25,2,82589
2005,2,25,3,69017
2005,2,25,4,57220
2005,2,25,5,48263
2005,2,26,1,82629
2005,2,26,2,80202
2005,2,26,3,67537
2005,2,26,4,56040
2005,2,26,5,47223
2005,2,27,1,76583
2005,2,27,2,75225
2005,2,27,3,64397
2005,2,27,4,53700
2005,2,27,5,45495
2005,2,28,1,74706
2005,2,28,2,74614
2005,2,28,3,64098
2005,2,28,4,54127
2005,2,28,5,46765
2005,2,29,1,75192
2005,2,29,2,75698
2005,2,29,3,65557
2005,2,29,4,56215
2005,2,29,5,49360
2005,2,30,1,74731
2005,2,30,2,76065
2005,2,30,3,67111
2005,2,30,4,59544
2005,2,30,5,54548
2005,2,31,1,74235
2005,2,31,2,75254
2005,2,31,3,68886
2005,2,31,4,62628
2005,2,31,5,58366
2005,2,32,1,76648
2005,2,32,2,77570
2005,2,32,3,71934
2005,2,32,4,67083
2005,2,32,5,63989
2005,2,33,1,78841
2005,2,33,2,80498
2005,2,33,3,75368
2005,2,33,4,71196
2005,2,33,5,68994
2005,2,34,1,80284
2005,2,34,2,81079
2005,2,34,3,77022
2005,2,34,4,74430
2005,2,34,5,74160
2005,2,35,1,78174
2005,2,35,2,78309
2005,2,35,3,75457
2005,2,35,4,74166
2005,2,35,5,73796
2005,2,36,1,78763
2005,2,36,2,79910
2005,2,36,3,77479
2005,2,36,4,76988
2005,2,36,5,77953
2005,2,37,1,77211
2005,2,37,2,78992
2005,2,37,3,77640
2005,2,37,4,78560
2005,2,37,5,79993
2005,2,38,1,77159
2005,2,38,2,78888
2005,2,38,3,79147
2005,2,38,4,80798
2005,2,38,5,83076
2005,2,39,1,76005
2005,2,39,2,78405
2005,2,39,3,79331
2005,2,39,4,82181
2005,2,39,5,85623
2005,2,40,1,75600
2005,2,40,2,78454
2005,2,40,3,79297
2005,2,40,4,82500
2005,2,40,5,87570
2005,2,41,1,73298
2005,2,41,2,76622
2005,2,41,3,79019
2005,2,41,4,82463
2005,2,41,5,87833
2005,2,42,1,72148
2005,2,42,2,75075
2005,2,42,3,76711
2005,2,42,4,81534
2005,2,42,5,86195
2005,2,43,1,70050
2005,2,43,2,72638
2005,2,43,3,75823
2005,2,43,4,79010
2005,2,43,5,84604
2005,2,44,1,67073
2005,2,44,2,70160
2005,2,44,3,72688
2005,2,44,4,77319
2005,2,44,5,82691
2005,2,45,1,64360
2005,2,45,2,66901
2005,2,45,3,70721
2005,2,45,4,74792
2005,2,45,5,78572
2005,2,46,1,61600
2005,2,46,2,65608
2005,2,46,3,69537
2005,2,46,4,73662
2005,2,46,5,77224
2005,2,47,1,60486
2005,2,47,2,63457
2005,2,47,3,68182
2005,2,47,4,72841
2005,2,47,5,76577
2005,2,48,1,58153
2005,2,48,2,61543
2005,2,48,3,66098
2005,2,48,4,70826
2005,2,48,5,73234
2005,2,49,1,55216
2005,2,49,2,59564
2005,2,49,3,64713
2005,2,49,4,68454
2005,2,49,5,71150
2005,2,50,1,53346
2005,2,50,2,57196
2005,2,50,3,63031
2005,2,50,4,66993
2005,2,50,5,69450
2005,2,51,1,52720
2005,2,51,2,57287
2005,2,51,3,63867
2005,2,51,4,68104
2005,2,51,5,69737
2005,2,52,1,51043
2005,2,52,2,56239
2005,2,52,3,63399
2005,2,52,4,67819
2005,2,52,5,69469
2005,2,53,1,50118
2005,2,53,2,55175
2005,2,53,3,62566
2005,2,53,4,67225
2005,2,53,5,68976
2005,2,54,1,49277
2005,2,54,2,55012
2005,2,54,3,63496
2005,2,54,4,68804
2005,2,54,5,69228
2005,2,55,1,50148
2005,2,55,2,56812
2005,2,55,3,65216
2005,2,55,4,70817
2005,2,55,5,72311
2005,2,56,1,50462
2005,2,56,2,57807
2005,2,56,3,67114
2005,2,56,4,73937
2005,2,56,5,74967
2005,2,57,1,51996
2005,2,57,2,60823
2005,2,57,3,72432
2005,2,57,4,80081
2005,2,57,5,81001
2005,2,58,1,54647
2005,2,58,2,64124
2005,2,58,3,77576
2005,2,58,4,86207
2005,2,58,5,87386
2005,2,59,1,44630
2005,2,59,2,51965
2005,2,59,3,62477
2005,2,59,4,68853
2005,2,59,5,68399
2005,2,60,1,43013
2005,2,60,2,50656
2005,2,60,3,61268
2005,2,60,4,67317
2005,2,60,5,67135
2005,2,61,1,42296
2005,2,61,2,49575
2005,2,61,3,59979
2005,2,61,4,66699
2005,2,61,5,66325
2005,2,62,1,41897
2005,2,62,2,47830
2005,2,62,3,57509
2005,2,62,4,62423
2005,2,62,5,61456
2005,2,63,1,39489
2005,2,63,2,43972
2005,2,63,3,52048
2005,2,63,4,55965
2005,2,63,5,53438
2005,2,64,1,38183
2005,2,64,2,41788
2005,2,64,3,47928
2005,2,64,4,51034
2005,2,64,5,48799
2005,2,65,1,40061
2005,2,65,2,43802
2005,2,65,3,50014
2005,2,65,4,53235
2005,2,65,5,51428
2005,2,66,1,40301
2005,2,66,2,43609
2005,2,66,3,50132
2005,2,66,4,53349
2005,2,66,5,51829
2005,2,67,1,39793
2005,2,67,2,43550
2005,2,67,3,49077
2005,2,67,4,52404
2005,2,67,5,50825
2005,2,68,1,38961
2005,2,68,2,42152
2005,2,68,3,47751
2005,2,68,4,50979
2005,2,68,5,49076
2005,2,69,1,37958
2005,2,69,2,41115
2005,2,69,3,46835
2005,2,69,4,48745
2005,2,69,5,47689
2005,2,70,1,36990
2005,2,70,2,39878
2005,2,70,3,45328
2005,2,70,4,47356
2005,2,70,5,46072
2005,2,71,1,35557
2005,2,71,2,38306
2005,2,71,3,43512
2005,2,71,4,45201
2005,2,71,5,44000
2005,2,72,1,35333
2005,2,72,2,38538
2005,2,72,3,43303
2005,2,72,4,44801
2005,2,72,5,42628
2005,2,73,1,35536
2005,2,73,2,39028
2005,2,73,3,43516
2005,2,73,4,44530
2005,2,73,5,42536
2005,2,74,1,35886
2005,2,74,2,39241
2005,2,74,3,43464
2005,2,74,4,44166
2005,2,74,5,42359
2005,2,75,1,35183
2005,2,75,2,38062
2005,2,75,3,42154
2005,2,75,4,43429
2005,2,75,5,40907
