"year","sex","age","qimd","pops"
2008,1,26,5,49907
2008,1,27,1,89365
2008,1,27,2,88153
2008,1,27,3,73904
2008,1,27,4,60231
2008,1,27,5,49778
2008,1,28,1,89411
2008,1,28,2,89368
2008,1,28,3,74747
2008,1,28,4,61272
2008,1,28,5,50903
2008,1,29,1,83471
2008,1,29,2,85449
2008,1,29,3,71944
2008,1,29,4,59567
2008,1,29,5,49839
2008,1,30,1,78659
2008,1,30,2,78537
2008,1,30,3,66858
2008,1,30,4,56394
2008,1,30,5,49370
2008,1,31,1,75809
2008,1,31,2,76250
2008,1,31,3,65727
2008,1,31,4,56606
2008,1,31,5,50572
2008,1,32,1,76034
2008,1,32,2,76742
2008,1,32,3,67260
2008,1,32,4,57957
2008,1,32,5,52246
2008,1,33,1,74941
2008,1,33,2,76142
2008,1,33,3,68293
2008,1,33,4,60987
2008,1,33,5,56500
2008,1,34,1,74584
2008,1,34,2,76506
2008,1,34,3,69646
2008,1,34,4,63580
2008,1,34,5,60083
2008,1,35,1,75914
2008,1,35,2,77316
2008,1,35,3,72715
2008,1,35,4,67707
2008,1,35,5,65929
2008,1,36,1,77308
2008,1,36,2,78843
2008,1,36,3,75275
2008,1,36,4,72159
2008,1,36,5,71050
2008,1,37,1,77796
2008,1,37,2,79857
2008,1,37,3,77763
2008,1,37,4,75550
2008,1,37,5,74772
2008,1,38,1,76724
2008,1,38,2,78491
2008,1,38,3,75932
2008,1,38,4,74605
2008,1,38,5,74917
2008,1,39,1,76258
2008,1,39,2,78143
2008,1,39,3,77588
2008,1,39,4,77009
2008,1,39,5,78846
2008,1,40,1,76240
2008,1,40,2,78046
2008,1,40,3,77453
2008,1,40,4,77853
2008,1,40,5,79822
2008,1,41,1,75965
2008,1,41,2,78779
2008,1,41,3,79460
2008,1,41,4,80307
2008,1,41,5,82492
2008,1,42,1,72716
2008,1,42,2,77435
2008,1,42,3,79311
2008,1,42,4,80702
2008,1,42,5,83740
2008,1,43,1,71568
2008,1,43,2,76261
2008,1,43,3,79266
2008,1,43,4,81516
2008,1,43,5,85297
2008,1,44,1,70291
2008,1,44,2,75242
2008,1,44,3,78317
2008,1,44,4,80929
2008,1,44,5,85021
2008,1,45,1,69394
2008,1,45,2,73183
2008,1,45,3,76395
2008,1,45,4,79483
2008,1,45,5,83550
2008,1,46,1,67586
2008,1,46,2,70968
2008,1,46,3,74490
2008,1,46,4,78170
2008,1,46,5,82285
2008,1,47,1,63974
2008,1,47,2,68955
2008,1,47,3,72749
2008,1,47,4,76838
2008,1,47,5,80433
2008,1,48,1,61945
2008,1,48,2,66205
2008,1,48,3,70240
2008,1,48,4,73579
2008,1,48,5,77479
2008,1,49,1,60110
2008,1,49,2,64584
2008,1,49,3,68975
2008,1,49,4,72731
2008,1,49,5,76253
2008,1,50,1,59434
2008,1,50,2,62895
2008,1,50,3,67929
2008,1,50,4,71880
2008,1,50,5,74609
2008,1,51,1,57168
2008,1,51,2,59948
2008,1,51,3,65164
2008,1,51,4,69379
2008,1,51,5,71806
2008,1,52,1,54237
2008,1,52,2,58088
2008,1,52,3,63202
2008,1,52,4,67007
2008,1,52,5,69671
2008,1,53,1,51599
2008,1,53,2,55878
2008,1,53,3,61673
2008,1,53,4,65238
2008,1,53,5,67095
2008,1,54,1,51392
2008,1,54,2,55543
2008,1,54,3,61951
2008,1,54,4,65734
2008,1,54,5,68014
2008,1,55,1,51086
2008,1,55,2,54661
2008,1,55,3,61385
2008,1,55,4,65889
2008,1,55,5,66297
2008,1,56,1,49520
2008,1,56,2,53359
2008,1,56,3,59831
2008,1,56,4,64296
2008,1,56,5,65200
2008,1,57,1,48194
2008,1,57,2,53662
2008,1,57,3,61207
2008,1,57,4,65516
2008,1,57,5,65822
2008,1,58,1,48751
2008,1,58,2,54383
2008,1,58,3,62500
2008,1,58,4,67191
2008,1,58,5,67456
2008,1,59,1,48725
2008,1,59,2,55017
2008,1,59,3,65012
2008,1,59,4,70909
2008,1,59,5,70246
2008,1,60,1,50638
2008,1,60,2,57488
2008,1,60,3,69184
2008,1,60,4,76195
2008,1,60,5,76077
2008,1,61,1,52506
2008,1,61,2,61603
2008,1,61,3,74446
2008,1,61,4,83147
2008,1,61,5,83353
2008,1,62,1,41295
2008,1,62,2,48076
2008,1,62,3,58683
2008,1,62,4,65042
2008,1,62,5,64792
2008,1,63,1,39608
2008,1,63,2,46511
2008,1,63,3,57506
2008,1,63,4,63769
2008,1,63,5,62928
2008,1,64,1,38816
2008,1,64,2,46090
2008,1,64,3,57008
2008,1,64,4,63278
2008,1,64,5,62792
2008,1,65,1,37531
2008,1,65,2,43914
2008,1,65,3,53484
2008,1,65,4,58570
2008,1,65,5,57282
2008,1,66,1,34843
2008,1,66,2,39347
2008,1,66,3,47875
2008,1,66,4,52165
2008,1,66,5,49714
2008,1,67,1,33184
2008,1,67,2,36769
2008,1,67,3,43519
2008,1,67,4,46000
2008,1,67,5,44488
2008,1,68,1,34532
2008,1,68,2,37774
2008,1,68,3,45260
2008,1,68,4,48562
2008,1,68,5,46527
2008,1,69,1,33657
2008,1,69,2,37524
2008,1,69,3,44579
2008,1,69,4,48329
2008,1,69,5,46978
2008,1,70,1,33134
2008,1,70,2,36516
2008,1,70,3,43828
2008,1,70,4,47488
2008,1,70,5,45649
2008,1,71,1,31512
2008,1,71,2,35103
2008,1,71,3,42032
2008,1,71,4,44917
2008,1,71,5,43973
2008,1,72,1,30066
2008,1,72,2,33220
2008,1,72,3,39765
2008,1,72,4,43463
2008,1,72,5,41896
2008,1,73,1,28184
2008,1,73,2,32151
2008,1,73,3,37901
2008,1,73,4,41081
2008,1,73,5,40229
2008,1,74,1,26091
2008,1,74,2,29669
2008,1,74,3,35466
2008,1,74,4,38079
2008,1,74,5,37653
2008,1,75,1,25053
2008,1,75,2,28361
2008,1,75,3,34121
2008,1,75,4,36464
2008,1,75,5,36331
2008,1,76,1,24350
2008,1,76,2,27656
2008,1,76,3,33547
2008,1,76,4,35756
2008,1,76,5,35077
2008,1,77,1,23167
2008,1,77,2,26564
2008,1,77,3,31586
2008,1,77,4,34213
2008,1,77,5,33464
2008,1,78,1,21597
2008,1,78,2,24792
2008,1,78,3,29501
2008,1,78,4,31529
2008,1,78,5,31439
2008,1,79,1,19312
2008,1,79,2,22900
2008,1,79,3,27377
2008,1,79,4,28805
2008,1,79,5,28754
2008,1,80,1,17838
2008,1,80,2,21028
2008,1,80,3,24882
2008,1,80,4,26370
2008,1,80,5,25943
2008,1,81,1,16764
2008,1,81,2,19661
2008,1,81,3,22938
2008,1,81,4,24538
2008,1,81,5,23815
2008,1,82,1,15435
2008,1,82,2,17571
2008,1,82,3,20974
2008,1,82,4,22080
2008,1,82,5,21899
2008,1,83,1,13526
2008,1,83,2,16108
2008,1,83,3,18709
2008,1,83,4,19635
2008,1,83,5,19276
2008,1,84,1,11936
2008,1,84,2,14348
2008,1,84,3,16618
2008,1,84,4,17404
2008,1,84,5,17085
2008,1,85,1,10236
2008,1,85,2,12650
2008,1,85,3,14745
2008,1,85,4,15674
2008,1,85,5,14943
2008,1,86,1,9404
2008,1,86,2,11410
2008,1,86,3,13653
2008,1,86,4,13968
2008,1,86,5,13351
2008,1,87,1,7766
2008,1,87,2,9873
2008,1,87,3,11955
2008,1,87,4,12197
2008,1,87,5,11567
2008,1,88,1,6516
2008,1,88,2,8239
2008,1,88,3,9427
2008,1,88,4,9814
2008,1,88,5,9175
2008,1,89,1,4898
2008,1,89,2,5995
2008,1,89,3,7163
2008,1,89,4,7186
2008,1,89,5,6658
2008,1,"90+",1,12589
2008,1,"90+",2,16020
2008,1,"90+",3,19768
2008,1,"90+",4,20581
2008,1,"90+",5,19514
2008,2,0,1,86849
2008,2,0,2,70564
2008,2,0,3,60699
2008,2,0,4,54540
2008,2,0,5,53307
2008,2,1,1,82292
2008,2,1,2,66373
2008,2,1,3,57383
2008,2,1,4,53395
2008,2,1,5,54152
2008,2,2,1,79599
2008,2,2,2,63815
2008,2,2,3,55945
2008,2,2,4,53012
2008,2,2,5,54709
2008,2,3,1,75199
2008,2,3,2,59835
2008,2,3,3,53862
2008,2,3,4,52324
2008,2,3,5,55261
2008,2,4,1,71799
2008,2,4,2,57887
2008,2,4,3,52798
2008,2,4,4,52491
2008,2,4,5,56301
2008,2,5,1,68452
2008,2,5,2,55342
2008,2,5,3,50905
2008,2,5,4,51011
2008,2,5,5,55428
2008,2,6,1,66263
2008,2,6,2,53873
2008,2,6,3,49944
2008,2,6,4,50519
2008,2,6,5,54718
2008,2,7,1,65927
2008,2,7,2,53826
2008,2,7,3,51611
2008,2,7,4,52222
2008,2,7,5,57435
2008,2,8,1,65814
2008,2,8,2,55383
2008,2,8,3,53141
2008,2,8,4,54096
2008,2,8,5,58974
2008,2,9,1,66875
2008,2,9,2,57238
2008,2,9,3,55416
2008,2,9,4,55750
2008,2,9,5,61446
2008,2,10,1,67788
2008,2,10,2,58456
2008,2,10,3,55307
2008,2,10,4,57380
2008,2,10,5,62016
2008,2,11,1,69961
2008,2,11,2,59798
2008,2,11,3,57747
2008,2,11,4,58532
2008,2,11,5,63047
2008,2,12,1,68300
2008,2,12,2,59504
2008,2,12,3,57065
2008,2,12,4,58650
2008,2,12,5,63049
2008,2,13,1,66970
2008,2,13,2,59163
2008,2,13,3,57411
2008,2,13,4,58815
2008,2,13,5,64485
2008,2,14,1,68131
2008,2,14,2,60528
2008,2,14,3,58629
2008,2,14,4,60929
2008,2,14,5,66062
2008,2,15,1,69513
2008,2,15,2,61889
2008,2,15,3,59563
2008,2,15,4,60666
2008,2,15,5,64726
2008,2,16,1,71775
2008,2,16,2,66233
2008,2,16,3,61949
2008,2,16,4,62200
2008,2,16,5,65847
2008,2,17,1,71934
2008,2,17,2,66770
2008,2,17,3,63460
2008,2,17,4,64212
2008,2,17,5,66959
2008,2,18,1,72139
2008,2,18,2,66228
2008,2,18,3,62758
2008,2,18,4,61539
2008,2,18,5,63821
2008,2,19,1,79039
2008,2,19,2,71471
2008,2,19,3,64635
2008,2,19,4,60505
2008,2,19,5,56844
2008,2,20,1,87008
2008,2,20,2,79062
2008,2,20,3,67234
2008,2,20,4,58269
2008,2,20,5,49366
2008,2,21,1,89449
2008,2,21,2,79773
2008,2,21,3,66366
2008,2,21,4,56655
2008,2,21,5,47129
2008,2,22,1,90991
2008,2,22,2,82383
2008,2,22,3,68760
2008,2,22,4,56964
2008,2,22,5,48723
2008,2,23,1,92988
2008,2,23,2,85322
2008,2,23,3,69563
2008,2,23,4,57182
2008,2,23,5,49476
2008,2,24,1,92599
2008,2,24,2,85644
2008,2,24,3,69418
2008,2,24,4,56587
2008,2,24,5,47361
2008,2,25,1,95152
2008,2,25,2,86098
2008,2,25,3,69220
2008,2,25,4,55924
2008,2,25,5,46773
2008,2,26,1,94639
2008,2,26,2,87326
2008,2,26,3,70511
2008,2,26,4,56296
2008,2,26,5,46571
2008,2,27,1,93268
2008,2,27,2,88381
2008,2,27,3,72626
2008,2,27,4,58819
2008,2,27,5,48202
2008,2,28,1,91660
2008,2,28,2,88111
2008,2,28,3,73336
2008,2,28,4,59956
2008,2,28,5,49808
2008,2,29,1,84611
2008,2,29,2,83479
2008,2,29,3,71331
2008,2,29,4,59279
2008,2,29,5,50466
2008,2,30,1,78020
2008,2,30,2,76368
2008,2,30,3,66334
2008,2,30,4,57075
2008,2,30,5,50505
2008,2,31,1,74444
2008,2,31,2,73769
2008,2,31,3,65176
2008,2,31,4,57352
2008,2,31,5,52203
2008,2,32,1,75216
2008,2,32,2,75151
2008,2,32,3,65922
2008,2,32,4,59582
2008,2,32,5,55774
2008,2,33,1,73528
2008,2,33,2,74859
2008,2,33,3,67788
2008,2,33,4,63195
2008,2,33,5,60494
2008,2,34,1,73035
2008,2,34,2,73771
2008,2,34,3,69271
2008,2,34,4,65708
2008,2,34,5,64082
2008,2,35,1,74734
2008,2,35,2,75343
2008,2,35,3,72015
2008,2,35,4,69682
2008,2,35,5,69773
2008,2,36,1,76426
2008,2,36,2,78047
2008,2,36,3,75195
2008,2,36,4,74193
2008,2,36,5,74638
2008,2,37,1,77562
2008,2,37,2,78798
2008,2,37,3,77526
2008,2,37,4,77170
2008,2,37,5,79921
2008,2,38,1,75622
2008,2,38,2,76312
2008,2,38,3,75675
2008,2,38,4,76376
2008,2,38,5,78218
2008,2,39,1,76320
2008,2,39,2,77855
2008,2,39,3,77684
2008,2,39,4,79211
2008,2,39,5,81769
2008,2,40,1,74372
2008,2,40,2,76853
2008,2,40,3,77659
2008,2,40,4,79969
2008,2,40,5,83291
2008,2,41,1,74695
2008,2,41,2,76761
2008,2,41,3,79110
2008,2,41,4,81928
2008,2,41,5,85679
2008,2,42,1,73573
2008,2,42,2,76909
2008,2,42,3,79328
2008,2,42,4,82761
2008,2,42,5,87750
2008,2,43,1,73389
2008,2,43,2,77143
2008,2,43,3,79343
2008,2,43,4,83458
2008,2,43,5,89076
2008,2,44,1,71633
2008,2,44,2,75477
2008,2,44,3,79039
2008,2,44,4,83334
2008,2,44,5,88913
2008,2,45,1,70472
2008,2,45,2,73801
2008,2,45,3,77067
2008,2,45,4,82654
2008,2,45,5,86996
2008,2,46,1,68487
2008,2,46,2,71629
2008,2,46,3,76029
2008,2,46,4,80210
2008,2,46,5,84843
2008,2,47,1,65446
2008,2,47,2,69059
2008,2,47,3,73248
2008,2,47,4,78020
2008,2,47,5,82329
2008,2,48,1,62495
2008,2,48,2,66766
2008,2,48,3,70913
2008,2,48,4,75169
2008,2,48,5,78387
2008,2,49,1,60334
2008,2,49,2,64920
2008,2,49,3,69815
2008,2,49,4,73902
2008,2,49,5,76975
2008,2,50,1,59286
2008,2,50,2,62923
2008,2,50,3,68429
2008,2,50,4,72999
2008,2,50,5,75466
2008,2,51,1,57095
2008,2,51,2,60908
2008,2,51,3,66063
2008,2,51,4,70809
2008,2,51,5,72206
2008,2,52,1,54327
2008,2,52,2,58776
2008,2,52,3,64869
2008,2,52,4,68092
2008,2,52,5,70169
2008,2,53,1,51726
2008,2,53,2,56482
2008,2,53,3,63036
2008,2,53,4,66713
2008,2,53,5,68353
2008,2,54,1,51216
2008,2,54,2,56437
2008,2,54,3,63828
2008,2,54,4,68099
2008,2,54,5,68508
2008,2,55,1,49525
2008,2,55,2,55171
2008,2,55,3,63183
2008,2,55,4,67621
2008,2,55,5,68263
2008,2,56,1,48452
2008,2,56,2,54146
2008,2,56,3,62223
2008,2,56,4,66636
2008,2,56,5,67563
2008,2,57,1,47542
2008,2,57,2,54225
2008,2,57,3,63297
2008,2,57,4,68233
2008,2,57,5,68079
2008,2,58,1,48431
2008,2,58,2,55822
2008,2,58,3,65072
2008,2,58,4,70323
2008,2,58,5,70924
2008,2,59,1,48551
2008,2,59,2,56525
2008,2,59,3,66648
2008,2,59,4,73371
2008,2,59,5,73753
2008,2,60,1,50265
2008,2,60,2,59330
2008,2,60,3,71878
2008,2,60,4,79173
2008,2,60,5,79343
2008,2,61,1,52587
2008,2,61,2,62956
2008,2,61,3,77568
2008,2,61,4,86071
2008,2,61,5,86617
2008,2,62,1,42025
2008,2,62,2,50065
2008,2,62,3,61572
2008,2,62,4,67603
2008,2,62,5,66969
2008,2,63,1,40572
2008,2,63,2,48792
2008,2,63,3,60151
2008,2,63,4,66216
2008,2,63,5,65661
2008,2,64,1,40077
2008,2,64,2,48174
2008,2,64,3,59362
2008,2,64,4,66093
2008,2,64,5,65328
2008,2,65,1,39469
2008,2,65,2,46265
2008,2,65,3,56314
2008,2,65,4,61579
2008,2,65,5,60350
2008,2,66,1,37031
2008,2,66,2,42226
2008,2,66,3,50856
2008,2,66,4,55143
2008,2,66,5,52765
2008,2,67,1,35432
2008,2,67,2,39546
2008,2,67,3,46292
2008,2,67,4,49680
2008,2,67,5,47754
2008,2,68,1,37098
2008,2,68,2,41727
2008,2,68,3,48515
2008,2,68,4,51798
2008,2,68,5,50092
2008,2,69,1,37309
2008,2,69,2,41364
2008,2,69,3,48555
2008,2,69,4,51774
2008,2,69,5,50524
2008,2,70,1,36664
2008,2,70,2,40985
2008,2,70,3,47390
2008,2,70,4,50735
2008,2,70,5,49504
2008,2,71,1,35633
2008,2,71,2,39645
2008,2,71,3,45845
2008,2,71,4,49083
2008,2,71,5,47817
2008,2,72,1,34500
2008,2,72,2,38760
2008,2,72,3,44749
2008,2,72,4,46990
2008,2,72,5,46183
2008,2,73,1,33616
2008,2,73,2,37515
2008,2,73,3,43182
2008,2,73,4,45246
2008,2,73,5,44603
2008,2,74,1,32062
2008,2,74,2,35519
2008,2,74,3,41292
2008,2,74,4,43000
2008,2,74,5,42399
2008,2,75,1,31341
2008,2,75,2,35603
2008,2,75,3,40552
2008,2,75,4,42269
2008,2,75,5,40527
2008,2,76,1,31739
2008,2,76,2,35636
2008,2,76,3,40621
2008,2,76,4,41626
2008,2,76,5,40450
2008,2,77,1,31289
2008,2,77,2,35655
2008,2,77,3,40170
2008,2,77,4,40869
2008,2,77,5,39986
2008,2,78,1,30305
2008,2,78,2,34248
2008,2,78,3,38398
2008,2,78,4,40285
2008,2,78,5,38223
2008,2,79,1,28089
2008,2,79,2,32857
2008,2,79,3,36568
2008,2,79,4,37278
2008,2,79,5,35902
2008,2,80,1,26924
2008,2,80,2,30630
2008,2,80,3,34224
2008,2,80,4,35087
2008,2,80,5,33539
2008,2,81,1,25936
2008,2,81,2,29601
2008,2,81,3,32945
2008,2,81,4,33127
2008,2,81,5,31645
2008,2,82,1,24789
2008,2,82,2,28357
2008,2,82,3,31385
2008,2,82,4,31641
2008,2,82,5,29848
2008,2,83,1,23354
2008,2,83,2,26853
2008,2,83,3,29534
2008,2,83,4,29997
2008,2,83,5,27460
2008,2,84,1,21859
2008,2,84,2,24995
2008,2,84,3,27945
2008,2,84,4,28049
2008,2,84,5,26212
2008,2,85,1,19763
2008,2,85,2,23532
2008,2,85,3,26941
2008,2,85,4,26415
2008,2,85,5,24426
2008,2,86,1,19086
2008,2,86,2,22799
2008,2,86,3,25117
2008,2,86,4,24992
2008,2,86,5,22896
2008,2,87,1,17566
2008,2,87,2,21571
2008,2,87,3,24615
2008,2,87,4,23864
2008,2,87,5,21624
2008,2,88,1,15146
2008,2,88,2,18561
2008,2,88,3,20600
2008,2,88,4,20099
2008,2,88,5,17917
2008,2,89,1,11235
2008,2,89,2,13470
2008,2,89,3,15262
2008,2,89,4,15060
2008,2,89,5,13245
2008,2,"90+",1,40783
2008,2,"90+",2,50480
2008,2,"90+",3,58730
2008,2,"90+",4,57445
2008,2,"90+",5,51439
2009,1,0,1,90436
2009,1,0,2,74304
2009,1,0,3,63623
2009,1,0,4,56474
2009,1,0,5,54270
2009,1,1,1,89395
2009,1,1,2,73676
2009,1,1,3,62926
2009,1,1,4,57613
2009,1,1,5,57712
2009,1,2,1,85212
2009,1,2,2,69218
2009,1,2,3,60167
2009,1,2,4,56836
2009,1,2,5,58222
2009,1,3,1,82244
2009,1,3,2,65829
2009,1,3,3,58562
2009,1,3,4,56514
2009,1,3,5,58887
2009,1,4,1,77271
2009,1,4,2,62490
2009,1,4,3,56872
2009,1,4,4,55011
2009,1,4,5,58938
2009,1,5,1,73810
2009,1,5,2,60757
2009,1,5,3,55685
2009,1,5,4,55311
2009,1,5,5,60164
2009,1,6,1,71913
2009,1,6,2,58165
2009,1,6,3,53890
2009,1,6,4,53794
2009,1,6,5,58971
2009,1,7,1,68804
2009,1,7,2,56788
2009,1,7,3,52502
2009,1,7,4,53245
2009,1,7,5,58508
2009,1,8,1,68103
2009,1,8,2,57052
2009,1,8,3,53930
2009,1,8,4,55199
2009,1,8,5,60425
2009,1,9,1,68756
2009,1,9,2,58459
2009,1,9,3,55909
2009,1,9,4,57543
2009,1,9,5,62760
2009,1,10,1,69945
2009,1,10,2,60192
2009,1,10,3,57690
2009,1,10,4,59689
2009,1,10,5,64889
2009,1,11,1,70593
2009,1,11,2,60537
2009,1,11,3,58747
2009,1,11,4,60596
2009,1,11,5,65857
2009,1,12,1,72226
2009,1,12,2,62468
2009,1,12,3,61116
2009,1,12,4,62132
2009,1,12,5,67301
2009,1,13,1,72348
2009,1,13,2,63206
2009,1,13,3,60719
2009,1,13,4,61747
2009,1,13,5,67678
2009,1,14,1,70891
2009,1,14,2,62048
2009,1,14,3,60096
2009,1,14,4,62196
2009,1,14,5,68118
2009,1,15,1,71786
2009,1,15,2,64027
2009,1,15,3,62974
2009,1,15,4,64571
2009,1,15,5,70689
2009,1,16,1,72095
2009,1,16,2,65239
2009,1,16,3,62903
2009,1,16,4,63935
2009,1,16,5,69986
2009,1,17,1,72795
2009,1,17,2,67693
2009,1,17,3,64205
2009,1,17,4,65971
2009,1,17,5,71133
2009,1,18,1,77040
2009,1,18,2,72007
2009,1,18,3,67481
2009,1,18,4,66494
2009,1,18,5,70195
2009,1,19,1,79964
2009,1,19,2,72988
2009,1,19,3,67953
2009,1,19,4,64149
2009,1,19,5,62428
2009,1,20,1,78393
2009,1,20,2,74940
2009,1,20,3,69371
2009,1,20,4,61029
2009,1,20,5,55942
2009,1,21,1,80998
2009,1,21,2,77066
2009,1,21,3,69137
2009,1,21,4,61046
2009,1,21,5,55108
2009,1,22,1,80915
2009,1,22,2,76154
2009,1,22,3,66715
2009,1,22,4,58808
2009,1,22,5,52635
2009,1,23,1,85115
2009,1,23,2,80469
2009,1,23,3,69816
2009,1,23,4,59164
2009,1,23,5,53366
2009,1,24,1,89446
2009,1,24,2,85440
2009,1,24,3,72183
2009,1,24,4,60107
2009,1,24,5,53185
2009,1,25,1,90674
2009,1,25,2,84085
2009,1,25,3,70380
2009,1,25,4,58075
2009,1,25,5,49886
2009,1,26,1,90360
2009,1,26,2,85213
2009,1,26,3,71189
2009,1,26,4,58270
2009,1,26,5,49376
2009,1,27,1,88972
2009,1,27,2,85923
2009,1,27,3,71440
2009,1,27,4,57893
2009,1,27,5,49088
2009,1,28,1,90241
2009,1,28,2,89453
2009,1,28,3,74677
2009,1,28,4,60021
2009,1,28,5,49069
2009,1,29,1,90294
2009,1,29,2,90216
2009,1,29,3,75538
2009,1,29,4,61637
2009,1,29,5,50673
2009,1,30,1,85486
2009,1,30,2,85631
2009,1,30,3,72328
2009,1,30,4,60266
2009,1,30,5,51541
2009,1,31,1,79659
2009,1,31,2,79244
2009,1,31,3,67751
2009,1,31,4,56861
2009,1,31,5,49804
2009,1,32,1,76464
2009,1,32,2,76670
2009,1,32,3,66485
2009,1,32,4,57366
2009,1,32,5,51569
2009,1,33,1,76364
2009,1,33,2,77127
2009,1,33,3,67757
2009,1,33,4,58845
2009,1,33,5,53134
2009,1,34,1,75270
2009,1,34,2,76339
2009,1,34,3,68600
2009,1,34,4,61594
2009,1,34,5,57602
2009,1,35,1,73950
2009,1,35,2,75066
2009,1,35,3,69093
2009,1,35,4,64181
2009,1,35,5,61879
2009,1,36,1,75571
2009,1,36,2,76786
2009,1,36,3,72499
2009,1,36,4,67953
2009,1,36,5,66590
2009,1,37,1,76811
2009,1,37,2,78467
2009,1,37,3,74991
2009,1,37,4,72453
2009,1,37,5,71799
2009,1,38,1,77280
2009,1,38,2,79420
2009,1,38,3,77335
2009,1,38,4,75857
2009,1,38,5,75900
2009,1,39,1,75985
2009,1,39,2,77737
2009,1,39,3,75693
2009,1,39,4,74782
2009,1,39,5,75681
2009,1,40,1,76400
2009,1,40,2,78184
2009,1,40,3,77373
2009,1,40,4,77068
2009,1,40,5,79396
2009,1,41,1,75906
2009,1,41,2,77703
2009,1,41,3,77306
2009,1,41,4,78122
2009,1,41,5,80305
2009,1,42,1,75539
2009,1,42,2,78440
2009,1,42,3,79244
2009,1,42,4,80538
2009,1,42,5,82817
2009,1,43,1,72160
2009,1,43,2,77374
2009,1,43,3,79062
2009,1,43,4,80891
2009,1,43,5,83921
2009,1,44,1,71019
2009,1,44,2,75818
2009,1,44,3,79346
2009,1,44,4,81716
2009,1,44,5,85462
2009,1,45,1,70914
2009,1,45,2,75294
2009,1,45,3,77925
2009,1,45,4,80805
2009,1,45,5,84575
2009,1,46,1,69264
2009,1,46,2,72957
2009,1,46,3,76274
2009,1,46,4,79664
2009,1,46,5,83587
2009,1,47,1,67506
2009,1,47,2,70992
2009,1,47,3,74665
2009,1,47,4,78326
2009,1,47,5,82284
2009,1,48,1,63868
2009,1,48,2,68926
2009,1,48,3,72690
2009,1,48,4,76943
2009,1,48,5,80320
2009,1,49,1,61781
2009,1,49,2,66233
2009,1,49,3,70203
2009,1,49,4,73633
2009,1,49,5,77436
2009,1,50,1,60773
2009,1,50,2,64441
2009,1,50,3,68586
2009,1,50,4,72575
2009,1,50,5,75786
2009,1,51,1,59162
2009,1,51,2,62689
2009,1,51,3,67796
2009,1,51,4,71821
2009,1,51,5,74376
2009,1,52,1,56817
2009,1,52,2,59809
2009,1,52,3,65098
2009,1,52,4,69375
2009,1,52,5,71457
2009,1,53,1,54085
2009,1,53,2,57826
2009,1,53,3,63133
2009,1,53,4,67018
2009,1,53,5,69532
2009,1,54,1,51186
2009,1,54,2,55809
2009,1,54,3,61473
2009,1,54,4,65116
2009,1,54,5,66789
2009,1,55,1,51429
2009,1,55,2,55380
2009,1,55,3,61799
2009,1,55,4,65299
2009,1,55,5,67355
2009,1,56,1,50589
2009,1,56,2,54434
2009,1,56,3,61203
2009,1,56,4,65790
2009,1,56,5,65955
2009,1,57,1,48913
2009,1,57,2,52917
2009,1,57,3,59709
2009,1,57,4,63998
2009,1,57,5,64808
2009,1,58,1,47729
2009,1,58,2,53275
2009,1,58,3,60925
2009,1,58,4,65189
2009,1,58,5,65509
2009,1,59,1,48039
2009,1,59,2,54031
2009,1,59,3,62142
2009,1,59,4,66885
2009,1,59,5,66991
2009,1,60,1,48029
2009,1,60,2,54433
2009,1,60,3,64658
2009,1,60,4,70528
2009,1,60,5,69850
2009,1,61,1,49680
2009,1,61,2,56874
2009,1,61,3,68637
2009,1,61,4,75667
2009,1,61,5,75614
2009,1,62,1,51781
2009,1,62,2,61113
2009,1,62,3,74210
2009,1,62,4,82907
2009,1,62,5,82969
2009,1,63,1,40583
2009,1,63,2,47558
2009,1,63,3,58042
2009,1,63,4,64497
2009,1,63,5,64227
2009,1,64,1,38838
2009,1,64,2,45798
2009,1,64,3,56853
2009,1,64,4,63112
2009,1,64,5,62341
2009,1,65,1,38251
2009,1,65,2,45452
2009,1,65,3,56605
2009,1,65,4,62585
2009,1,65,5,62446
2009,1,66,1,36515
2009,1,66,2,43218
2009,1,66,3,52760
2009,1,66,4,58154
2009,1,66,5,56809
2009,1,67,1,33914
2009,1,67,2,38629
2009,1,67,3,47350
2009,1,67,4,51536
2009,1,67,5,49229
2009,1,68,1,32044
2009,1,68,2,35936
2009,1,68,3,42799
2009,1,68,4,45427
2009,1,68,5,43831
2009,1,69,1,33510
2009,1,69,2,36913
2009,1,69,3,44484
2009,1,69,4,47768
2009,1,69,5,45937
2009,1,70,1,32227
2009,1,70,2,36661
2009,1,70,3,43653
2009,1,70,4,47824
2009,1,70,5,46360
2009,1,71,1,31850
2009,1,71,2,35636
2009,1,71,3,42878
2009,1,71,4,46587
2009,1,71,5,45083
2009,1,72,1,30281
2009,1,72,2,33977
2009,1,72,3,40976
2009,1,72,4,43975
2009,1,72,5,43251
2009,1,73,1,28775
2009,1,73,2,32094
2009,1,73,3,38744
2009,1,73,4,42368
2009,1,73,5,41113
2009,1,74,1,26878
2009,1,74,2,31104
2009,1,74,3,36731
2009,1,74,4,40004
2009,1,74,5,39372
2009,1,75,1,24779
2009,1,75,2,28542
2009,1,75,3,34277
2009,1,75,4,36955
2009,1,75,5,36796
2009,1,76,1,23601
2009,1,76,2,27135
2009,1,76,3,32819
2009,1,76,4,35172
2009,1,76,5,35307
2009,1,77,1,22891
2009,1,77,2,26262
