age,sex,qimd,year,pops
16,men,2,2002,62811
17,men,2,2002,63893
18,men,2,2002,61317
19,men,2,2002,62912
20,men,2,2002,65638
21,men,2,2002,69818
22,men,2,2002,71543
23,men,2,2002,69565
24,men,2,2002,67458
25,men,2,2002,68840
26,men,2,2002,72899
27,men,2,2002,75741
28,men,2,2002,77949
29,men,2,2002,82725
30,men,2,2002,83036
31,men,2,2002,84658
32,men,2,2002,83149
33,men,2,2002,83810
34,men,2,2002,83257
35,men,2,2002,83663
36,men,2,2002,82000
37,men,2,2002,80730
38,men,2,2002,78833
39,men,2,2002,76489
40,men,2,2002,73730
41,men,2,2002,71358
42,men,2,2002,68057
43,men,2,2002,66425
44,men,2,2002,64768
45,men,2,2002,61249
46,men,2,2002,59517
47,men,2,2002,57321
48,men,2,2002,57332
49,men,2,2002,56425
50,men,2,2002,55924
51,men,2,2002,55918
52,men,2,2002,56835
53,men,2,2002,58045
54,men,2,2002,61251
55,men,2,2002,64768
56,men,2,2002,51892
57,men,2,2002,51032
58,men,2,2002,49678
59,men,2,2002,48074
60,men,2,2002,43572
61,men,2,2002,41698
62,men,2,2002,43205
63,men,2,2002,43285
64,men,2,2002,42378
65,men,2,2002,41499
66,men,2,2002,39385
67,men,2,2002,38466
68,men,2,2002,36464
69,men,2,2002,35547
70,men,2,2002,35512
71,men,2,2002,35028
72,men,2,2002,33481
73,men,2,2002,31920
74,men,2,2002,30233
75,men,2,2002,29411
76,men,2,2002,27961
77,men,2,2002,26247
78,men,2,2002,24808
79,men,2,2002,22948
80,men,2,2002,22231
81,men,2,2002,21143
82,men,2,2002,19482
83,men,2,2002,12927
84,men,2,2002,9784
85,men,2,2002,9556
86,men,2,2002,8277
87,men,2,2002,7636
88,men,2,2002,6431
89,men,2,2002,5075
90,men,2,2002,3786.58198761857
91,men,2,2002,2983.229747295
92,men,2,2002,2304.81665631809
93,men,2,2002,1740.7452890436
94,men,2,2002,1281.21510531082
95,men,2,2002,915.855099590376
96,men,2,2002,625.185360235956
97,men,2,2002,392.726736580048
98,men,2,2002,218.415428478477
99,men,2,2002,103.466288378633
100,men,2,2002,40.1650838522617
0,men,2,2003,61383
1,men,2,2003,58341
2,men,2,2003,57111
3,men,2,2003,58237
4,men,2,2003,59679
5,men,2,2003,60499
6,men,2,2003,62604
7,men,2,2003,62317
8,men,2,2003,61813
9,men,2,2003,63038
10,men,2,2003,63873
11,men,2,2003,65713
12,men,2,2003,66919
13,men,2,2003,65318
14,men,2,2003,63574
15,men,2,2003,64728
16,men,2,2003,62970
17,men,2,2003,62957
18,men,2,2003,65023
19,men,2,2003,65058
20,men,2,2003,68115
21,men,2,2003,67855
22,men,2,2003,71403
23,men,2,2003,72930
24,men,2,2003,71799
25,men,2,2003,69429
26,men,2,2003,70548
27,men,2,2003,74500
28,men,2,2003,76903
29,men,2,2003,78928
30,men,2,2003,80786
31,men,2,2003,82128
32,men,2,2003,83426
33,men,2,2003,82073
34,men,2,2003,82392
35,men,2,2003,81895
36,men,2,2003,82748
37,men,2,2003,81025
38,men,2,2003,79814
39,men,2,2003,78238
40,men,2,2003,75578
41,men,2,2003,73084
42,men,2,2003,70684
43,men,2,2003,67461
44,men,2,2003,66118
45,men,2,2003,64367
46,men,2,2003,61151
47,men,2,2003,59339
48,men,2,2003,56887
49,men,2,2003,57036
50,men,2,2003,56212
51,men,2,2003,55456
52,men,2,2003,55644
53,men,2,2003,56694
54,men,2,2003,57406
55,men,2,2003,60712
56,men,2,2003,64033
57,men,2,2003,51411
58,men,2,2003,50360
59,men,2,2003,49273
60,men,2,2003,47367
61,men,2,2003,42923
62,men,2,2003,41038
63,men,2,2003,42253
64,men,2,2003,42489
65,men,2,2003,41631
66,men,2,2003,40731
67,men,2,2003,38308
68,men,2,2003,37412
69,men,2,2003,35468
70,men,2,2003,34432
71,men,2,2003,34262
72,men,2,2003,33713
73,men,2,2003,32092
74,men,2,2003,30410
75,men,2,2003,28727
76,men,2,2003,27797
77,men,2,2003,26160
78,men,2,2003,24430
79,men,2,2003,22792
80,men,2,2003,21250
81,men,2,2003,20265
82,men,2,2003,18975
83,men,2,2003,17176
84,men,2,2003,11399
85,men,2,2003,8511
86,men,2,2003,8193
87,men,2,2003,6958
88,men,2,2003,6320
89,men,2,2003,5195
90,men,2,2003,3865.04790240785
91,men,2,2003,3009.8420437819
92,men,2,2003,2301.19322791064
93,men,2,2003,1724.97420649626
94,men,2,2003,1265.99454719655
95,men,2,2003,908.194497932419
96,men,2,2003,626.257006982488
97,men,2,2003,399.148713696144
98,men,2,2003,225.690884775795
99,men,2,2003,108.662376232554
100,men,2,2003,42.7581607160376
0,men,2,2004,64261
1,men,2,2004,60343
2,men,2,2004,57690
3,men,2,2004,57045
4,men,2,2004,58070
5,men,2,2004,59721
6,men,2,2004,60514
7,men,2,2004,62437
8,men,2,2004,62172
9,men,2,2004,61498
10,men,2,2004,62807
11,men,2,2004,63541
12,men,2,2004,65348
13,men,2,2004,66977
14,men,2,2004,64914
15,men,2,2004,63864
16,men,2,2004,64502
17,men,2,2004,62409
18,men,2,2004,63730
19,men,2,2004,68565
20,men,2,2004,71205
21,men,2,2004,72009
22,men,2,2004,70921
23,men,2,2004,74769
24,men,2,2004,76575
25,men,2,2004,73911
26,men,2,2004,71323
27,men,2,2004,72121
28,men,2,2004,75618
29,men,2,2004,77576
30,men,2,2004,77383
31,men,2,2004,80103
32,men,2,2004,81525
33,men,2,2004,82793
34,men,2,2004,80843
35,men,2,2004,80812
36,men,2,2004,80728
37,men,2,2004,81818
38,men,2,2004,79947
39,men,2,2004,78888
40,men,2,2004,77335
41,men,2,2004,74732
42,men,2,2004,72452
43,men,2,2004,69917
44,men,2,2004,67288
45,men,2,2004,65791
46,men,2,2004,64196
47,men,2,2004,60747
48,men,2,2004,58958
49,men,2,2004,56583
50,men,2,2004,56515
51,men,2,2004,55750
52,men,2,2004,54846
53,men,2,2004,55136
54,men,2,2004,55945
55,men,2,2004,57014
56,men,2,2004,60047
57,men,2,2004,63709
58,men,2,2004,50834
59,men,2,2004,49769
60,men,2,2004,48706
61,men,2,2004,46833
62,men,2,2004,42498
63,men,2,2004,40191
64,men,2,2004,41321
65,men,2,2004,41302
66,men,2,2004,40391
67,men,2,2004,39432
68,men,2,2004,37307
69,men,2,2004,36312
70,men,2,2004,34199
71,men,2,2004,33123
72,men,2,2004,32973
73,men,2,2004,32357
74,men,2,2004,30520
75,men,2,2004,28892
76,men,2,2004,27238
77,men,2,2004,26138
78,men,2,2004,24433
79,men,2,2004,22665
80,men,2,2004,21033
81,men,2,2004,19362
82,men,2,2004,18273
83,men,2,2004,17038
84,men,2,2004,15200
85,men,2,2004,10256
86,men,2,2004,7230
87,men,2,2004,6986
88,men,2,2004,5846
89,men,2,2004,5320
90,men,2,2004,3979.88639916883
91,men,2,2004,3069.8249734377
92,men,2,2004,2324.64699780157
93,men,2,2004,1727.83952767333
94,men,2,2004,1260.24598129147
95,men,2,2004,901.543212428268
96,men,2,2004,622.200374957873
97,men,2,2004,397.914653386311
98,men,2,2004,226.062558956787
99,men,2,2004,109.372839751293
100,men,2,2004,43.2011769310079
0,men,2,2005,65579
1,men,2,2005,63024
2,men,2,2005,59507
3,men,2,2005,57130
4,men,2,2005,56774
5,men,2,2005,57782
6,men,2,2005,59518
7,men,2,2005,60297
8,men,2,2005,62158
9,men,2,2005,62060
10,men,2,2005,61453
11,men,2,2005,62992
12,men,2,2005,63476
13,men,2,2005,65632
14,men,2,2005,67294
15,men,2,2005,65534
16,men,2,2005,64047
17,men,2,2005,64186
18,men,2,2005,62810
19,men,2,2005,67422
20,men,2,2005,75115
21,men,2,2005,74727
22,men,2,2005,74701
23,men,2,2005,74220
24,men,2,2005,78740
25,men,2,2005,79852
26,men,2,2005,77418
27,men,2,2005,74225
28,men,2,2005,74588
29,men,2,2005,77458
30,men,2,2005,76872
31,men,2,2005,77359
32,men,2,2005,79992
33,men,2,2005,81254
34,men,2,2005,82519
35,men,2,2005,79941
36,men,2,2005,80534
37,men,2,2005,80461
38,men,2,2005,81251
39,men,2,2005,79562
40,men,2,2005,78466
41,men,2,2005,77360
42,men,2,2005,74360
43,men,2,2005,72213
44,men,2,2005,69875
45,men,2,2005,67066
46,men,2,2005,65520
47,men,2,2005,63830
48,men,2,2005,60436
49,men,2,2005,58696
50,men,2,2005,56393
51,men,2,2005,56221
52,men,2,2005,55554
53,men,2,2005,54707
54,men,2,2005,54941
55,men,2,2005,55864
56,men,2,2005,56709
57,men,2,2005,59592
58,men,2,2005,63559
59,men,2,2005,50362
60,men,2,2005,49000
61,men,2,2005,48146
62,men,2,2005,46146
63,men,2,2005,41837
64,men,2,2005,39359
65,men,2,2005,40451
66,men,2,2005,40451
67,men,2,2005,39392
68,men,2,2005,38343
69,men,2,2005,36267
70,men,2,2005,35258
71,men,2,2005,33020
72,men,2,2005,31883
73,men,2,2005,31658
74,men,2,2005,30942
75,men,2,2005,29243
76,men,2,2005,27378
77,men,2,2005,25665
78,men,2,2005,24502
79,men,2,2005,22610
80,men,2,2005,21118
81,men,2,2005,19327
82,men,2,2005,17614
83,men,2,2005,16544
84,men,2,2005,15131
85,men,2,2005,13086
86,men,2,2005,8930
87,men,2,2005,6095
88,men,2,2005,5848
89,men,2,2005,4743
90,men,2,2005,4128.18616992778
91,men,2,2005,3162.03111378884
92,men,2,2005,2375.40945702482
93,men,2,2005,1750.81704646648
94,men,2,2005,1266.59409787786
95,men,2,2005,899.418438480664
96,men,2,2005,616.839122386652
97,men,2,2005,392.370320845206
98,men,2,2005,221.873886502242
99,men,2,2005,106.899019427678
100,men,2,2005,42.0601123833335
0,men,2,2006,67420
1,men,2,2006,64487
2,men,2,2006,62113
3,men,2,2006,58666
4,men,2,2006,56812
5,men,2,2006,56764
6,men,2,2006,57751
7,men,2,2006,59676
8,men,2,2006,60089
9,men,2,2006,62087
10,men,2,2006,62110
11,men,2,2006,61429
12,men,2,2006,62749
13,men,2,2006,63466
14,men,2,2006,65504
15,men,2,2006,68115
16,men,2,2006,66219
17,men,2,2006,64331
18,men,2,2006,65719
19,men,2,2006,67287
20,men,2,2006,73280
21,men,2,2006,78451
22,men,2,2006,77127
23,men,2,2006,77194
24,men,2,2006,77559
25,men,2,2006,81399
26,men,2,2006,83145
27,men,2,2006,79999
28,men,2,2006,76206
29,men,2,2006,76340
30,men,2,2006,76330
31,men,2,2006,76480
32,men,2,2006,77155
33,men,2,2006,79312
34,men,2,2006,80635
35,men,2,2006,81082
36,men,2,2006,79322
37,men,2,2006,79678
38,men,2,2006,79488
39,men,2,2006,80405
40,men,2,2006,78887
41,men,2,2006,77792
42,men,2,2006,76354
43,men,2,2006,73870
44,men,2,2006,71835
45,men,2,2006,69636
46,men,2,2006,66785
47,men,2,2006,65291
48,men,2,2006,63496
49,men,2,2006,60218
50,men,2,2006,58421
51,men,2,2006,56195
52,men,2,2006,55977
53,men,2,2006,55373
54,men,2,2006,54193
55,men,2,2006,54602
56,men,2,2006,55284
57,men,2,2006,56161
58,men,2,2006,58957
59,men,2,2006,63037
60,men,2,2006,49552
61,men,2,2006,48307
62,men,2,2006,47509
63,men,2,2006,45480
64,men,2,2006,40994
65,men,2,2006,38358
66,men,2,2006,39571
67,men,2,2006,39415
68,men,2,2006,38336
69,men,2,2006,37243
70,men,2,2006,35357
71,men,2,2006,34294
72,men,2,2006,31821
73,men,2,2006,30726
74,men,2,2006,30359
75,men,2,2006,29545
76,men,2,2006,27787
77,men,2,2006,25906
78,men,2,2006,24041
79,men,2,2006,22984
80,men,2,2006,21052
81,men,2,2006,19460
82,men,2,2006,17535
83,men,2,2006,15916
84,men,2,2006,14761
85,men,2,2006,13214
86,men,2,2006,11297
87,men,2,2006,7873
88,men,2,2006,5219
89,men,2,2006,4834
90,men,2,2006,4307.10250074183
91,men,2,2006,3286.02595610234
92,men,2,2006,2454.6400334443
93,men,2,2006,1796.13027715798
94,men,2,2006,1288.02178425617
95,men,2,2006,905.350116700856
96,men,2,2006,613.914130407037
97,men,2,2006,385.916614569015
98,men,2,2006,215.687857414642
99,men,2,2006,102.791187629271
100,men,2,2006,40.0622773486334
0,men,2,2007,70348
1,men,2,2007,66491
2,men,2,2007,63436
3,men,2,2007,61368
4,men,2,2007,58184
5,men,2,2007,56715
6,men,2,2007,56652
7,men,2,2007,57835
8,men,2,2007,59782
9,men,2,2007,60173
10,men,2,2007,62172
11,men,2,2007,62251
12,men,2,2007,61634
13,men,2,2007,63005
14,men,2,2007,63639
15,men,2,2007,66265
16,men,2,2007,69123
17,men,2,2007,66889
18,men,2,2007,65704
19,men,2,2007,69746
20,men,2,2007,73167
21,men,2,2007,76965
22,men,2,2007,81426
23,men,2,2007,80578
24,men,2,2007,81137
25,men,2,2007,80919
26,men,2,2007,85034
27,men,2,2007,86215
28,men,2,2007,82857
29,men,2,2007,78304
30,men,2,2007,75303
31,men,2,2007,76099
32,men,2,2007,75946
33,men,2,2007,76482
34,men,2,2007,78576
35,men,2,2007,79546
36,men,2,2007,80566
37,men,2,2007,78831
38,men,2,2007,78899
39,men,2,2007,78749
40,men,2,2007,79435
41,men,2,2007,77923
42,men,2,2007,76865
43,men,2,2007,75604
44,men,2,2007,73474
45,men,2,2007,71107
46,men,2,2007,68909
47,men,2,2007,66347
48,men,2,2007,64715
49,men,2,2007,62951
50,men,2,2007,59954
51,men,2,2007,58127
52,men,2,2007,55844
53,men,2,2007,55573
54,men,2,2007,54992
55,men,2,2007,53889
56,men,2,2007,54216
57,men,2,2007,54818
58,men,2,2007,55577
59,men,2,2007,58110
60,men,2,2007,62128
61,men,2,2007,48686
62,men,2,2007,47264
63,men,2,2007,46792
64,men,2,2007,44409
65,men,2,2007,40091
66,men,2,2007,37611
67,men,2,2007,38642
68,men,2,2007,38486
69,men,2,2007,37349
70,men,2,2007,36102
71,men,2,2007,34316
72,men,2,2007,33263
73,men,2,2007,30716
74,men,2,2007,29502
75,men,2,2007,29044
76,men,2,2007,28025
77,men,2,2007,26242
78,men,2,2007,24364
79,men,2,2007,22548
80,men,2,2007,21366
81,men,2,2007,19339
82,men,2,2007,17816
83,men,2,2007,16007
84,men,2,2007,14307
85,men,2,2007,12948
86,men,2,2007,11380
87,men,2,2007,9772
88,men,2,2007,6913
89,men,2,2007,4342
90,men,2,2007,4513.49538562751
91,men,2,2007,3441.89706218524
92,men,2,2007,2564.45646758447
93,men,2,2007,1866.97176630235
94,men,2,2007,1328.18179032756
95,men,2,2007,923.129973002682
96,men,2,2007,617.117026923134
97,men,2,2007,381.787761010034
98,men,2,2007,209.925974033896
99,men,2,2007,98.5235291317943
100,men,2,2007,37.9038441141983
0,men,2,2008,74615
1,men,2,2008,69893
2,men,2,2008,65979
3,men,2,2008,62979
4,men,2,2008,60823
5,men,2,2008,58245
6,men,2,2008,56577
7,men,2,2008,56777
8,men,2,2008,58237
9,men,2,2008,60090
10,men,2,2008,60231
11,men,2,2008,62174
12,men,2,2008,62714
13,men,2,2008,61662
14,men,2,2008,63183
15,men,2,2008,64467
16,men,2,2008,66847
17,men,2,2008,69878
18,men,2,2008,68567
19,men,2,2008,69333
20,men,2,2008,75012
21,men,2,2008,75321
22,men,2,2008,79195
23,men,2,2008,83716
24,men,2,2008,83492
25,men,2,2008,83857
26,men,2,2008,84520
27,men,2,2008,88153
28,men,2,2008,89368
29,men,2,2008,85449
30,men,2,2008,78537
31,men,2,2008,76250
32,men,2,2008,76742
33,men,2,2008,76142
34,men,2,2008,76506
35,men,2,2008,77316
36,men,2,2008,78843
37,men,2,2008,79857
38,men,2,2008,78491
39,men,2,2008,78143
40,men,2,2008,78046
41,men,2,2008,78779
42,men,2,2008,77435
43,men,2,2008,76261
44,men,2,2008,75242
45,men,2,2008,73183
46,men,2,2008,70968
47,men,2,2008,68955
48,men,2,2008,66205
49,men,2,2008,64584
50,men,2,2008,62895
51,men,2,2008,59948
52,men,2,2008,58088
53,men,2,2008,55878
54,men,2,2008,55543
55,men,2,2008,54661
56,men,2,2008,53359
57,men,2,2008,53662
58,men,2,2008,54383
59,men,2,2008,55017
60,men,2,2008,57488
61,men,2,2008,61603
62,men,2,2008,48076
63,men,2,2008,46511
64,men,2,2008,46090
65,men,2,2008,43914
66,men,2,2008,39347
67,men,2,2008,36769
68,men,2,2008,37774
69,men,2,2008,37524
70,men,2,2008,36516
71,men,2,2008,35103
72,men,2,2008,33220
73,men,2,2008,32151
74,men,2,2008,29669
75,men,2,2008,28361
76,men,2,2008,27656
77,men,2,2008,26564
78,men,2,2008,24792
79,men,2,2008,22900
80,men,2,2008,21028
81,men,2,2008,19661
82,men,2,2008,17571
83,men,2,2008,16108
84,men,2,2008,14348
85,men,2,2008,12650
86,men,2,2008,11410
87,men,2,2008,9873
88,men,2,2008,8239
89,men,2,2008,5995
90,men,2,2008,4743.59044216169
91,men,2,2008,3630.0826190524
92,men,2,2008,2708.01679253355
93,men,2,2008,1967.81222463556
94,men,2,2008,1391.82730049832
95,men,2,2008,957.221910964287
96,men,2,2008,630.349929334165
97,men,2,2008,383.108521140637
98,men,2,2008,206.779104089348
99,men,2,2008,95.369593129514
100,men,2,2008,36.1664066993393
0,men,2,2009,74304
1,men,2,2009,73676
2,men,2,2009,69218
3,men,2,2009,65829
4,men,2,2009,62490
5,men,2,2009,60757
6,men,2,2009,58165
7,men,2,2009,56788
8,men,2,2009,57052
9,men,2,2009,58459
10,men,2,2009,60192
11,men,2,2009,60537
12,men,2,2009,62468
13,men,2,2009,63206
14,men,2,2009,62048
15,men,2,2009,64027
16,men,2,2009,65239
17,men,2,2009,67693
18,men,2,2009,72007
19,men,2,2009,72988
20,men,2,2009,74940
21,men,2,2009,77066
22,men,2,2009,76154
23,men,2,2009,80469
24,men,2,2009,85440
25,men,2,2009,84085
26,men,2,2009,85213
27,men,2,2009,85923
28,men,2,2009,89453
29,men,2,2009,90216
30,men,2,2009,85631
31,men,2,2009,79244
32,men,2,2009,76670
33,men,2,2009,77127
34,men,2,2009,76339
35,men,2,2009,75066
36,men,2,2009,76786
37,men,2,2009,78467
38,men,2,2009,79420
39,men,2,2009,77737
40,men,2,2009,78184
41,men,2,2009,77703
42,men,2,2009,78440
43,men,2,2009,77374
44,men,2,2009,75818
45,men,2,2009,75294
46,men,2,2009,72957
47,men,2,2009,70992
48,men,2,2009,68926
49,men,2,2009,66233
50,men,2,2009,64441
51,men,2,2009,62689
52,men,2,2009,59809
53,men,2,2009,57826
54,men,2,2009,55809
55,men,2,2009,55380
56,men,2,2009,54434
57,men,2,2009,52917
58,men,2,2009,53275
59,men,2,2009,54031
60,men,2,2009,54433
61,men,2,2009,56874
62,men,2,2009,61113
63,men,2,2009,47558
64,men,2,2009,45798
65,men,2,2009,45452
66,men,2,2009,43218
67,men,2,2009,38629
68,men,2,2009,35936
69,men,2,2009,36913
70,men,2,2009,36661
71,men,2,2009,35636
72,men,2,2009,33977
73,men,2,2009,32094
74,men,2,2009,31104
75,men,2,2009,28542
76,men,2,2009,27135
77,men,2,2009,26262
78,men,2,2009,25108
79,men,2,2009,23199
80,men,2,2009,21380
81,men,2,2009,19463
82,men,2,2009,17963
83,men,2,2009,16025
84,men,2,2009,14457
85,men,2,2009,12658
86,men,2,2009,11063
87,men,2,2009,9832
88,men,2,2009,8279
89,men,2,2009,6711
90,men,2,2009,4992.72612591308
91,men,2,2009,3851.03807351497
92,men,2,2009,2889.35244794552
93,men,2,2009,2104.48153853989
94,men,2,2009,1485.08345779796
95,men,2,2009,1013.09967695435
96,men,2,2009,658.010766159193
97,men,2,2009,393.067905470229
98,men,2,2009,208.279266502524
99,men,2,2009,94.4187990064952
100,men,2,2009,35.3179094895518
0,men,2,2010,76428
1,men,2,2010,73515
2,men,2,2010,72971
3,men,2,2010,68615
4,men,2,2010,65582
5,men,2,2010,62348
6,men,2,2010,60585
7,men,2,2010,58275
8,men,2,2010,56754
9,men,2,2010,57168
10,men,2,2010,58579
11,men,2,2010,60572
12,men,2,2010,60860
13,men,2,2010,62815
14,men,2,2010,63547
15,men,2,2010,62948
16,men,2,2010,65207
17,men,2,2010,66068
18,men,2,2010,69837
19,men,2,2010,77573
20,men,2,2010,80611
21,men,2,2010,79184
22,men,2,2010,80759
23,men,2,2010,79328
24,men,2,2010,84599
25,men,2,2010,86767
26,men,2,2010,85836
27,men,2,2010,87201
28,men,2,2010,87771
29,men,2,2010,90961
30,men,2,2010,89473
31,men,2,2010,85519
32,men,2,2010,78744
33,men,2,2010,76062
34,men,2,2010,76413
35,men,2,2010,74898
36,men,2,2010,74511
37,men,2,2010,76112
38,men,2,2010,77460
39,men,2,2010,79067
40,men,2,2010,76815
41,men,2,2010,77183
42,men,2,2010,76702
43,men,2,2010,77372
44,men,2,2010,76487
45,men,2,2010,75907
46,men,2,2010,75076
47,men,2,2010,73049
48,men,2,2010,71126
49,men,2,2010,68780
50,men,2,2010,65927
51,men,2,2010,64222
52,men,2,2010,62193
53,men,2,2010,59615
54,men,2,2010,57438
55,men,2,2010,55512
56,men,2,2010,55068
57,men,2,2010,54167
58,men,2,2010,52502
59,men,2,2010,52775
60,men,2,2010,53517
61,men,2,2010,53823
62,men,2,2010,56305
63,men,2,2010,60532
64,men,2,2010,46873
65,men,2,2010,45114
66,men,2,2010,44937
67,men,2,2010,42585
68,men,2,2010,37978
69,men,2,2010,35106
70,men,2,2010,36138
71,men,2,2010,35621
72,men,2,2010,34643
73,men,2,2010,32906
74,men,2,2010,30814
75,men,2,2010,29946
76,men,2,2010,27351
77,men,2,2010,25855
78,men,2,2010,24980
79,men,2,2010,23738
80,men,2,2010,21790
81,men,2,2010,19887
82,men,2,2010,17918
83,men,2,2010,16442
84,men,2,2010,14566
85,men,2,2010,12831
86,men,2,2010,11191
87,men,2,2010,9718
88,men,2,2010,8426
89,men,2,2010,6910
90,men,2,2010,5256.54575310482
91,men,2,2010,4101.10497414364
92,men,2,2010,3106.25459434376
93,men,2,2010,2276.14464227505
94,men,2,2010,1607.97847552196
95,men,2,2010,1091.13095035259
96,men,2,2010,700.514599651917
97,men,2,2010,412.030883747008
98,men,2,2010,214.704570320154
99,men,2,2010,95.8469786094702
100,men,2,2010,35.4460512954328
0,men,2,2011,77944
1,men,2,2011,74852
2,men,2,2011,72544
3,men,2,2011,72809
4,men,2,2011,68673
5,men,2,2011,66523
6,men,2,2011,62828
7,men,2,2011,60849
8,men,2,2011,58402
9,men,2,2011,56958
10,men,2,2011,57846
11,men,2,2011,59338
12,men,2,2011,61270
13,men,2,2011,61744
14,men,2,2011,63884
15,men,2,2011,65206
16,men,2,2011,64199
17,men,2,2011,66382
18,men,2,2011,69284
19,men,2,2011,79799
20,men,2,2011,90759
21,men,2,2011,90601
22,men,2,2011,87473
23,men,2,2011,87963
24,men,2,2011,86056
25,men,2,2011,90744
26,men,2,2011,92597
27,men,2,2011,91303
28,men,2,2011,91970
29,men,2,2011,91750
30,men,2,2011,91815
31,men,2,2011,91072
32,men,2,2011,86764
33,men,2,2011,79525
34,men,2,2011,76127
35,men,2,2011,75592
36,men,2,2011,74737
37,men,2,2011,73910
38,men,2,2011,76107
39,men,2,2011,77676
40,men,2,2011,78676
41,men,2,2011,76098
42,men,2,2011,76523
43,men,2,2011,76126
44,men,2,2011,76630
45,men,2,2011,76118
46,men,2,2011,75752
47,men,2,2011,75041
48,men,2,2011,72775
49,men,2,2011,71260
50,men,2,2011,68394
51,men,2,2011,65988
52,men,2,2011,64219
53,men,2,2011,62245
54,men,2,2011,59375
55,men,2,2011,57774
56,men,2,2011,55685
57,men,2,2011,55014
58,men,2,2011,54457
59,men,2,2011,52373
60,men,2,2011,52728
61,men,2,2011,53525
62,men,2,2011,53849
63,men,2,2011,55899
64,men,2,2011,60705
65,men,2,2011,46916
66,men,2,2011,45248
67,men,2,2011,45108
68,men,2,2011,42299
69,men,2,2011,37781
70,men,2,2011,34660
71,men,2,2011,35558
72,men,2,2011,35158
73,men,2,2011,34198
74,men,2,2011,32148
75,men,2,2011,30324
76,men,2,2011,29014
77,men,2,2011,26364
78,men,2,2011,24823
79,men,2,2011,23942
80,men,2,2011,22656
81,men,2,2011,20533
82,men,2,2011,18596
83,men,2,2011,16613
84,men,2,2011,15003
85,men,2,2011,13086
86,men,2,2011,11311
87,men,2,2011,9941
88,men,2,2011,8413
89,men,2,2011,7171
90,men,2,2011,5531.16810226627
91,men,2,2011,4370.92148962072
92,men,2,2011,3347.37773484447
93,men,2,2011,2471.91599981575
94,men,2,2011,1751.38514240558
95,men,2,2011,1184.38042454296
96,men,2,2011,753.083325678809
97,men,2,2011,437.093743148742
98,men,2,2011,224.54705233547
99,men,2,2011,99.0062933652464
100,men,2,2011,36.3297478024517
0,men,2,2012,80995
1,men,2,2012,77314
2,men,2,2012,74631
3,men,2,2012,72308
4,men,2,2012,72245
5,men,2,2012,68785
6,men,2,2012,66503
7,men,2,2012,62809
8,men,2,2012,60984
9,men,2,2012,58615
10,men,2,2012,57725
11,men,2,2012,58075
12,men,2,2012,59768
13,men,2,2012,61424
14,men,2,2012,62139
15,men,2,2012,64485
16,men,2,2012,65982
17,men,2,2012,64858
18,men,2,2012,69414
19,men,2,2012,77643
20,men,2,2012,85127
21,men,2,2012,91100
22,men,2,2012,89932
23,men,2,2012,89394
24,men,2,2012,89982
25,men,2,2012,88610
26,men,2,2012,92183
27,men,2,2012,93607
28,men,2,2012,91915
29,men,2,2012,92632
30,men,2,2012,90773
31,men,2,2012,91523
32,men,2,2012,90087
33,men,2,2012,85762
34,men,2,2012,78896
35,men,2,2012,74866
36,men,2,2012,74472
37,men,2,2012,73693
38,men,2,2012,73142
39,men,2,2012,75712
40,men,2,2012,76677
41,men,2,2012,78069
42,men,2,2012,75495
43,men,2,2012,75999
44,men,2,2012,76076
45,men,2,2012,76429
46,men,2,2012,75528
47,men,2,2012,75510
48,men,2,2012,74765
49,men,2,2012,72459
50,men,2,2012,71065
51,men,2,2012,68313
52,men,2,2012,65665
53,men,2,2012,63984
54,men,2,2012,61922
55,men,2,2012,59435
56,men,2,2012,57388
57,men,2,2012,55171
58,men,2,2012,54684
59,men,2,2012,54113
60,men,2,2012,52057
61,men,2,2012,52209
62,men,2,2012,53127
63,men,2,2012,53253
64,men,2,2012,55290
65,men,2,2012,60003
66,men,2,2012,46148
67,men,2,2012,44588
68,men,2,2012,44355
69,men,2,2012,41273
70,men,2,2012,36930
71,men,2,2012,33655
72,men,2,2012,34648
73,men,2,2012,34085
74,men,2,2012,33072
75,men,2,2012,31074
76,men,2,2012,29145
77,men,2,2012,27757
78,men,2,2012,25140
79,men,2,2012,23596
80,men,2,2012,22604
81,men,2,2012,21123
82,men,2,2012,19250
83,men,2,2012,17040
84,men,2,2012,14907
85,men,2,2012,13441
86,men,2,2012,11806
87,men,2,2012,9917
88,men,2,2012,8578
89,men,2,2012,7097
90,men,2,2012,5811.8446520948
91,men,2,2012,4647.96313013682
92,men,2,2012,3596.67887225629
93,men,2,2012,2675.83273926632
94,men,2,2012,1901.79004572809
95,men,2,2012,1282.84451279617
96,men,2,2012,809.230065337811
97,men,2,2012,464.62531369759
98,men,2,2012,236.090832145786
99,men,2,2012,103.231753862078
100,men,2,2012,37.7674745720486
0,men,2,2013,78969
1,men,2,2013,80594
2,men,2,2013,76511
3,men,2,2013,74065
4,men,2,2013,71989
5,men,2,2013,72156
6,men,2,2013,68851
7,men,2,2013,66531
8,men,2,2013,63039
9,men,2,2013,61022
10,men,2,2013,58791
11,men,2,2013,57723
12,men,2,2013,58414
13,men,2,2013,59945
14,men,2,2013,61734
15,men,2,2013,62950
16,men,2,2013,64932
17,men,2,2013,66256
18,men,2,2013,66643
19,men,2,2013,75848
20,men,2,2013,83607
21,men,2,2013,86669
22,men,2,2013,91211
23,men,2,2013,91033
