year,sex,qimd,agegroup,deaths,agegrp,C18,C19,C20,C33,C34,C50,E11,F00_03,I20_25,I48,I60_69,J40_47,N390,pops
2013,men,1 most deprived,35-39,682,35-39,2,0,2,0,11,1,0,0,41,0,11,2,0,357211
2013,men,1 most deprived,40-44,1084,40-44,5,4,2,0,16,0,1,0,103,0,40,17,2,364201
2013,men,1 most deprived,45-49,1557,45-49,12,4,6,0,65,1,2,1,259,0,40,38,1,356670
2013,men,1 most deprived,50-54,1966,50-54,19,4,12,0,144,0,2,2,386,0,80,54,2,318794
2013,men,1 most deprived,55-59,2628,55-59,34,14,34,0,296,0,4,10,543,4,108,132,6,266379
2013,men,1 most deprived,60-64,3728,60-64,59,19,43,0,483,3,13,14,670,4,128,300,13,232982
2013,men,1 most deprived,65-69,4893,65-69,95,19,59,1,669,1,21,44,912,10,191,400,20,204648
2013,men,1 most deprived,70-74,5439,70-74,91,26,58,0,707,2,23,111,1013,20,275,527,31,149358
2013,men,1 most deprived,75-79,6640,75-79,110,27,67,0,683,4,37,289,1104,35,399,647,34,118128
2013,men,1 most deprived,80-84,7248,80-84,133,26,56,1,547,3,44,514,1154,59,474,744,63,79043
2013,men,1 most deprived,85-89,6245,85-89,101,13,40,0,328,2,32,629,912,69,420,532,72,41050
2013,men,1 most deprived,90+,4464,90+,45,11,21,0,126,2,17,559,556,74,326,297,57,17645
2013,men,2,<1,365,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,78969
2013,men,2,01-04,66,01-04,0,0,0,0,0,0,0,0,1,0,0,0,0,303159
2013,men,2,05-09,28,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,331599
2013,men,2,10-14,26,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,296607
2013,men,2,15-19,109,15-19,0,0,0,0,0,0,0,0,1,0,3,0,1,336629
2013,men,2,20-24,198,20-24,0,0,0,0,0,0,0,0,3,0,0,0,0,442659
2013,men,2,25-29,291,25-29,1,0,2,0,2,0,0,0,6,0,3,1,1,462046
2013,men,2,30-34,335,30-34,7,3,2,0,0,0,0,0,12,0,4,2,1,448297
2013,men,2,35-39,474,35-39,2,1,3,0,3,0,0,0,36,0,14,1,0,370840
2013,men,2,40-44,759,40-44,5,0,6,0,15,0,0,0,82,0,28,4,1,379587
2013,men,2,45-49,1064,45-49,14,10,2,0,41,0,3,0,157,0,40,11,3,377318
2013,men,2,50-54,1492,50-54,29,5,14,0,96,2,1,7,269,3,39,34,2,340668
2013,men,2,55-59,2029,55-59,29,14,33,1,195,1,3,8,368,1,79,74,4,287419
2013,men,2,60-64,2962,60-64,62,21,37,0,360,0,7,12,543,5,99,181,4,262382
2013,men,2,65-69,4103,65-69,69,32,51,0,513,1,12,34,718,10,156,316,15,246702
2013,men,2,70-74,4984,70-74,97,27,38,2,565,1,17,102,912,26,251,435,12,175636
2013,men,2,75-79,6675,75-79,134,24,67,0,620,2,33,269,1091,37,396,567,40,140050
2013,men,2,80-84,7752,80-84,108,33,63,0,488,0,36,524,1235,62,511,658,60,95926
2013,men,2,85-89,7117,85-89,95,25,50,0,307,1,31,715,1039,56,569,562,82,51487
2013,men,2,90+,5446,90+,40,8,23,0,116,0,30,587,746,71,416,313,88,22816
2013,men,3,<1,236,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,66268
2013,men,3,01-04,40,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,261989
2013,men,3,05-09,26,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,300429
2013,men,3,10-14,28,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,283311
2013,men,3,15-19,84,15-19,0,0,0,0,0,0,0,0,0,0,0,1,0,317326
2013,men,3,20-24,165,20-24,0,0,0,0,0,0,0,0,1,0,3,1,0,362312
2013,men,3,25-29,174,25-29,1,1,0,0,0,1,0,0,4,0,2,0,0,375616
2013,men,3,30-34,249,30-34,2,2,0,0,2,0,0,0,13,0,7,0,0,378378
2013,men,3,35-39,344,35-39,9,2,3,0,5,0,0,0,17,0,8,3,0,339232
2013,men,3,40-44,540,40-44,3,5,7,0,14,0,0,2,42,0,17,3,0,376494
2013,men,3,45-49,841,45-49,13,3,10,0,44,1,0,1,141,0,37,12,0,391348
2013,men,3,50-54,1197,50-54,24,3,14,0,80,1,3,3,222,0,48,19,1,365545
2013,men,3,55-59,1644,55-59,42,14,21,0,153,2,0,1,298,1,57,35,2,317638
2013,men,3,60-64,2762,60-64,65,23,39,0,284,1,6,15,476,1,100,128,4,303458
2013,men,3,65-69,4116,65-69,95,31,49,0,518,3,11,42,659,15,142,241,12,303760
2013,men,3,70-74,4996,70-74,130,40,56,1,550,7,28,87,842,18,252,334,13,214642
2013,men,3,75-79,6670,75-79,149,43,72,0,569,4,40,242,1054,41,389,449,45,170284
2013,men,3,80-84,8542,80-84,148,33,69,0,477,2,27,568,1392,82,605,589,78,116597
2013,men,3,85-89,8217,85-89,140,36,52,0,359,2,42,789,1222,85,582,521,106,62661
2013,men,3,90+,6589,90+,72,14,23,0,151,2,33,710,892,86,494,325,105,27798
2013,men,4,<1,204,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,58117
2013,men,4,01-04,44,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,241665
2013,men,4,05-09,19,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,294884
2013,men,4,10-14,26,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,288450
2013,men,4,15-19,89,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,318859
2013,men,4,20-24,138,20-24,0,0,0,0,0,0,0,0,1,0,3,0,0,323545
2013,men,4,25-29,136,25-29,0,0,0,0,0,0,0,0,4,0,0,0,0,313394
2013,men,4,30-34,198,30-34,2,1,1,0,2,0,0,0,7,0,8,2,0,322059
2013,men,4,35-39,254,35-39,5,1,1,0,0,0,0,0,17,0,15,1,0,316972
2013,men,4,40-44,456,40-44,6,5,2,0,9,0,0,0,48,0,13,3,0,376719
2013,men,4,45-49,734,45-49,13,4,13,0,32,1,0,1,84,1,19,3,0,402537
2013,men,4,50-54,987,50-54,13,2,12,0,59,0,0,4,142,0,31,17,1,378247
2013,men,4,55-59,1442,55-59,37,11,18,0,141,0,5,11,229,0,56,31,3,330312
2013,men,4,60-64,2310,60-64,53,20,35,0,233,1,7,10,356,8,84,68,8,319699
2013,men,4,65-69,3762,65-69,99,36,46,1,393,1,6,36,621,11,130,158,10,328303
2013,men,4,70-74,4700,70-74,120,36,62,0,491,1,13,110,726,15,214,297,14,228773
2013,men,4,75-79,6552,75-79,137,34,72,0,535,4,21,246,1093,40,387,403,32,182316
2013,men,4,80-84,8395,80-84,167,36,63,1,508,2,36,528,1323,70,575,501,76,125363
2013,men,4,85-89,8189,85-89,125,20,45,0,348,1,45,744,1223,103,628,480,89,66762
2013,men,4,90+,6937,90+,82,15,34,0,143,1,46,712,933,108,527,323,120,29200
2013,men,5 least deprived,<1,161,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,51957
2013,men,5 least deprived,01-04,27,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,235096
2013,men,5 least deprived,05-09,19,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,310068
2013,men,5 least deprived,10-14,31,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,311468
2013,men,5 least deprived,15-19,76,15-19,0,0,0,0,0,0,0,0,0,0,0,1,0,333414
2013,men,5 least deprived,20-24,106,20-24,0,0,0,0,0,0,0,0,2,0,1,0,0,279260
2013,men,5 least deprived,25-29,102,25-29,1,0,1,0,0,0,0,0,2,0,3,0,0,247706
2013,men,5 least deprived,30-34,137,30-34,3,1,1,0,0,0,0,0,6,0,5,0,0,259565
2013,men,5 least deprived,35-39,189,35-39,1,0,1,0,4,0,0,0,13,0,8,0,0,297180
2013,men,5 least deprived,40-44,328,40-44,1,0,0,0,12,1,0,1,27,0,10,2,0,380591
2013,men,5 least deprived,45-49,508,45-49,16,5,7,0,20,0,0,0,62,0,22,5,0,411826
2013,men,5 least deprived,50-54,870,50-54,22,7,14,1,49,1,0,0,135,0,34,6,2,389575
2013,men,5 least deprived,55-59,1235,55-59,34,10,19,1,99,1,1,2,197,3,48,17,4,337835
2013,men,5 least deprived,60-64,1904,60-64,61,18,27,0,198,0,1,12,301,1,51,52,4,321483
2013,men,5 least deprived,65-69,3280,65-69,99,38,58,0,294,6,9,30,492,5,124,130,3,336267
2013,men,5 least deprived,70-74,4115,70-74,110,36,46,0,395,2,14,58,638,8,199,206,11,230514
2013,men,5 least deprived,75-79,5787,75-79,146,25,53,0,440,2,31,189,898,36,341,295,33,188151
2013,men,5 least deprived,80-84,8029,80-84,171,47,71,1,369,1,39,473,1196,72,594,475,63,132204
2013,men,5 least deprived,85-89,7873,85-89,125,29,44,0,257,0,35,642,1216,91,540,418,92,69950
2013,men,5 least deprived,90+,6757,90+,60,10,32,0,136,2,40,681,872,120,521,306,109,29857
2013,women,1 most deprived,<1,406,<1,0,0,0,0,0,0,0,0,2,0,2,0,0,87559
2013,women,1 most deprived,01-04,75,01-04,0,0,0,0,0,0,0,0,0,0,2,0,0,343845
2013,women,1 most deprived,05-09,34,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,377060
2013,women,1 most deprived,10-14,35,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,329713
2013,women,1 most deprived,15-19,60,15-19,0,0,0,0,0,0,0,0,1,0,4,0,0,350628
2013,women,1 most deprived,20-24,105,20-24,0,0,0,0,0,0,0,0,0,0,1,0,0,435379
2013,women,1 most deprived,25-29,182,25-29,1,0,0,0,1,4,0,0,3,0,4,0,0,469478
2013,women,1 most deprived,30-34,261,30-34,4,0,1,0,1,13,0,0,7,0,14,0,1,429257
2013,women,1 most deprived,35-39,353,35-39,4,1,3,0,10,21,0,0,18,0,9,3,0,349128
2013,women,1 most deprived,40-44,636,40-44,5,5,3,0,17,64,0,0,42,0,24,10,1,366146
2013,women,1 most deprived,45-49,917,45-49,12,6,5,0,63,97,2,3,61,0,35,15,0,360878
2013,women,1 most deprived,50-54,1249,50-54,15,8,8,0,136,110,2,1,104,0,53,48,0,322185
2013,women,1 most deprived,55-59,1643,55-59,24,5,19,0,203,117,3,3,140,1,71,109,5,266498
2013,women,1 most deprived,60-64,2264,60-64,33,16,16,0,362,118,9,15,211,5,91,232,6,233631
2013,women,1 most deprived,65-69,3208,65-69,46,17,19,0,436,184,7,39,324,9,140,401,22,211867
2013,women,1 most deprived,70-74,4067,70-74,78,12,25,0,541,166,25,101,469,20,223,509,30,169015
2013,women,1 most deprived,75-79,5873,75-79,113,18,33,0,571,156,35,345,651,46,392,657,63,148154
2013,women,1 most deprived,80-84,8085,80-84,123,25,46,0,524,172,49,809,964,101,629,788,82,118109
2013,women,1 most deprived,85-89,8947,85-89,86,15,34,0,335,161,58,1271,1003,142,773,637,142,77928
2013,women,1 most deprived,90+,10722,90+,86,18,32,1,173,161,68,1850,1095,208,927,393,159,49062
2013,women,2,<1,256,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,74686
2013,women,2,01-04,45,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,288933
2013,women,2,05-09,16,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,316832
2013,women,2,10-14,24,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,283088
2013,women,2,15-19,41,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,323855
2013,women,2,20-24,85,20-24,1,0,0,0,1,0,0,0,2,0,2,1,0,441122
2013,women,2,25-29,115,25-29,0,1,0,0,1,4,0,0,4,0,3,0,0,459153
2013,women,2,30-34,181,30-34,1,0,1,0,4,13,0,0,4,0,2,1,0,434472
2013,women,2,35-39,248,35-39,1,0,1,0,2,25,0,0,5,0,8,1,0,356007
2013,women,2,40-44,463,40-44,6,3,2,0,11,55,0,0,18,0,22,9,0,375217
2013,women,2,45-49,661,45-49,10,7,7,0,44,77,0,0,32,0,32,12,3,377844
2013,women,2,50-54,1000,50-54,22,3,3,0,83,128,1,1,79,0,52,27,4,343735
2013,women,2,55-59,1371,55-59,31,9,16,0,154,135,3,11,101,1,64,58,2,293784
2013,women,2,60-64,2006,60-64,54,10,16,0,255,162,8,11,170,2,78,144,8,270714
2013,women,2,65-69,2854,65-69,65,21,22,0,445,175,6,31,261,8,107,247,12,259853
2013,women,2,70-74,3639,70-74,66,16,23,0,446,161,16,80,365,15,203,364,27,196758
2013,women,2,75-79,5363,75-79,71,23,27,0,453,201,30,269,609,49,411,518,61,170525
2013,women,2,80-84,8171,80-84,135,16,41,0,451,244,48,802,959,104,703,620,109,138297
2013,women,2,85-89,9782,85-89,115,26,38,0,329,222,52,1398,1172,150,890,565,143,93344
2013,women,2,90+,12981,90+,122,18,36,0,153,222,72,2166,1338,276,1278,408,220,60918
2013,women,3,<1,183,<1,0,0,0,0,0,0,0,0,0,0,2,0,0,62532
2013,women,3,01-04,37,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,249481
2013,women,3,05-09,23,05-09,0,0,0,0,0,0,0,0,1,0,0,0,0,287391
2013,women,3,10-14,19,10-14,0,0,0,0,0,0,0,0,0,0,0,0,1,270430
2013,women,3,15-19,52,15-19,0,0,0,0,0,0,0,0,0,0,1,0,0,300044
2013,women,3,20-24,71,20-24,0,0,1,0,0,1,0,0,0,0,2,1,0,345738
2013,women,3,25-29,98,25-29,3,0,1,0,0,4,1,0,0,0,3,0,0,370090
2013,women,3,30-34,151,30-34,3,1,1,0,2,16,0,0,0,0,3,1,0,375891
2013,women,3,35-39,198,35-39,5,1,1,0,1,29,0,0,11,0,6,0,1,336186
2013,women,3,40-44,314,40-44,2,1,4,0,13,57,1,0,11,0,17,5,0,380437
2013,women,3,45-49,600,45-49,14,6,5,0,37,100,1,4,26,0,24,5,2,399988
2013,women,3,50-54,847,50-54,17,6,8,0,73,123,2,1,55,0,32,28,0,371754
2013,women,3,55-59,1173,55-59,31,11,7,0,131,151,2,6,81,0,40,41,4,327466
2013,women,3,60-64,1841,60-64,45,13,15,0,231,181,6,19,120,1,73,96,6,317475
2013,women,3,65-69,2856,65-69,55,14,34,0,372,217,8,41,220,5,122,198,17,320941
2013,women,3,70-74,3620,70-74,88,17,28,0,411,186,6,65,340,22,192,276,15,235184
2013,women,3,75-79,5427,75-79,119,30,28,0,439,228,23,318,593,46,387,447,52,199158
2013,women,3,80-84,8226,80-84,141,29,50,0,405,254,49,767,908,121,739,527,89,159881
2013,women,3,85-89,10919,85-89,152,20,27,0,312,243,63,1540,1217,210,1091,540,125,106455
2013,women,3,90+,15058,90+,141,27,52,0,172,259,83,2446,1523,327,1500,443,237,71028
2013,women,4,<1,143,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,55013
2013,women,4,01-04,32,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,230737
2013,women,4,05-09,24,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,280186
2013,women,4,10-14,22,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,273485
2013,women,4,15-19,37,15-19,0,0,0,0,0,0,0,0,0,0,2,0,0,297875
2013,women,4,20-24,60,20-24,1,0,0,0,0,2,0,0,1,0,0,0,0,300650
2013,women,4,25-29,63,25-29,0,1,0,0,0,2,0,0,0,0,3,0,0,307444
2013,women,4,30-34,93,30-34,5,1,1,0,1,8,0,0,0,0,2,0,0,330719
2013,women,4,35-39,161,35-39,2,2,2,0,1,29,0,0,2,0,4,0,0,326436
2013,women,4,40-44,288,40-44,7,2,1,0,6,58,0,0,7,1,5,0,2,388259
2013,women,4,45-49,482,45-49,8,6,4,0,26,107,0,0,19,0,20,3,1,415181
2013,women,4,50-54,747,50-54,22,5,7,0,56,127,0,3,37,2,24,12,1,386590
2013,women,4,55-59,1047,55-59,34,8,12,0,112,150,2,7,50,0,41,38,2,340733
2013,women,4,60-64,1589,60-64,37,11,18,0,190,168,5,9,87,2,46,92,1,336468
2013,women,4,65-69,2736,65-69,105,25,29,0,353,241,6,32,175,8,111,157,19,347902
2013,women,4,70-74,3293,70-74,81,26,33,0,333,169,14,89,273,15,176,220,29,251136
2013,women,4,75-79,5131,75-79,123,29,42,0,334,241,10,286,538,41,405,351,52,210472
2013,women,4,80-84,8133,80-84,151,24,45,0,366,252,39,803,889,100,702,488,90,166072
2013,women,4,85-89,10472,85-89,157,29,54,0,263,236,49,1427,1217,216,1036,476,112,109119
2013,women,4,90+,15207,90+,129,12,40,0,161,267,73,2374,1453,340,1531,375,244,72852
2013,women,5 least deprived,<1,120,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,49450
2013,women,5 least deprived,01-04,23,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,223074
2013,women,5 least deprived,05-09,19,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,294466
2013,women,5 least deprived,10-14,19,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,295952
2013,women,5 least deprived,15-19,33,15-19,0,0,0,0,0,1,0,0,0,0,0,0,0,311686
2013,women,5 least deprived,20-24,42,20-24,0,0,0,0,0,0,0,0,0,0,1,0,0,251487
2013,women,5 least deprived,25-29,56,25-29,1,1,1,0,1,1,0,0,0,0,2,0,1,238543
2013,women,5 least deprived,30-34,90,30-34,0,1,1,0,1,10,0,0,0,0,2,0,0,279929
2013,women,5 least deprived,35-39,142,35-39,1,0,0,0,3,23,0,0,3,0,4,0,0,319982
2013,women,5 least deprived,40-44,259,40-44,5,3,1,0,10,62,0,0,4,0,6,1,0,402242
2013,women,5 least deprived,45-49,401,45-49,10,6,3,0,19,93,1,0,12,0,20,1,0,432184
2013,women,5 least deprived,50-54,597,50-54,20,3,7,0,41,120,1,1,29,0,26,6,0,400420
2013,women,5 least deprived,55-59,890,55-59,18,11,7,0,80,159,1,4,43,1,30,13,2,346160
2013,women,5 least deprived,60-64,1405,60-64,40,11,14,0,137,191,0,7,74,2,37,51,5,341479
2013,women,5 least deprived,65-69,2309,65-69,86,21,20,0,269,203,0,28,153,3,84,94,11,357556
2013,women,5 least deprived,70-74,2995,70-74,91,15,24,0,264,219,5,78,225,20,166,172,15,254758
2013,women,5 least deprived,75-79,4556,75-79,109,29,31,0,272,253,27,201,434,39,342,265,33,216236
2013,women,5 least deprived,80-84,7224,80-84,157,32,41,0,316,268,29,643,782,111,654,377,70,168773
2013,women,5 least deprived,85-89,9429,85-89,167,28,51,0,233,241,48,1199,1044,164,958,365,127,108698
2013,women,5 least deprived,90+,13755,90+,120,22,49,0,114,227,64,2049,1372,320,1413,327,226,69237
2014,men,1 most deprived,<1,506,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,89913
2014,men,1 most deprived,01-04,88,01-04,0,0,0,0,0,0,0,0,1,0,1,1,0,364282
2014,men,1 most deprived,05-09,43,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,408778
2014,men,1 most deprived,10-14,53,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,345584
2014,men,1 most deprived,15-19,137,15-19,0,0,0,0,0,0,0,0,0,0,4,1,0,362170
2014,men,1 most deprived,20-24,284,20-24,0,0,0,0,2,0,0,0,3,0,3,1,0,420424
2014,men,1 most deprived,25-29,385,25-29,0,1,2,0,2,0,0,0,6,0,3,0,0,445151
2014,men,1 most deprived,30-34,464,30-34,1,2,2,0,3,0,0,0,17,0,12,0,0,430628
2014,men,1 most deprived,35-39,708,35-39,4,2,2,0,9,0,0,0,39,0,20,4,0,363139
2014,men,1 most deprived,40-44,1095,40-44,6,2,5,0,33,0,1,0,104,0,40,17,2,358568
2014,men,1 most deprived,45-49,1673,45-49,15,5,7,0,61,0,3,0,247,0,45,31,3,359298
2014,men,1 most deprived,50-54,2099,50-54,23,8,12,0,132,2,2,2,379,0,77,70,4,327880
2014,men,1 most deprived,55-59,2724,55-59,27,15,29,0,292,0,8,3,508,2,105,133,2,274154
2014,men,1 most deprived,60-64,3670,60-64,69,23,36,0,449,1,21,11,711,4,135,280,11,234614
2014,men,1 most deprived,65-69,4792,65-69,66,29,47,0,654,1,16,51,875,13,191,429,9,209811
2014,men,1 most deprived,70-74,5530,70-74,94,33,53,0,729,0,25,139,931,29,264,566,28,151135
2014,men,1 most deprived,75-79,6794,75-79,125,36,64,1,696,1,42,308,1095,39,396,664,53,119944
2014,men,1 most deprived,80-84,7223,80-84,113,28,50,0,534,1,47,555,1136,65,474,647,75,79360
2014,men,1 most deprived,85-89,6136,85-89,90,22,35,0,310,1,40,734,898,75,397,473,77,41854
2014,men,1 most deprived,90+,4393,90+,55,9,22,0,135,1,19,618,529,63,354,254,86,18662
2014,men,2,<1,312,<1,0,0,0,0,0,0,0,0,1,0,3,0,0,77235
2014,men,2,01-04,66,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,308168
2014,men,2,05-09,34,05-09,0,0,0,0,0,0,0,0,0,0,1,0,0,343192
2014,men,2,10-14,43,10-14,0,0,0,0,0,0,0,0,0,0,1,0,0,297638
2014,men,2,15-19,113,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,334807
2014,men,2,20-24,204,20-24,1,0,1,0,0,0,0,0,1,0,2,1,0,444562
2014,men,2,25-29,252,25-29,1,0,2,0,2,0,0,0,0,0,4,0,0,466736
2014,men,2,30-34,358,30-34,2,1,2,0,1,0,1,0,14,0,6,0,0,454684
2014,men,2,35-39,441,35-39,3,1,0,0,6,1,0,0,25,0,15,1,0,379115
2014,men,2,40-44,725,40-44,4,2,4,0,21,0,1,0,90,0,33,9,0,374390
2014,men,2,45-49,1106,45-49,9,2,6,0,51,0,0,0,145,0,37,15,1,378175
2014,men,2,50-54,1517,50-54,21,12,17,0,117,1,3,0,268,2,52,23,3,351276
2014,men,2,55-59,2042,55-59,29,10,40,1,206,2,8,4,371,3,83,59,3,295867
2014,men,2,60-64,2885,60-64,53,25,29,0,338,0,10,11,546,5,79,169,7,262122
2014,men,2,65-69,4304,65-69,79,27,47,1,555,2,15,52,740,7,174,316,14,252451
2014,men,2,70-74,4975,70-74,103,34,47,0,597,1,24,96,830,17,237,423,22,181298
2014,men,2,75-79,6449,75-79,120,33,68,0,621,2,38,277,1034,33,412,522,32,143373
2014,men,2,80-84,7515,80-84,140,34,57,0,522,0,37,553,1165,62,524,561,66,97233
2014,men,2,85-89,7012,85-89,114,22,34,0,351,1,38,716,1002,96,538,546,71,53040
2014,men,2,90+,5535,90+,58,11,28,0,129,0,26,703,707,74,431,299,88,24149
2014,men,3,<1,240,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,64200
2014,men,3,01-04,36,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,265210
2014,men,3,05-09,29,05-09,0,0,0,0,0,0,0,0,0,0,0,1,0,308815
2014,men,3,10-14,25,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,281913
2014,men,3,15-19,99,15-19,0,0,0,0,0,0,0,0,0,0,0,0,0,314024
2014,men,3,20-24,165,20-24,0,0,0,0,0,0,0,0,0,0,3,0,0,363997
2014,men,3,25-29,202,25-29,2,1,0,0,0,0,0,0,7,0,2,0,0,380036
2014,men,3,30-34,265,30-34,1,1,0,0,0,0,1,0,10,0,6,0,0,380135
2014,men,3,35-39,336,35-39,4,1,2,0,3,0,0,0,18,0,5,0,1,342466
2014,men,3,40-44,517,40-44,4,2,4,0,12,0,2,0,61,1,17,8,0,367878
2014,men,3,45-49,842,45-49,13,1,11,0,39,0,1,0,128,1,23,9,0,389605
2014,men,3,50-54,1180,50-54,21,11,14,0,69,0,3,0,181,1,46,16,4,375576
2014,men,3,55-59,1664,55-59,33,16,12,0,134,1,4,2,277,0,66,47,3,325540
2014,men,3,60-64,2533,60-64,56,21,47,0,282,1,12,13,449,8,77,99,6,299186
2014,men,3,65-69,4195,65-69,93,33,55,0,512,2,17,47,684,4,159,250,13,309834
2014,men,3,70-74,5017,70-74,122,41,59,0,511,0,23,119,778,16,230,365,23,224450
2014,men,3,75-79,6622,75-79,124,38,63,0,598,3,31,275,1046,52,387,465,38,175142
2014,men,3,80-84,8317,80-84,144,33,73,1,463,2,57,610,1278,61,599,550,66,119073
2014,men,3,85-89,8091,85-89,125,22,34,0,348,2,41,883,1203,94,578,495,128,65005
2014,men,3,90+,6853,90+,72,16,37,0,148,2,41,863,831,111,555,356,105,29481
2014,men,4,<1,180,<1,0,0,0,0,0,0,0,0,0,0,1,0,0,57528
2014,men,4,01-04,33,01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,244366
2014,men,4,05-09,20,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,300639
2014,men,4,10-14,22,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,286772
2014,men,4,15-19,86,15-19,0,0,0,0,0,0,0,0,0,0,1,0,0,317058
2014,men,4,20-24,135,20-24,0,1,0,0,0,0,0,0,1,0,1,0,0,326592
2014,men,4,25-29,165,25-29,1,0,0,0,0,0,0,0,4,0,2,0,0,317188
2014,men,4,30-34,208,30-34,5,1,0,0,0,0,0,0,6,0,1,0,0,321747
2014,men,4,35-39,244,35-39,3,2,2,0,3,0,0,0,14,1,6,0,0,316355
2014,men,4,40-44,410,40-44,7,2,4,0,8,0,0,0,44,0,11,2,0,367225
2014,men,4,45-49,616,45-49,9,3,5,0,26,0,0,0,88,0,28,3,0,400059
2014,men,4,50-54,984,50-54,20,10,7,0,55,1,1,0,169,1,34,11,0,387491
2014,men,4,55-59,1420,55-59,33,10,21,1,105,0,2,3,255,0,49,29,2,336807
2014,men,4,60-64,2301,60-64,58,15,28,0,247,0,6,10,365,2,70,70,3,314348
2014,men,4,65-69,3767,65-69,93,23,48,1,406,2,14,35,597,11,122,180,8,334187
2014,men,4,70-74,4751,70-74,107,35,61,1,465,6,18,93,730,20,235,294,20,240034
2014,men,4,75-79,6510,75-79,175,37,51,0,495,3,26,277,953,34,396,417,31,188431
2014,men,4,80-84,8305,80-84,158,39,63,1,508,0,45,592,1231,73,602,494,84,128685
2014,men,4,85-89,8343,85-89,145,28,50,0,313,2,39,820,1227,102,674,518,88,69764
2014,men,4,90+,7039,90+,76,12,37,0,148,1,47,851,848,121,563,333,99,31052
2014,men,5 least deprived,<1,133,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,51444
2014,men,5 least deprived,01-04,33,01-04,0,0,0,0,0,0,0,0,0,0,1,0,0,235394
2014,men,5 least deprived,05-09,25,05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,313725
2014,men,5 least deprived,10-14,24,10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,309590
2014,men,5 least deprived,15-19,62,15-19,1,0,0,0,0,0,0,0,0,0,2,0,0,330706
2014,men,5 least deprived,20-24,114,20-24,1,0,0,0,1,0,0,0,0,0,1,0,0,281785
2014,men,5 least deprived,25-29,99,25-29,1,0,0,0,0,0,0,0,2,0,1,0,0,252088
2014,men,5 least deprived,30-34,133,30-34,2,1,1,0,0,0,0,0,6,0,5,0,0,257117
2014,men,5 least deprived,35-39,169,35-39,1,1,2,0,2,0,0,0,7,0,6,0,0,293698
2014,men,5 least deprived,40-44,312,40-44,6,2,5,0,8,0,0,0,28,0,15,0,0,370369
2014,men,5 least deprived,45-49,547,45-49,10,3,4,0,22,0,2,0,69,0,18,2,0,408082
2014,men,5 least deprived,50-54,855,50-54,21,11,18,0,52,0,0,0,123,1,38,6,0,397619
2014,men,5 least deprived,55-59,1192,55-59,35,11,24,0,99,0,1,2,194,0,48,18,1,343777
2014,men,5 least deprived,60-64,1887,60-64,47,18,42,0,170,0,4,9,290,4,62,47,2,315818
2014,men,5 least deprived,65-69,3268,65-69,93,30,56,0,321,0,7,32,488,8,127,118,6,340307
2014,men,5 least deprived,70-74,4168,70-74,106,36,68,1,377,1,16,79,604,17,196,193,18,243664
